"source"	"ID"	"Description"	"Genes"	"GeneRatio"	"BgRatio"	"pvalue"	"geneID"	"Count"	"Total"	"OddsRatio"	"fdr"
"REACTOME ENDOGENOUS STEROLS"	"reactome"	"REACTOME_ENDOGENOUS_STEROLS"	"REACTOME_ENDOGENOUS_STEROLS"	"ARNT2/PTGIS/CYP1B1/FDX1/CYP7B1/FDXR/CYP19A1/CYP11A1/POMC/CYP4V2/AHR/NCOA1/RXRA/CYP27A1/ARNT/NCOA2/CYP46A1/CYP51A1/CYP7A1/CYP39A1/NR1H4"	"1/112"	"20/22289"	0.100709004514042	"CYP39A1"	1	21	9.95044642857143	0.484496095159489
"REACTOME EXTRACELLULAR MATRIX ORGANIZATION"	"reactome"	"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"	"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"	"A2M/SPP1/COL12A1/ITGA8/LAMA2/COL6A6/THBS1/ITGA11/SCUBE3/FBN2/HTRA1/CTSK/LOXL3/CTSB/LAMC3/COL11A1/COL14A1/MMP1/HAPLN1/COL15A1/COL5A2/ADAMTS1/ITGA2/MMP14/MMP16/COL17A1/COL4A2/MFAP5/MMP2/COL4A1/ITGB8/LAMC2/COL7A1/SERPINE1/ACAN/CTSS/BMP4/DST/FURIN/ADAM19/LOX/ITGA7/CD151/NTN4/PLOD2/P4HA3/TLL2/COL27A1/ITGA4/LRP4/TNC/ADAMTS3/DDR1/LAMC1/APP/COL5A3/LTBP3/EFEMP1/ITGB5/COL4A5/CTSD/JAM3/COL24A1/AGRN/MMP10/ICAM5/LOXL1/P4HA2/P3H3/MMP12/PHYKPL/JAM2/MMP8/PDGFA/SERPINH1/COL26A1/TIMP2/VWF/MMP3/ITGA5/MFAP2/ITGB6/COL18A1/ADAM8/DMD/GDF5/COL25A1/MMP19/ITGB1/FBLN2/CAPN1/LAMA1/BMP7/EMILIN3/ADAMTS9/LAMA3/CAPN7/EFEMP2/FGF2/ASPN/MFAP4/MMP17/TLL1/P4HA1/NCAM1/BSG/MMP11/MUSK/PLOD1/ITGA10/COL10A1/P3H2/NID1/LTBP4/NRXN1/COL4A6/NCSTN/EMILIN2/KDR/PCOLCE2/LAMA4/LAMB3/COMP/ADAM9/SDC4/PLOD3/ADAMTS5/COL6A1/DAG1/LTBP1/HSPG2/MMP15/TGFB1/FMOD/LAMA5/SH3PXD2A/TGFB2/DCN/MATN3/CTSV/CRTAP/COLGALT2/COL13A1/MFAP3/ADAM12/NID2/CASK/TGFB3/COL8A2/BMP1/CASP3/COL4A4/LUM/ICAM1/ADAMTS8/CAST/P4HB/PPIB/CTSL/PRKCA/EMILIN1/ADAMTS4/ITGAV/MADCAM1/LOXL2/COL16A1/LAMB2/CD44/PTPRS/MMP24/CAPN5/LAMB1/BGN/BMP2/COLGALT1/CAPN10/LOXL4/ADAMTS2/FBLN5/ITGB3/DDR2/MMP13/F11R/CD47/FBLN1/CDH1/CAPN9/LTBP2/PSEN1/COL8A1/COL6A2/ITGB7/ELN/SDC1/ITGA2B/ITGAE/CAPN14/FN1/COL28A1/ITGA1/PXDN/P3H1/ADAMTS14/PCOLCE/MATN4/SDC3/TMPRSS6/SDC2/FBN1/TRAPPC4/COL11A2/CAPN12/COL1A1/COL3A1/PLEC/CAPN2/COL9A2/SPARC/ADAM17/COL1A2/ADAM10/ICAM2/ACTN1/ITGA6/CAPN15/TNXB/ADAM15/COL5A1/COL21A1/MMP9/COL6A3/ITGB4/CAPNS1/CAPN3/ITGA3/VTN/MMP25/VCAN/TIMP1/ITGAM/CAPNS2/COL2A1/PECAM1/ADAMTS18/MATN1/CEACAM1/BCAN/ITGAX/PDGFB/ITGAL/COL9A3/FGB/OPTC/TNN/COL4A3/MMP7/SCUBE1/COL19A1/ITGA9/ELANE/ITGB2/COL22A1/ADAMTS16/TNR/IBSP/COL6A5/COL20A1/CAPN13"	"1/112"	"267/22042"	0.743903273761112	"PDGFA"	1	268	0.737092027822365	0.810770983762111
"REACTOME FATTY ACID METABOLISM"	"reactome"	"REACTOME_FATTY_ACID_METABOLISM"	"REACTOME_FATTY_ACID_METABOLISM"	"PTGS2/PTGS1/PTGIS/ACOT11/PLA2G4A/SCD5/ELOVL4/ACACA/FADS2/ALOXE3/HSD17B12/CYP1B1/SCD/FADS1/FAAH/CYP2U1/NUDT19/ALDH3A2/ACSL4/ELOVL3/PTGR2/ELOVL7/SLC25A20/CYP1A1/TECR/EHHADH/SCP2/ACSF2/PRKAG2/ACSL3/ACAA1/ACBD7/ACLY/PTGES/ACOT2/GGT5/MMAA/NDUFAB1/ACBD4/ECI2/TBXAS1/PPT2/ECI1/PPT1/HADHB/ACSL1/PCTP/ELOVL5/ACOX1/PHYH/DBI/CROT/MCEE/ELOVL2/PRKAA2/MECR/DECR2/CPT1B/ACOT1/ACSBG1/GPX1/ACADVL/ELOVL6/ACSM3/NUDT7/HADHA/ACAD11/HTD2/ABCD1/PRXL2B/GPX4/MORC2/AKR1C3/SLC25A1/ACBD5/HACD2/PON2/AMACR/OLAH/HACD4/PECR/SLC25A17/LTA4H/ABCC1/ALOX12/ACSL5/PTGES3/ELOVL1/MMUT/RXRA/HACD1/DECR1/HACL1/PTGR1/CRAT/ACBD6/ACOX3/ACADS/MLYCD/ACOT7/ACOT9/ACADM/EPHX2/HACD3/MCAT/PPARD/ACAD10/ACACB/PCCB/SLC22A5/THEM4/PTGES2/CPT1A/ACOT8/FASN/PCCA/PRKAB2/MAPKAPK2/HADH/CPT2/ECHS1/HSD17B8/ACOX2/THEM5/HSD17B4/ACOT4/CBR4/CBR1/MID1IP1/ACSF3/PTGDS/ACOT13/ACAA2/SLC27A3/ALOX5/GGT1/DPEP1/ACOXL/ALOX5AP/LTC4S/CYP2J2/ACOT12/SLC27A2/CYP4F3/CYP4F2/CYP4F22/ACSBG2/FAAH2"	"1/112"	"147/22162"	0.527741445218326	"TBXAS1"	1	148	1.34608843537415	0.647986331470603
"REACTOME FCGAMMA RECEPTOR FCGR DEPENDENT PHAGOCYTOSIS"	"reactome"	"REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS"	"REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS"	"PLPP4/LYN/WASF3/MYO10/ABL1/GRB2/ABI1/PLPP5/SRC/ABI2/BAIAP2/ITPR3/MYH9/FCGR1A/WIPF1/MYO1C/PLD3/CYFIP2/VAV3/NCKIPSD/WASL/ARPC3/MAPK3/BRK1/CRK/PLD4/ACTB/RAC1/MYO5A/PIK3CB/VAV2/PIK3CA/WASF2/FYN/NCKAP1/MYO9B/PLA2G6/ARPC4/ARPC1A/ELMO1/LIMK1/ARPC5/CFL1/YES1/PLD2/PRKCD/ARPC1B/PTK2/FGR/PLD1/ELMO2/ACTG1/MAPK1/WIPF2/DOCK1/ACTR2/NF2/ITPR1/AHCYL1/ACTR3/ARPC2/CYFIP1/CDC42/PRKCE/PLCG1/WAS/NCK1/PAK1/HSP90AA1/WASF1/HSP90AB1/PIK3R1/ITPR2/VAV1/NCKAP1L/CD247/MYH2/WIPF3/BTK"	"1/112"	"78/22231"	0.329572712466539	"NCKAP1L"	1	79	2.54475732600733	0.58124642016826
"REACTOME FORMATION OF THE CORNIFIED ENVELOPE"	"reactome"	"REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE"	"REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE"	"DSP/PPL/DSG2/KRT14/KRT80/FURIN/FLG/KRT18/LCE2A/LCE1F/KRT19/PCSK6/CSTA/IVL/KRT10/KRT86/KRT9/KRT81/CAPN1/KRT17/KRT7/PKP1/PERP/PKP4/PKP3/KRT8/TCHH/KRT15/KAZN/JUP/KRT34/TGM1/KRT33B/CAPNS1/LCE2C/LCE3D/LCE2B/RPTN/LCE3A/DSC3/LCE1B/ST14/LCE1C/SPINK5/LCE1E/KRT23/PRSS8/PKP2/KRT39/LIPJ/KRT16/KLK14/SPRR2D/LORICRIN/KRT38/LCE4A"	"2/111"	"54/22255"	0.0324899446340964	"CSTA/LCE1E"	2	56	7.42575909242576	0.484496095159489
"REACTOME GLUCAGON LIKE PEPTIDE 1 GLP1 REGULATES INSULIN SECRETION"	"reactome"	"REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION"	"REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION"	"GNG11/GNGT2/GNG2/ITPR3/GNB5/GNG10/ADCY5/GNG7/PRKAR2B/KCNG2/AKAP5/GNG5/ADCY6/PRKAR1B/PRKAR1A/GNG12/GNB1/GNB3/RAP1A/RAPGEF3/RAPGEF4/PRKACB/KCNS3/ITPR1/GNB2/GNAS/GNG13/PRKAR2A/GNB4/PRKACA/GNG4/GNG8/IQGAP1/ITPR2/ADCY8/GNG3/KCNB1"	"1/112"	"36/22273"	0.170631507248286	"KCNG2"	1	37	5.52405753968254	0.484496095159489
"REACTOME GPCR LIGAND BINDING"	"reactome"	"REACTOME_GPCR_LIGAND_BINDING"	"REACTOME_GPCR_LIGAND_BINDING"	"CHRM2/F2RL2/PTGER3/PLPPR4/WNT2/FZD8/F2RL1/PENK/CXCL5/CCL2/GPR68/CCL7/ADM/ADORA1/GRP/ADM2/C5/EDNRA/NPBWR1/GNG11/PTGIR/LPAR3/WNT2B/PSAP/PTHLH/GNGT2/F2R/GNG2/BDKRB1/AGT/APP/CXCL12/GABBR2/ADRA1D/CXCL1/CXCR6/ADRB2/TBXA2R/CXCL6/HTR1B/GNRH1/HRH1/LPAR4/GPR17/AGTR1/ADCYAP1R1/S1PR2/TAC1/ADORA2B/GRM1/NTSR1/CCL5/GPR4/HTR2A/UCN2/TACR2/FZD1/HTR2B/GPR65/NPFF/MCHR1/TAS2R4/CHRM3/LPAR2/FZD6/NMB/ADGRE2/CRH/HTR2C/OXT/TAS2R20/ADRA2A/PTCH1/GIP/CMKLR1/GNB5/DRD2/CCR10/FZD4/WNT5A/CD55/APLN/CHRM4/GPR35/PTGER2/GNG10/BDKRB2/WNT10B/PLPPR2/OPRD1/LPAR1/GALR2/P2RY1/CCR4/C3/ADRA1B/GRPR/SMO/GNG7/FZD9/HTR7/KISS1/WNT16/CXCL3/PTH1R/SST/CCK/S1PR3/QRFP/EDN1/GAL/PTGFR/TAS2R14/WNT9A/UTS2B/POMC/GRM2/TAS2R5/OPRL1/FZD5/S1PR1/GPR183/GRM8/SSTR2/CRHR2/KEL/GNG5/F2RL3/TACR1/GPER1/NLN/CALCRL/CXCL2/P2RY2/WNT3/ANXA1/PLPPR3/RAMP2/P2RY6/PTGER4/CXCL16/GNG12/GHRL/GNB1/GNB3/CXCL8/GNRHR/GRM5/GIPR/SSTR1/ADRA2C/PTGER1/WNT11/LHB/C3AR1/ACKR3/FZD3/LTB4R/CCR7/TAS1R1/WNT7B/ADGRE5/LPAR6/S1PR5/GPR37/C5AR1/GRM4/P2RY11/CGA/OPN3/MCHR2/OXTR/ECE1/HTR1D/GNB2/UCN/GNAS/MC1R/NPW/GNG13/WNT4/FZD7/CCL28/TAS1R3/GNB4/GPR39/CXCL11/LTB4R2/GABBR1/FZD2/GNG4/RAMP1/RXFP1/GNG8/PTCH2/CHRM5/ACKR4/HEBP1/PROK1/PTAFR/ADRB1/FZD10/PTGDR/SHH/MLNR/FPR1/WNT1/WNT9B/CXCR4/DHH/CNR1/ADRA2B/CCL20/IHH/AVPR1A/TACR3/WNT8B/HRH3/GPBAR1/GPR132/RXFP3/NPY1R/CX3CL1/CX3CR1/GALR3/HRH4/CCR1/GALR1/CALCA/WNT3A/NPFFR1/VIP/DRD4/TAS2R19/EDN2/KISS1R/OXER1/GRM6/C5AR2/CNR2/XCL1/CORT/GRM7/PYY/HTR6/P2RY12/PLPPR5/HRH2/ACKR2/GPR37L1/CCL3/LPAR5/VIPR1/TAC3/GLP2R/ADORA2A/GNG3/TAS2R31/EDNRB/GPR18/GNRH2/XK/RRH/GPR55/HCRTR1/PTGDR2/CXCL10/MC4R/ADGRE1/NTS/APLNR/NPY/INSL3/TAS2R1/AVPR1B/CXCL9"	"3/110"	"273/22036"	0.163026249131818	"NTSR1/AGT/ADGRE1"	3	276	2.2013986013986	0.484496095159489
"REACTOME G ALPHA I SIGNALLING EVENTS"	"reactome"	"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS"	"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS"	"CHRM2/PTGER3/ADCY4/PENK/CXCL5/PLA2G4A/ADORA1/RGS20/C5/NPBWR1/GNG11/RGS17/LPAR3/PSAP/PDE4B/GNGT2/GNG2/ADCY7/BDKRB1/PPP3CC/AGT/APP/CXCL12/GABBR2/RGS7/RGS9/RGS3/GNA14/RGS11/CXCL1/CXCR6/GNAZ/CXCL6/HTR1B/GPR17/RGS12/S1PR2/CCL5/CAMK2B/RGS19/SRC/RGS10/RGS4/ITPR3/MCHR1/TAS2R4/GNAQ/GPSM2/LPAR2/PDE1A/TAS2R20/ADRA2A/GNAL/CREB1/GNB5/CCR10/APLN/CHRM4/GNG10/PPP3R1/BDKRB2/PPP2CA/OPRD1/LPAR1/GALR2/CCR4/C3/ADCY5/GNG7/PRKAR2B/PDE4D/PLCB1/CXCL3/RGS14/SST/S1PR3/GAL/RGS5/CAMK4/TAS2R14/POMC/KPNA2/GRM2/TAS2R5/OPRL1/PPP2CB/GPR183/PDE4A/GRM8/SSTR2/CAMKK2/ADCY3/GNG5/GPER1/CAMKK1/ADCY6/CAMK2G/CXCL2/PRKCA/CDK5/CAMK2A/ANXA1/PRKAR1B/PRKAR1A/RGS16/CXCL16/GNG12/GNB1/GNB3/CXCL8/PRKCD/PLCB2/PPP1CA/PDE1C/SSTR1/ADRA2C/PPP2R5D/C3AR1/ACKR3/PPP2R1B/CCR7/TAS1R1/PRKACB/S1PR5/MAPK1/GPR37/C5AR1/GRM4/PPP2R1A/GNA11/OPN3/ITPR1/MCHR2/PPP3CA/GPSM1/AHCYL1/GNAI2/HTR1D/PLCB3/GPSM3/PRKX/GNB2/GNAS/PLCB4/NPW/GNG13/CALM1/GNAI1/ADCY1/CCL28/TAS1R3/PRKAR2A/GNB4/CXCL11/PRKACA/GABBR1/RGS22/CAMK2D/ADCY9/GNG4/PPP3CB/GNG8/GNAT2/GRK2/ITPR2/HEBP1/NBEA/GNAI3/FPR1/CXCR4/GNAT1/ADCY8/CNR1/ADRA2B/CCL20/RXFP3/NPY1R/CX3CL1/CX3CR1/RGS6/GALR3/HRH4/CCR1/GALR1/RGS8/PDE1B/PDE4C/DRD4/TAS2R19/GNA15/OXER1/GRM6/CNR2/CORT/GRM7/PYY/ADCY2/P2RY12/GPR37L1/LPAR5/PRKCG/GNG3/TAS2R31/PPP1R1B/GPR18/RRH/GPR55/PTGDR2/CXCL10/APLNR/NPY/RGSL1/TAS2R1/CXCL9"	"1/112"	"213/22096"	0.662571864247866	"AGT"	1	214	0.926224010731053	0.756111421553447
"REACTOME G ALPHA Q SIGNALLING EVENTS"	"reactome"	"REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS"	"REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS"	"F2RL2/TRPC6/HBEGF/F2RL1/GPR68/DGKI/GRP/EDNRA/TRPC3/GNG11/RGS17/LPAR3/GNGT2/F2R/GNG2/GRB2/BDKRB1/AGT/APP/RGS3/GNA14/ADRA1D/DGKQ/RPS6KA1/TBXA2R/GNRH1/HRH1/LPAR4/GPR17/RPS6KA3/DGKA/AGTR1/TAC1/RASGRP2/GRM1/NTSR1/GPR4/RGS19/HTR2A/MMP3/TACR2/HTR2B/GPR65/RGS4/ITPR3/NPFF/MCHR1/KALRN/GNAQ/DAGLB/CHRM3/LPAR2/NMB/HTR2C/OXT/DGKB/CREB1/GNB5/EGFR/GNG10/BDKRB2/LPAR1/DGKH/P2RY1/ADRA1B/GRPR/GNG7/ARHGEF25/MAPK3/KISS1/PLCB1/RPS6KA2/CCK/RASGRP1/RGS2/QRFP/EDN1/PTGFR/MGLL/RGS5/UTS2B/PIK3CA/ABHD12/PRKCH/GNG5/F2RL3/DGKD/TACR1/P2RY2/PRKCA/DGKZ/ANXA1/P2RY6/RGS16/GNG12/GHRL/GNB1/GNB3/GNRHR/PRKCD/PIK3R3/HRAS/PLCB2/TRIO/GRM5/DGKE/PTGER1/LTB4R/LPAR6/MAPK1/SOS1/P2RY11/GNA11/ITPR1/MCHR2/OXTR/MAPK7/KRAS/PLCB3/ABHD6/GNB2/PLCB4/GNG13/DGKG/GNB4/GPR39/LTB4R2/NRAS/PRKCE/GNG4/GNG8/DAGLA/CHRM5/PIK3R1/GRK2/ITPR2/GRK5/PROK1/PTAFR/MLNR/AVPR1A/TACR3/GPR132/NPFFR1/GNA15/EDN2/KISS1R/XCL1/PRKCQ/LPAR5/TAC3/GNG3/EDNRB/GNRH2/BTK/HCRTR1/NTS/RGSL1/TRPC7/AVPR1B"	"2/111"	"158/22151"	0.19305630476408	"NTSR1/AGT"	2	160	2.52605770327289	0.506120582759886
"REACTOME G ALPHA S SIGNALLING EVENTS"	"reactome"	"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS"	"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS"	"ADCY4/ADM/PDE11A/ADM2/GNG11/PTGIR/PTHLH/GNGT2/GNG2/ADCY7/PDE8B/GNAZ/ADRB2/PDE3A/ADCYAP1R1/ADORA2B/SRC/ITGA5/ITGB1/PDE1A/GPR83/CRH/GIP/GRK6/PDE2A/GNB5/PTGER2/GNG10/ARRB2/ADCY5/GNG7/PRKAR2B/PDE4D/HTR7/PDE7A/PTH1R/SHC1/POMC/PDE4A/CRHR2/ADCY3/GNG5/GPR176/GPER1/CALCRL/ADCY6/PRKAR1B/PDE8A/PRKAR1A/RAMP2/PTGER4/GNG12/GNB1/GNB3/ARRB1/GRK3/GIPR/LHB/PRKACB/P2RY11/CGA/FN1/GPR150/GNAI2/GNB2/GNAS/MC1R/GNG13/GNAI1/ADCY1/PRKAR2A/GNB4/GPR39/PRKACA/PDE3B/ADCY9/GNG4/RAMP1/PDE7B/RXFP1/GNG8/GRK2/GRK5/GNAI3/ADRB1/PTGDR/GPR27/ADCY8/GPBAR1/CALCA/VIP/PDE1B/PDE4C/PDE10A/ADCY2/HTR6/HRH2/VIPR1/GLP2R/ADORA2A/GNG3/GPR20/MC4R/INSL3"	"1/112"	"103/22206"	0.409429909135368	"PDE8B"	1	104	1.9249306518724	0.588305100497905
"REACTOME INTEGRATION OF ENERGY METABOLISM"	"reactome"	"REACTOME_INTEGRATION_OF_ENERGY_METABOLISM"	"REACTOME_INTEGRATION_OF_ENERGY_METABOLISM"	"ADCY4/CACNA1A/GNG11/CD36/ACACA/GNGT2/GNG2/ADCY7/GNA14/STX1A/SNAP25/ACSL4/TKT/ITPR3/STXBP1/GNAQ/PRKAG2/CHRM3/ACSL3/ACLY/ADRA2A/CACNB2/GNB5/SYT5/GNG10/PPP2CA/ADCY5/GNG7/PRKAR2B/KCNG2/CACNA1D/MLX/PLCB1/PRKAA2/CACNA1C/AKAP5/PPP2CB/SLC2A2/ADCY3/GNG5/ADCY6/PRKCA/PRKAR1B/PRKAR1A/VAMP2/STK11/GNG12/GNB1/GNB3/RAP1A/PLCB2/RAPGEF3/ADRA2C/PPP2R5D/ADIPOR1/PPP2R1B/SLC2A1/RAPGEF4/PRKACB/AGPAT1/PPP2R1A/MARCKS/KCNS3/GNA11/ITPR1/TALDO1/AHCYL1/GNAI2/PLCB3/GNB2/CACNA2D2/GNAS/CACNB3/GNG13/ACACB/GNAI1/ADCY1/PRKAR2A/GNB4/ADIPOR2/PRKACA/ADCY9/GNG4/FASN/PRKAB2/GNG8/IQGAP1/ITPR2/ADCY8/MLXIPL/CACNA1E/GNA15/ADCY2/GNG3/PFKFB1/KCNB1/PKLR"	"1/112"	"96/22213"	0.388072252381542	"KCNG2"	1	97	2.0659412202381	0.583745372990049
"REACTOME INTRACELLULAR SIGNALING BY SECOND MESSENGERS"	"reactome"	"REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"	"REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"	"TGFA/KIT/UBC/HBEGF/ADCY4/PREX2/FGF10/FGF9/NEDD4/FOXO3/JUN/PSMB9/PPP2R5A/TP53/SGK1/SNAI1/FGFR3/IER3/ADCY7/GRB2/EGR1/CBX4/FGF1/RNF146/MOV10/TNKS2/CDKN1B/PDPK1/PPARG/RRAGC/PSMB8/IL33/RAC2/PDGFA/REST/CAMK2B/PDGFRB/HGF/SRC/AGO2/SCMH1/ERBB3/PPP2R5B/RBBP4/LAMTOR5/SNAI2/ITPR3/ERBB4/MKRN1/PIP4K2C/PSMA2/RBBP7/EZH2/OTUD3/IRAK4/PDE1A/CDKN1A/FLT3LG/PTEN/HDAC5/FOXO4/TRAF6/MDM2/EREG/FGF2/TNRC6C/RRAGA/CREB1/UBB/FGF18/PSMD10/HDAC7/PIP4K2B/PSMD2/IL1RAP/LAMTOR3/MTOR/PSMB10/PSMD9/RRAGD/PSMC3/EGFR/IL1RL1/PPP2CA/PSMC1/TNRC6A/KITLG/FOXO1/PSMB2/AGO4/PHLPP2/ADCY5/PSMA3/PRKAR2B/MAPK3/AREG/PSMD3/RRAGB/FGF5/PSMA4/MECOM/PSME1/AKT1S1/RICTOR/RAC1/PSMC5/PIK3CB/PSMA6/CHD4/CAMK4/KPNA2/RHEB/STUB1/MBD3/PIK3CA/USP13/PSME4/PSMD11/AKT3/FYN/PPP2CB/PSMA5/MAF1/BMI1/MAPKAP1/PSMD1/CAMKK2/PDGFRA/MET/ADCY3/HDAC2/AGO3/PHC1/CHD3/FRK/CAMKK1/ADCY6/CAMK2G/GAB1/ATN1/PRKCA/PIK3CD/TRIB3/AKT2/PSMF1/LAMTOR1/KLB/PIP5K1A/AGO1/CAMK2A/PRKAR1B/LAMTOR4/PRKAR1A/MYD88/FRS2/CBX8/NR4A1/TSC2/TNKS/PSMB6/HDAC3/PIP5K1C/MLST8/PSME3/PHC3/EPGN/PRKCD/PIK3R3/UBA52/XIAP/IRAK1/PDE1C/PIP5K1B/PPP2R5E/RNF2/CBX6/PSMC4/PPP2R5D/NRG1/GATAD2B/PTPN11/TRIM27/CASP9/PHLPP1/CSNK2A1/LAMTOR2/PSME2/PPP2R1B/INSR/SLC38A9/CSNK2A2/PSMD8/PRR5/KDM1A/ATF2/PSMB3/ESR1/GAB2/PRKACB/PSMC6/RING1/MAPK1/IRS1/IRS2/PPP2R1A/PSMD13/GSK3B/GSK3A/AKT1/ITPR1/CBX2/MTA3/AHCYL1/PSMC2/PSMB5/PSMD6/SUZ12/PRKX/PSMA7/PSMD14/TNRC6B/PSMD7/PPP2R5C/RHOG/RPS6KB2/CALM1/PSMD4/FGF7/CSNK2B/ADCY1/THEM4/PRKAR2A/PML/SALL4/PRKACA/RPS27A/EGF/PIP4K2A/PSMD12/FGFR4/PRKCE/USP7/SEM1/CAMK2D/EED/ADCY9/MTA2/PSMB1/FOXO6/FGFR1/PLCG1/PSMB7/STRN/RCOR1/BAD/PHC2/CHUK/MTA1/ERBB2/GATAD2A/PIK3R1/GRK2/ITPR2/PSMB4/NBEA/PSMD5/RPTOR/WWP2/HDAC1/PSMA1/NRG2/FGFR2/FGF19/NRG3/ADCY8/VAV1/FLT3/FGF3/FGF22/KL/PDGFB/PDE1B/PIK3AP1/ADCY2/PSMB11/ICOS/PRKCG/NRG4/ESR2/FGF16"	"1/112"	"289/22020"	0.771165265720401	"PDGFA"	1	290	0.680301532377657	0.81917372375344
"REACTOME KEAP1 NFE2L2 PATHWAY"	"reactome"	"REACTOME_KEAP1_NFE2L2_PATHWAY"	"REACTOME_KEAP1_NFE2L2_PATHWAY"	"SLC7A11/UBC/HMOX1/CCL2/SRXN1/PSMB9/MAP1LC3B/SKP2/CDKN2A/ABCC3/NFKB1/SP1/BCL2/MAFK/EIF2AK3/PSMB8/SESN1/FBXL17/MAFG/BRCA1/TKT/PDGFA/SOD3/NQO1/PSMA2/CDKN1A/GSTA1/G6PD/MYC/SQSTM1/UBB/PSMD10/BACH1/PSMD2/SESN2/PSMB10/PSMD9/PSMC3/PSMC1/GCLC/PSMB2/PSMA3/ABCG2/AREG/PSMD3/PGD/TXNRD1/DPP3/PRKAA2/PSMA4/PSME1/PSMC5/PSMA6/GSTA3/BTRC/PRKCI/PSME4/PSMD11/MUL1/AKT3/PSMA5/PSMD1/TXN/NFE2L2/IDH1/AKT2/PSMF1/PRDX1/CREBBP/NPLOC4/RBX1/PSMB6/PSME3/PALB2/PRKCD/UBA52/ABCC1/CUL1/PSMC4/GSR/CSNK2A1/PSME2/ATF4/CSNK2A2/PSMD8/SKP1/PSMB3/PSMC6/ABCF2/PSMD13/GSK3B/AKT1/UBXN7/CUL3/TALDO1/NOTCH1/PSMC2/PSMB5/PSMD6/UFD1/KEAP1/PSMA7/PSMD14/RELA/PSMD7/PSMD4/CSNK2B/RPS27A/EGF/TRIM21/PSMD12/SEM1/PSMB1/PSMB7/ME1/EP300/GCLM/AMER1/VCP/BCL2L1/PSMB4/PSMD5/PSMA1/PSMB11"	"1/112"	"123/22186"	0.466465254208636	"PDGFA"	1	124	1.61048199767712	0.611447698084293
"REACTOME KERATINIZATION"	"reactome"	"REACTOME_KERATINIZATION"	"REACTOME_KERATINIZATION"	"KRTAP1-5/DSP/PPL/DSG2/KRT14/KRT80/FURIN/FLG/KRT18/LCE2A/LCE1F/KRT19/PCSK6/CSTA/IVL/KRT10/KRT86/KRT9/KRT81/CAPN1/KRT17/KRTAP2-3/KRT7/PKP1/PERP/PKP4/PKP3/KRTAP3-1/KRT8/TCHH/KRT15/KRTAP1-1/KAZN/JUP/KRT34/TGM1/KRT33B/CAPNS1/LCE2C/LCE3D/LCE2B/RPTN/LCE3A/DSC3/LCE1B/ST14/LCE1C/SPINK5/LCE1E/KRT23/PRSS8/KRTAP4-7/PKP2/KRT39/LIPJ/KRT16/KRTAP4-8/KLK14/SPRR2D/LORICRIN/KRT38/LCE4A"	"3/110"	"59/22250"	0.00379752808104594	"CSTA/LCE1E/KRTAP1-1"	3	62	10.2850539291217	0.368360223861456
