"source"	"ID"	"Description"	"Genes"	"GeneRatio"	"BgRatio"	"pvalue"	"geneID"	"Count"	"Total"	"OddsRatio"	"fdr"
"REACTOME CLASS A 1 RHODOPSIN LIKE RECEPTORS"	"reactome"	"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS"	"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS"	"CHRM2/F2RL2/PTGER3/PLPPR4/F2RL1/PENK/CXCL5/CCL2/GPR68/CCL7/ADORA1/GRP/C5/EDNRA/NPBWR1/PTGIR/LPAR3/PSAP/F2R/BDKRB1/AGT/APP/CXCL12/ADRA1D/CXCL1/CXCR6/ADRB2/TBXA2R/CXCL6/HTR1B/GNRH1/HRH1/LPAR4/GPR17/AGTR1/S1PR2/TAC1/ADORA2B/NTSR1/CCL5/GPR4/HTR2A/TACR2/HTR2B/GPR65/NPFF/MCHR1/CHRM3/LPAR2/NMB/HTR2C/OXT/ADRA2A/CMKLR1/DRD2/CCR10/APLN/CHRM4/GPR35/PTGER2/BDKRB2/PLPPR2/OPRD1/LPAR1/GALR2/P2RY1/CCR4/C3/ADRA1B/GRPR/HTR7/KISS1/CXCL3/SST/CCK/S1PR3/QRFP/EDN1/GAL/PTGFR/UTS2B/POMC/OPRL1/S1PR1/GPR183/SSTR2/KEL/F2RL3/TACR1/GPER1/NLN/CXCL2/P2RY2/ANXA1/PLPPR3/P2RY6/PTGER4/CXCL16/GHRL/CXCL8/GNRHR/SSTR1/ADRA2C/PTGER1/LHB/C3AR1/ACKR3/LTB4R/CCR7/LPAR6/S1PR5/GPR37/C5AR1/P2RY11/CGA/OPN3/MCHR2/OXTR/ECE1/HTR1D/MC1R/NPW/CCL28/GPR39/CXCL11/LTB4R2/RXFP1/CHRM5/ACKR4/HEBP1/PROK1/PTAFR/ADRB1/PTGDR/MLNR/FPR1/CXCR4/CNR1/ADRA2B/CCL20/AVPR1A/TACR3/HRH3/GPBAR1/GPR132/RXFP3/NPY1R/CX3CL1/CX3CR1/GALR3/HRH4/CCR1/GALR1/NPFFR1/DRD4/EDN2/KISS1R/OXER1/C5AR2/CNR2/XCL1/CORT/PYY/HTR6/P2RY12/PLPPR5/HRH2/ACKR2/GPR37L1/CCL3/LPAR5/TAC3/ADORA2A/EDNRB/GPR18/GNRH2/XK/RRH/GPR55/HCRTR1/PTGDR2/CXCL10/MC4R/NTS/APLNR/NPY/INSL3/AVPR1B/CXCL9"	"7/224"	"182/22009"	0.00353362524111896	"TACR2/NTSR1/OXT/CCL7/GPR68/AGT/NPBWR1"	7	189	3.77901785714286	0.393999214384764
"REACTOME CLASS B 2 SECRETIN FAMILY RECEPTORS"	"reactome"	"REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS"	"REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS"	"WNT2/FZD8/ADM/ADM2/GNG11/WNT2B/PTHLH/GNGT2/GNG2/ADCYAP1R1/UCN2/FZD1/FZD6/ADGRE2/CRH/PTCH1/GIP/GNB5/FZD4/WNT5A/CD55/GNG10/WNT10B/SMO/GNG7/FZD9/WNT16/PTH1R/WNT9A/FZD5/CRHR2/GNG5/CALCRL/WNT3/RAMP2/GNG12/GNB1/GNB3/GIPR/WNT11/FZD3/WNT7B/ADGRE5/GNB2/UCN/GNAS/GNG13/WNT4/FZD7/GNB4/FZD2/GNG4/RAMP1/GNG8/PTCH2/FZD10/SHH/WNT1/WNT9B/DHH/IHH/WNT8B/CALCA/WNT3A/VIP/VIPR1/GLP2R/GNG3/ADGRE1"	"1/230"	"68/22123"	0.511122269776834	"ADGRE1"	1	69	1.41451406649616	0.802677930705873
"REACTOME COLLAGEN BIOSYNTHESIS AND MODIFYING ENZYMES"	"reactome"	"REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES"	"REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES"	"COL12A1/COL6A6/COL11A1/COL14A1/COL15A1/COL5A2/COL17A1/COL4A2/COL4A1/COL7A1/PLOD2/P4HA3/TLL2/COL27A1/ADAMTS3/COL5A3/COL4A5/COL24A1/P4HA2/P3H3/SERPINH1/COL26A1/COL18A1/COL25A1/TLL1/P4HA1/PLOD1/COL10A1/P3H2/COL4A6/PCOLCE2/PLOD3/COL6A1/CRTAP/COLGALT2/COL13A1/COL8A2/BMP1/COL4A4/P4HB/PPIB/COL16A1/COLGALT1/ADAMTS2/COL8A1/COL6A2/COL28A1/P3H1/ADAMTS14/PCOLCE/COL11A2/COL1A1/COL3A1/COL9A2/COL1A2/COL5A1/COL21A1/COL6A3/COL2A1/COL9A3/COL4A3/COL19A1/COL22A1/COL6A5/COL20A1"	"2/229"	"63/22128"	0.14456562876151	"COL26A1/COL6A6"	2	65	3.06758161779996	0.748414041838002
"REACTOME COLLAGEN CHAIN TRIMERIZATION"	"reactome"	"REACTOME_COLLAGEN_CHAIN_TRIMERIZATION"	"REACTOME_COLLAGEN_CHAIN_TRIMERIZATION"	"COL12A1/COL6A6/COL11A1/COL14A1/COL15A1/COL5A2/COL17A1/COL4A2/COL4A1/COL7A1/COL27A1/COL5A3/COL4A5/COL24A1/COL26A1/COL18A1/COL25A1/COL10A1/COL4A6/COL6A1/COL13A1/COL8A2/COL4A4/COL16A1/COL8A1/COL6A2/COL28A1/COL11A2/COL1A1/COL3A1/COL9A2/COL1A2/COL5A1/COL21A1/COL6A3/COL2A1/COL9A3/COL4A3/COL19A1/COL22A1/COL6A5/COL20A1"	"2/229"	"40/22151"	0.0695453312662531	"COL26A1/COL6A6"	2	42	4.83646288209607	0.748414041838002
"REACTOME COLLAGEN DEGRADATION"	"reactome"	"REACTOME_COLLAGEN_DEGRADATION"	"REACTOME_COLLAGEN_DEGRADATION"	"COL12A1/COL6A6/CTSK/CTSB/COL11A1/COL14A1/MMP1/COL15A1/COL5A2/MMP14/COL17A1/COL4A2/MMP2/COL4A1/COL7A1/FURIN/COL5A3/COL4A5/CTSD/MMP10/MMP12/PHYKPL/MMP8/COL26A1/MMP3/COL18A1/COL25A1/MMP19/MMP11/COL10A1/COL4A6/ADAM9/COL6A1/MMP15/COL13A1/COL8A2/COL4A4/CTSL/COL16A1/MMP13/COL8A1/COL6A2/TMPRSS6/COL11A2/COL1A1/COL3A1/COL9A2/ADAM17/COL1A2/ADAM10/COL5A1/MMP9/COL6A3/COL2A1/COL9A3/COL4A3/MMP7/COL19A1/ELANE/COL6A5"	"2/229"	"58/22133"	0.127070204951623	"COL26A1/COL6A6"	2	60	3.33278120764945	0.748414041838002
"REACTOME COLLAGEN FORMATION"	"reactome"	"REACTOME_COLLAGEN_FORMATION"	"REACTOME_COLLAGEN_FORMATION"	"COL12A1/COL6A6/LOXL3/CTSB/COL11A1/COL14A1/COL15A1/COL5A2/COL17A1/COL4A2/COL4A1/LAMC2/COL7A1/CTSS/DST/LOX/CD151/PLOD2/P4HA3/TLL2/COL27A1/ADAMTS3/COL5A3/COL4A5/COL24A1/LOXL1/P4HA2/P3H3/SERPINH1/COL26A1/MMP3/COL18A1/COL25A1/LAMA3/TLL1/P4HA1/PLOD1/COL10A1/P3H2/COL4A6/PCOLCE2/LAMB3/PLOD3/COL6A1/CTSV/CRTAP/COLGALT2/COL13A1/COL8A2/BMP1/COL4A4/P4HB/PPIB/CTSL/LOXL2/COL16A1/COLGALT1/LOXL4/ADAMTS2/MMP13/COL8A1/COL6A2/COL28A1/PXDN/P3H1/ADAMTS14/PCOLCE/COL11A2/COL1A1/COL3A1/PLEC/COL9A2/COL1A2/ITGA6/COL5A1/COL21A1/MMP9/COL6A3/ITGB4/COL2A1/COL9A3/COL4A3/MMP7/COL19A1/COL22A1/COL6A5/COL20A1"	"2/229"	"85/22106"	0.225884132977703	"COL26A1/COL6A6"	2	87	2.27135884921654	0.748414041838002
"REACTOME CONDENSATION OF PROPHASE CHROMOSOMES"	"reactome"	"REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES"	"REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES"	"H3-3A/H2BC21/H2BC4/H2BC12/NCAPD3/H2AC6/H3C10/H2BC15/SMC4/NCAPG2/NCAPH2/H4C8/H2AZ2/H2BC5/H2BC8/H2BC11/H3C6/H4C14/H2BC6/H4C12/H2AX/SMC2/H2AC8/H4C16/H3C13/H2AC14/H4C5/H3C3/H2AC20/H3-3B/PHF8/H4C4/H3C8/H2BC9/PLK1/H2BC26/H2BC17/CCNB1/H4C9/CDK1/RB1/KMT5A/SET/H2BC7/H4C11/MCPH1/H2AJ/H3C12/H3C1/H3C11/H2BC13/H3C2/H3C7/H2BC14/H4C3/H2BC3/H4C6/H2AC4"	"1/230"	"57/22134"	0.451959567493187	"H3-3A"	1	58	1.6883295194508	0.767288226020421
"REACTOME CONSTITUTIVE SIGNALING BY ABERRANT PI3K IN CANCER"	"reactome"	"REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER"	"REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER"	"TGFA/KIT/HBEGF/FGF10/FGF9/FGFR3/GRB2/FGF1/RAC2/PDGFA/PDGFRB/HGF/SRC/ERBB3/ERBB4/FLT3LG/EREG/FGF2/FGF18/EGFR/KITLG/AREG/FGF5/RAC1/PIK3CB/PIK3CA/FYN/PDGFRA/MET/GAB1/PIK3CD/KLB/FRS2/EPGN/PIK3R3/NRG1/PTPN11/ESR1/GAB2/IRS1/IRS2/RHOG/FGF7/EGF/FGFR4/FGFR1/STRN/ERBB2/PIK3R1/NRG2/FGFR2/FGF19/NRG3/VAV1/FLT3/FGF3/FGF22/KL/PDGFB/PIK3AP1/ICOS/NRG4/ESR2/FGF16"	"2/229"	"62/22129"	0.141026478208363	"FLT3LG/PDGFA"	2	64	3.11719960557825	0.748414041838002
"REACTOME COPI DEPENDENT GOLGI TO ER RETROGRADE TRAFFIC"	"reactome"	"REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC"	"REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC"	"KIF26A/KDELR3/ARFGAP1/SEC22B/KIF3C/ARF4/RAB1A/TMED3/TUBB2A/ARCN1/KIF26B/KIF20A/COPB1/TUBB3/KIFC2/TUBA4A/KIF13B/KIF15/COPZ2/TUBA3D/COPG1/RINT1/KIF6/KIF1B/NSF/ARFGAP3/COPB2/KDELR1/KDELR2/TMED2/COPA/CENPE/KIF23/KIF27/RACGAP1/COPG2/KIF18B/KIF3B/KLC3/KIFC1/TUBB6/KIF3A/KIF2A/KIF4A/KLC2/TUBA1B/COPZ1/TUBA1A/KIF20B/KLC4/TMED7/KIF18A/ARF1/TMED9/COPE/KIF22/KIF11/KIF16B/TUBB4B/TMED10/KIF21A/ZW10/NAPB/STX18/SURF4/TUBB2B/KIF2C/BNIP1/KIF1C/NAPA/KIF5A/GBF1/NBAS/ARF3/KLC1/ARF5/RAB1B/ARFGAP2/USE1/TUBA1C/NAPG/TUBB1/KIF9/KIFAP3/KIF5B/TUBB4A/KIF1A/KIF19/KIF21B/KIF25/KIF4B"	"1/230"	"90/22101"	0.611042727235072	"KIF26A"	1	91	1.06768115942029	0.817972535088111
"REACTOME CYTOCHROME P450 ARRANGED BY SUBSTRATE TYPE"	"reactome"	"REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE"	"REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE"	"ARNT2/PTGIS/CYP1B1/FDX1/CYP2S1/CYP2U1/CYP7B1/CYP1A1/CYP26B1/CYP2E1/FDXR/CYP27B1/CYP19A1/TBXAS1/CYP11A1/POMC/CYP2D6/CYP4V2/POR/AHR/NCOA1/RXRA/CYP27A1/ARNT/CYP24A1/CYP3A5/NCOA2/CYP46A1/CYP51A1/CYP2R1/CYP3A7/CYP26A1/CYP7A1/CYP2A6/CYP2J2/CYP26C1/CYP39A1/CYP4F3/NR1H4/CYP4F2/CYP4F22"	"2/229"	"39/22152"	0.066672640702187	"TBXAS1/CYP39A1"	2	41	4.96069868995633	0.748414041838002
"REACTOME C TYPE LECTIN RECEPTORS CLRS"	"reactome"	"REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS"	"REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS"	"UBC/PAK3/NFATC2/PSMB9/LYN/RPS6KA5/NFKB1/PDPK1/PSMB8/NFKB2/RELB/SRC/MUC1/ITPR3/PSMA2/TRAF6/UBE2V1/UBE2D1/MUC20/NFKBIA/UBB/PSMD10/PSMD2/PSMB10/PSMD9/PSMC3/IL1B/PPP3R1/PSMC1/PSMB2/PSMA3/PSMD3/PSMA4/PSME1/BCL10/PSMC5/PSMA6/BTRC/PSME4/PSMD11/PAK2/FYN/TAB1/PSMA5/PSMD1/TAB3/NFATC3/CDC34/PSMF1/CREBBP/PSMB6/PSME3/MAP3K7/PRKCD/HRAS/UBA52/UBE2D2/CUL1/PSMC4/IKBKG/PSME2/FCER1G/PYCARD/MALT1/PSMD8/SKP1/PSMB3/MUC12/PRKACB/PSMC6/UBE2N/CASP8/PSMD13/NFATC1/TAB2/ITPR1/PPP3CA/CARD9/AHCYL1/PSMC2/PSMB5/KRAS/PSMD6/UBE2M/PSMA7/PSMD14/RELA/PSMD7/CALM1/PSMD4/ICAM2/PRKACA/RPS27A/PSMD12/NRAS/SEM1/UBA3/PSMB1/PSMB7/PPP3CB/FBXW11/IKBKB/EP300/PAK1/CHUK/MAP3K14/ITPR2/PSMB4/PSMD5/RAF1/PSMA1/MUC13/MUC6/PSMB11/MUC4/MUC16/CARD11"	"1/230"	"116/22075"	0.703228333915189	"MUC6"	1	117	0.8273988005997	0.83607870714881
"REACTOME DECTIN 2 FAMILY"	"reactome"	"REACTOME_DECTIN_2_FAMILY"	"REACTOME_DECTIN_2_FAMILY"	"LYN/MUC1/MUC20/FYN/FCER1G/MUC12/MUC13/MUC6/MUC4/MUC16"	"1/230"	"9/22182"	0.0983952809485596	"MUC6"	1	10	10.7159420289855	0.748414041838002
"REACTOME DEFECTS OF CONTACT ACTIVATION SYSTEM CAS AND KALLIKREIN KININ SYSTEM KKS"	"reactome"	"REACTOME_DEFECTS_OF_CONTACT_ACTIVATION_SYSTEM_CAS_AND_KALLIKREIN_KININ_SYSTEM_KKS"	"REACTOME_DEFECTS_OF_CONTACT_ACTIVATION_SYSTEM_CAS_AND_KALLIKREIN_KININ_SYSTEM_KKS"	"TPST1/F8/F10/TPST2/VWF/F12/GP1BA/SERPING1/GGCX/GP5"	"1/230"	"9/22182"	0.0983952809485596	"VWF"	1	10	10.7159420289855	0.748414041838002
"REACTOME DEGRADATION OF THE EXTRACELLULAR MATRIX"	"reactome"	"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX"	"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX"	"A2M/SPP1/COL12A1/COL6A6/SCUBE3/FBN2/HTRA1/CTSK/CTSB/COL11A1/COL14A1/MMP1/COL15A1/COL5A2/ADAMTS1/MMP14/MMP16/COL17A1/COL4A2/MMP2/COL4A1/LAMC2/COL7A1/ACAN/CTSS/FURIN/TLL2/LAMC1/COL5A3/COL4A5/CTSD/MMP10/MMP12/PHYKPL/MMP8/COL26A1/TIMP2/MMP3/COL18A1/ADAM8/COL25A1/MMP19/CAPN1/ADAMTS9/LAMA3/CAPN7/MMP17/TLL1/BSG/MMP11/COL10A1/NID1/COL4A6/NCSTN/LAMB3/ADAM9/ADAMTS5/COL6A1/HSPG2/MMP15/LAMA5/DCN/CTSV/COL13A1/COL8A2/BMP1/CASP3/COL4A4/ADAMTS8/CAST/CTSL/ADAMTS4/COL16A1/CD44/MMP24/CAPN5/LAMB1/CAPN10/MMP13/CDH1/CAPN9/PSEN1/COL8A1/COL6A2/ELN/CAPN14/FN1/TMPRSS6/FBN1/COL11A2/CAPN12/COL1A1/COL3A1/CAPN2/COL9A2/ADAM17/COL1A2/ADAM10/CAPN15/ADAM15/COL5A1/MMP9/COL6A3/CAPNS1/CAPN3/MMP25/TIMP1/CAPNS2/COL2A1/ADAMTS18/BCAN/COL9A3/OPTC/COL4A3/MMP7/SCUBE1/COL19A1/ELANE/ADAMTS16/COL6A5/CAPN13"	"2/229"	"119/22072"	0.354828022604817	"COL26A1/COL6A6"	2	121	1.6199038567392	0.767288226020421
"REACTOME DISEASES ASSOCIATED WITH O GLYCOSYLATION OF PROTEINS"	"reactome"	"REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS"	"REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS"	"SBSPON/THBS1/ADAMTSL1/THSD1/ADAMTSL4/ADAMTS1/SPON2/LFNG/ADAMTS3/C1GALT1/ADAMTS19/POMT2/ADAMTS15/LARGE1/THSD7B/MUC1/ADAMTS9/MUC20/NOTCH3/POMT1/ADAMTS5/DAG1/ADAMTS6/ADAMTS8/ADAMTS4/POMGNT1/SPON1/ADAMTS13/GALNT12/C1GALT1C1/ADAMTS12/B4GAT1/B3GLCT/ADAMTS2/SEMA5A/ADAMTSL5/MUC12/ADAMTS7/ADAMTS14/NOTCH1/THSD7A/THSD4/NOTCH2/NOTCH4/GALNT3/ADAMTS10/THBS2/ADAMTS18/MUC13/ADAMTS17/ADAMTS20/MUC6/ADAMTSL3/MUC4/CFP/ADAMTS16/MUC16/ADAMTSL2"	"1/230"	"57/22134"	0.451959567493187	"MUC6"	1	58	1.6883295194508	0.767288226020421
"REACTOME DISEASES OF GLYCOSYLATION"	"reactome"	"REACTOME_DISEASES_OF_GLYCOSYLATION"	"REACTOME_DISEASES_OF_GLYCOSYLATION"	"SBSPON/THBS1/ADAMTSL1/THSD1/ADAMTSL4/ADAMTS1/SPON2/GPC4/ACAN/ST3GAL3/CTSA/NUS1/LFNG/ADAMTS3/C1GALT1/ADAMTS19/SRD5A3/ALG2/NEU1/HEXB/AGRN/B4GALT1/DHDDS/POMT2/ADAMTS15/HEXA/ALG9/LARGE1/THSD7B/GNE/MUC1/ADAMTS9/MUC20/GLB1/NOTCH3/POMT1/CSPG4/SDC4/GPC6/ADAMTS5/B4GALT7/DAG1/ALG8/GALT/HSPG2/PAPSS2/FMOD/MGAT2/DCN/GPC2/PMM2/ADAMTS6/CHST3/ALG11/CHSY1/CHST14/ALG1/MPDU1/LUM/ADAMTS8/GPC3/PRELP/MOGS/ADAMTS4/DPM3/PGM1/DPM1/EXT2/POMGNT1/SPON1/ADAMTS13/GALNT12/BGN/C1GALT1C1/ADAMTS12/B4GAT1/CSPG5/B3GLCT/ALG13/ADAMTS2/DPAGT1/SEMA5A/B3GAT3/ADAMTSL5/OGN/GFPT1/MUC12/ADAMTS7/SDC1/RFT1/EXT1/DPM2/ADAMTS14/GALE/SDC3/ALG6/NOTCH1/MAN1B1/THSD7A/SDC2/THSD4/ALG14/DOLK/MPI/NOTCH2/NOTCH4/ALG12/GALNT3/GPC1/SLC26A2/ALG3/B3GALT6/ADAMTS10/GALK1/THBS2/VCAN/ADAMTS18/BCAN/MUC13/GPC5/KERA/ADAMTS17/ADAMTS20/MUC6/CHST6/ADAMTSL3/MUC4/CFP/ADAMTS16/MUC16/ADAMTSL2"	"1/230"	"130/22061"	0.743488267269712	"MUC6"	1	131	0.737826086956522	0.84893196399418
"REACTOME DISEASES OF METABOLISM"	"reactome"	"REACTOME_DISEASES_OF_METABOLISM"	"REACTOME_DISEASES_OF_METABOLISM"	"SBSPON/UBC/MAOA/THBS1/ADAMTSL1/THSD1/PNP/ADAMTSL4/ADAMTS1/SPON2/IDUA/GPC4/ACAN/ST3GAL3/CUBN/CTSA/SFTPD/ACACA/NUS1/LFNG/ADAMTS3/CYP1B1/C1GALT1/FDX1/ADAMTS19/SRD5A3/ALG2/NEU1/PPP1R3C/CYP2U1/HEXB/AGRN/NAGLU/B4GALT1/DHDDS/ADA/SLC37A4/GAA/CYP7B1/POMT2/GNS/ADAMTS15/HEXA/ALG9/LARGE1/THSD7B/GNE/MUC1/MMAB/CYP26B1/ADAMTS9/NHLRC1/GYS1/KHK/MUC20/GLB1/FDXR/IDS/CYP27B1/UBB/HGSNAT/MMAA/CYP19A1/NOTCH3/SLC35D1/TBXAS1/HLCS/CYP11A1/GCLC/HPRT1/POMT1/CSPG4/ABCA3/SDC4/GPC6/MCCC1/ADAMTS5/B4GALT7/PC/DAG1/ALG8/GALT/HSPG2/PAPSS2/LMBRD1/FMOD/MGAT2/DCN/GPC2/POMC/PMM2/ADAMTS6/CHST3/MMADHC/MMACHC/ALG11/CHSY1/GSS/CHST14/ALG1/MPDU1/LUM/ADAMTS8/GPC3/AMN/PRELP/MTRR/GYG1/ABCD4/MOGS/ADAMTS4/IDH1/DPM3/PGM1/GBE1/DPM1/MTR/EXT2/ARSB/POMGNT1/SPON1/ADAMTS13/GALNT12/BGN/TCN2/GALNS/C1GALT1C1/ADAMTS12/B4GAT1/CSPG5/MCCC2/B3GLCT/ALG13/ADAMTS2/UBA52/DPAGT1/SEMA5A/B3GAT3/MMUT/ADAMTSL5/OGN/GFPT1/RPIA/CYP27A1/MUC12/ADAMTS7/SDC1/RFT1/TPMT/EXT1/DPM2/ADAMTS14/GALE/SDC3/ALG6/TALDO1/NOTCH1/MAN1B1/THSD7A/CYP24A1/SDC2/THSD4/AHCY/ALG14/APRT/CD320/DOLK/MPI/PCCB/RPS27A/ACY1/NOTCH2/G6PC3/NOTCH4/ALG12/GALNT3/PCCA/GCLM/GPC1/GUSB/EPM2A/SLC26A2/ALG3/DCXR/SGSH/HYAL1/B3GALT6/OPLAH/CYP2R1/ADAMTS10/BTD/CSF2RB/GYG2/GALK1/THBS2/VCAN/ADAMTS18/BCAN/MUC13/GPC5/KERA/MAT1A/GGT1/ADAMTS17/ADAMTS20/SI/SLC34A2/MUC6/CHST6/ADAMTSL3/SFTPB/MUC4/CYP26C1/FMO3/CFP/ADAMTS16/MUC16/ADAMTSL2/ALDOB/CYP4F22"	"2/229"	"218/21973"	0.664354871928475	"TBXAS1/MUC6"	2	220	0.880293257481671	0.824109488045411
"REACTOME DISEASES OF PROGRAMMED CELL DEATH"	"reactome"	"REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH"	"REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH"	"H3-3A/FOXO3/JUN/TP53/CDKN2A/POLA1/CDC25B/POLA2/APP/H2BC21/H2BC4/DNMT1/BCL2L11/H2BC12/PRIM1/DNMT3B/RIPK3/TRADD/H2AC6/H3C10/RBBP4/H2BC15/CAPN1/RBBP7/EZH2/PRDX2/SOD2/H4C8/CDC25C/H2AZ2/H2BC5/H2BC8/H2BC11/H3C6/CDK5R1/H4C14/H2BC6/GOLGA2/H4C12/CDC25A/LMNB1/H2AX/H2AC8/H4C16/H3C13/LMNA/TRAF2/H2AC14/H4C5/CAST/PRIM2/H3C3/CDK5/PRDX1/H2AC20/H3-3B/RIPK1/FADD/H4C4/H3C8/H2BC9/DNMT3A/H2BC26/MLKL/H2BC17/H4C9/C1QBP/CASP8/YWHAE/SUZ12/H2BC7/CAPN2/H4C11/GSDME/EED/H2AJ/CAPNS1/H3C12/CAPNS2/H3C1/H3C11/H2BC13/H3C2/H3C7/H2BC14/H4C3/H2BC3/H4C6/H2AC4"	"1/230"	"88/22103"	0.602869646521718	"H3-3A"	1	89	1.09204545454545	0.817972535088111
