"240313_ICP4"	"240313_n208"	"240501_ICP4"	"240501_RR_LL"	"240710_RR_LL"	"240814_ICP4"	"240814_RR_LL"	"240904_ICP4"	"240904_n208"	"240905_ICP4"	"240905_n208"	"240926_ICP4"
"ENSG00000283376"	2	0	0	5	0	0	0	6	19	4	10	17
"ENSG00000283377"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283378"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283379"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283380"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283381"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283383"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283384"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283385"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283386"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283389"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283390"	0	9	0	2	0	2	1	16	6	7	9	5
"ENSG00000283392"	0	0	0	0	0	0	0	2	2	0	0	0
"ENSG00000283393"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283394"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283399"	0	3	0	0	3	0	0	6	3	2	14	0
"ENSG00000283400"	0	2	1	1	0	0	0	0	0	0	1	0
"ENSG00000283402"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283403"	0	0	0	0	0	0	0	0	0	2	5	4
"ENSG00000283405"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283408"	0	0	0	0	0	0	0	0	7	0	0	0
"ENSG00000283409"	0	5	0	0	0	0	0	1	0	0	4	0
"ENSG00000283411"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283412"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283413"	0	0	0	0	0	0	0	9	0	9	10	0
"ENSG00000283414"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283415"	0	0	0	0	0	2	0	3	1	1	2	0
"ENSG00000283416"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283417"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283418"	0	11	6	0	0	0	0	3	4	2	4	1
"ENSG00000283419"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283420"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283421"	0	3	1	10	2	0	0	17	10	0	4	0
"ENSG00000283422"	0	0	0	0	0	0	0	3	0	0	0	0
"ENSG00000283423"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283426"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283427"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283428"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283429"	1	8	0	8	0	1	1	5	7	9	2	2
"ENSG00000283431"	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000283432"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283433"	0	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000283434"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283435"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283436"	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000283438"	0	0	0	0	0	0	0	0	0	3	0	0
"ENSG00000283439"	0	0	0	0	0	0	0	0	3	0	0	0
"ENSG00000283440"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283441"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283442"	0	2	0	0	0	0	1	3	0	3	1	0
"ENSG00000283443"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283444"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283445"	2	14	0	0	6	0	0	10	15	9	19	10
"ENSG00000283446"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283450"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283451"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283452"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283453"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283455"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283456"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283457"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283458"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283459"	0	0	0	0	0	0	0	0	12	12	2	0
"ENSG00000283461"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283462"	0	1	6	0	0	2	0	0	2	0	7	5
"ENSG00000283463"	1	0	0	0	0	0	0	0	3	0	0	2
"ENSG00000283464"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283468"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283469"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283471"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283473"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283474"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283475"	0	5	1	0	0	0	0	3	0	0	1	0
"ENSG00000283476"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283477"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283479"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283480"	0	16	0	6	0	0	10	0	7	4	6	10
"ENSG00000283481"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283483"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283484"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283487"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283489"	0	4	0	0	0	0	0	0	0	0	0	0
"ENSG00000283490"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283491"	2	36	5	0	10	4	0	11	5	11	4	12
"ENSG00000283492"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283493"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283496"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283497"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283498"	27	129	3	12	5	13	19	65	43	89	51	21
"ENSG00000283499"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283502"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283503"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283505"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283506"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283507"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283509"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283511"	1	2	0	0	0	1	0	0	0	0	0	0
"ENSG00000283513"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283514"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283515"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283516"	0	0	3	0	0	0	0	1	0	3	0	2
"ENSG00000283518"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283519"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283522"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283523"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283524"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283525"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283526"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000283527"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283528"	0	0	0	0	0	0	0	0	4	1	0	4
"ENSG00000283529"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283532"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283534"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283535"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283536"	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000283537"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283538"	1	34	10	9	9	16	18	43	39	51	55	186
"ENSG00000283540"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283541"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283542"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283544"	0	1	0	0	0	0	0	0	4	0	2	0
"ENSG00000283545"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283546"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283547"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283549"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283550"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283551"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283554"	0	0	0	0	0	0	0	2	0	2	3	0
"ENSG00000283555"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283556"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283558"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283559"	0	0	0	0	0	0	0	0	3	0	0	0
"ENSG00000283561"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283562"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283563"	0	3	0	8	0	0	3	10	3	2	22	7
"ENSG00000283564"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283566"	0	2	0	1	3	3	0	0	3	0	0	0
"ENSG00000283567"	3	4	0	0	0	0	0	0	0	0	1	0
"ENSG00000283568"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283569"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283571"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283572"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283573"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283575"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283576"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283578"	0	3	0	0	0	0	0	0	0	0	0	0
"ENSG00000283579"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283580"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283582"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283583"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283584"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283586"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283587"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283588"	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000283591"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283592"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283594"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283597"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283598"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283599"	0	4	0	0	0	2	0	0	4	0	5	0
"ENSG00000283601"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283602"	0	0	0	0	0	0	0	0	0	0	2	0
"ENSG00000283603"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283604"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283605"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283607"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283608"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283609"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283611"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283612"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283613"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283614"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283615"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283616"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283618"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283621"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283622"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283625"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283626"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283627"	0	6	0	0	0	1	0	6	5	0	1	0
"ENSG00000283629"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283631"	0	0	0	0	0	0	0	0	0	0	2	0
"ENSG00000283632"	2	16	12	1	0	5	6	12	13	3	20	9
"ENSG00000283633"	0	22	24	16	12	0	5	7	10	20	13	15
"ENSG00000283634"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283635"	0	1	0	0	0	0	0	0	0	0	2	2
"ENSG00000283636"	0	2	0	0	0	0	0	0	0	0	0	0
"ENSG00000283637"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283638"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283639"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283644"	0	0	0	0	0	0	0	0	0	0	5	0
"ENSG00000283645"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283646"	0	0	0	0	0	0	0	0	3	4	0	1
"ENSG00000283647"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283653"	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000283654"	3	2	8	0	0	0	0	4	0	5	0	1
"ENSG00000283656"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283657"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283659"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283662"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283663"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283664"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283665"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283666"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283667"	3	11	10	0	0	3	1	17	16	6	14	7
"ENSG00000283669"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283672"	0	0	0	0	0	0	0	0	2	4	0	3
"ENSG00000283673"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000283674"	5	11	6	0	0	0	0	7	12	5	1	4
"ENSG00000283675"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283676"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283677"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283678"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283679"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283680"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283682"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283683"	0	0	0	0	0	0	0	5	0	0	0	2
"ENSG00000283684"	0	0	0	0	0	0	0	0	0	0	0	2
"ENSG00000283685"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283686"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283688"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283689"	12	126	19	5	13	8	14	65	66	40	96	46
"ENSG00000283690"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283691"	0	0	0	0	0	0	0	4	0	2	2	0
"ENSG00000283692"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283694"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283695"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283696"	3	10	12	3	0	0	2	2	7	4	6	9
"ENSG00000283697"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283698"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283699"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283701"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283703"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283704"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283705"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283706"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283709"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283710"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283712"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283717"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283721"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283724"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283726"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283728"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283733"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283734"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283736"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283737"	0	0	0	0	0	0	0	2	0	3	1	0
"ENSG00000283740"	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000283743"	0	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000283744"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283745"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283749"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283751"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283752"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283755"	0	1	0	0	0	0	0	0	0	1	0	0
"ENSG00000283757"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283758"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283759"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283761"	4	7	2	0	0	3	0	10	4	0	5	4
"ENSG00000283762"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283764"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283765"	0	4	0	0	0	0	0	2	5	0	0	0
"ENSG00000283766"	0	2	0	0	0	0	0	0	0	0	0	0
"ENSG00000283768"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283769"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283770"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283772"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283773"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283774"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283775"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283776"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283782"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283783"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283785"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283787"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283788"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283789"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283791"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283792"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283793"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283795"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283796"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283797"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283798"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283799"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283801"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283803"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283805"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283809"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283813"	0	1	0	4	0	0	0	0	12	2	0	9
"ENSG00000283815"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283818"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283819"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283821"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283822"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283824"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283828"	12	48	52	14	19	17	5	61	80	50	44	57
"ENSG00000283829"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283836"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283839"	4	1	6	12	0	0	0	9	5	5	5	5
"ENSG00000283840"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283842"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283844"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283845"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283848"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283849"	0	7	0	3	0	6	0	9	1	3	20	11
"ENSG00000283853"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283856"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283857"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283858"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283863"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283865"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283867"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283871"	0	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000283873"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283874"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283876"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283877"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283879"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283880"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283881"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283885"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283888"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283891"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283894"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283897"	0	2	4	0	0	0	5	4	2	1	1	0
"ENSG00000283899"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283900"	0	0	0	0	0	0	0	0	0	0	3	0
"ENSG00000283904"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283906"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283907"	3	0	0	6	0	0	1	1	0	0	1	0
"ENSG00000283913"	0	2	12	1	3	0	0	1	6	2	4	5
"ENSG00000283914"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283920"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283921"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283923"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283926"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283927"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283928"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283929"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283930"	3	5	11	10	5	10	0	70	11	15	8	0
"ENSG00000283931"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283933"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283935"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283936"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283938"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283940"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283941"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283944"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283945"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283948"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283950"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283952"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283956"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283958"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283959"	7	42	41	31	35	13	6	94	116	26	66	59
"ENSG00000283967"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283969"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283971"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283972"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283973"	0	1	0	0	0	0	0	0	0	0	4	3
"ENSG00000283977"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283978"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283980"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283982"	0	0	0	0	0	0	0	0	3	0	0	1
"ENSG00000283988"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283990"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283991"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283992"	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000283994"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283998"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283999"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284000"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284003"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284005"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284008"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284010"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284011"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284012"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284015"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284018"	0	0	0	0	0	0	0	0	0	4	0	0
"ENSG00000284020"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284024"	907	3341	657	504	643	424	604	1953	2350	2102	2163	1913
"ENSG00000284027"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284028"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284029"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284031"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284032"	0	1	0	0	0	0	0	11	7	0	0	0
"ENSG00000284034"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284035"	0	0	0	3	0	0	0	2	0	0	4	0
"ENSG00000284038"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284040"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284042"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284043"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284047"	0	0	0	0	0	0	0	0	0	0	0	0
