"SRR19779315"	"SRR19779318"	"SRR19779319"
"ENSG00000289754"	0	0	0
"ENSG00000289755"	0	0	0
"ENSG00000289756"	0	0	0
"ENSG00000289757"	0	0	0
"ENSG00000289758"	0	0	0
"ENSG00000289760"	0	0	0
"ENSG00000289761"	0	0	0
"ENSG00000289762"	0	0	0
"ENSG00000289763"	0	0	0
"ENSG00000289764"	0	0	0
"ENSG00000289766"	0	0	0
"ENSG00000289767"	0	0	0
"ENSG00000289768"	0	0	0
"ENSG00000289788"	28	6	36
"ENSG00000289791"	0	0	0
"ENSG00000289809"	7	13	0
"ENSG00000289810"	8	0	13
"ENSG00000289811"	0	0	0
"ENSG00000289814"	40	42	4
"ENSG00000289826"	47	7	39
"ENSG00000289827"	22	2	3
"ENSG00000289828"	0	2	0
"ENSG00000289829"	35	31	12
"ENSG00000289830"	0	0	0
"ENSG00000289831"	22	11	4
"ENSG00000289832"	5	4	43
"ENSG00000289833"	0	0	0
"ENSG00000289834"	1	7	0
"ENSG00000289835"	38	9	12
"ENSG00000289836"	1	1	0
"ENSG00000289837"	61	2	1
"ENSG00000289838"	0	1	0
"ENSG00000289839"	6	1	4
"ENSG00000289840"	0	1	0
"ENSG00000289841"	146	34	30
"ENSG00000289842"	0	0	19
"ENSG00000289843"	33	11	75
"ENSG00000289844"	1	6	0
"ENSG00000289845"	5	2	0
"ENSG00000289846"	0	0	0
"ENSG00000289847"	7	6	12
"ENSG00000289848"	8	0	3
"ENSG00000289849"	3	14	0
"ENSG00000289850"	4	5	0
"ENSG00000289851"	26	7	12
"ENSG00000289852"	6	1	4
"ENSG00000289853"	0	1	0
"ENSG00000289854"	45	9	5
"ENSG00000289855"	125	15	5
"ENSG00000289856"	0	0	0
"ENSG00000289857"	0	0	1
"ENSG00000289858"	32	2	87
"ENSG00000289859"	0	0	0
"ENSG00000289860"	5	5	14
"ENSG00000289861"	1	1	0
"ENSG00000289862"	30	9	11
"ENSG00000289863"	0	0	0
"ENSG00000289864"	12	7	0
"ENSG00000289865"	20	85	10
"ENSG00000289866"	30	10	9
"ENSG00000289867"	3	0	0
"ENSG00000289868"	15	3	12
"ENSG00000289869"	5	0	3
"ENSG00000289870"	3	2	0
"ENSG00000289871"	0	3	0
"ENSG00000289872"	463	31	7
"ENSG00000289873"	14	1	0
"ENSG00000289874"	6	6	0
"ENSG00000289875"	21	5	4
"ENSG00000289876"	105	33	0
"ENSG00000289877"	1	0	1
"ENSG00000289878"	85	109	9
"ENSG00000289879"	0	0	1
"ENSG00000289880"	2	1	0
"ENSG00000289881"	8	6	7
"ENSG00000289882"	0	1	1
"ENSG00000289883"	143	20	42
"ENSG00000289884"	0	0	1
"ENSG00000289885"	25	44	2
"ENSG00000289886"	3	5	1
"ENSG00000289887"	8	1	46
"ENSG00000289888"	2	0	2
"ENSG00000289889"	1	1	0
"ENSG00000289890"	30	5	10
"ENSG00000289891"	2	0	0
"ENSG00000289892"	0	0	0
"ENSG00000289893"	0	0	0
"ENSG00000289894"	0	15	0
"ENSG00000289895"	4	0	4
"ENSG00000289896"	0	1	0
"ENSG00000289897"	0	2	0
"ENSG00000289898"	0	0	0
"ENSG00000289899"	0	0	0
"ENSG00000289900"	4	0	1
"ENSG00000289901"	3	207	118
"ENSG00000289902"	0	7	2
"ENSG00000289903"	15	9	1
"ENSG00000289904"	15	3	28
"ENSG00000289905"	0	0	0
"ENSG00000289906"	1	0	0
"ENSG00000289907"	0	1	0
"ENSG00000289908"	29	10	5
"ENSG00000289909"	54	7	0
"ENSG00000289910"	3	0	3
"ENSG00000289911"	3	8	1
"ENSG00000289912"	0	2	0
"ENSG00000289913"	48	26	86
"ENSG00000289914"	68	7	97
"ENSG00000289915"	17	12	10
"ENSG00000289916"	0	1	0
"ENSG00000289917"	1	0	0
"ENSG00000289918"	0	0	0
"ENSG00000289919"	8	6	4
"ENSG00000289920"	3	4	0
"ENSG00000289921"	0	6	0
"ENSG00000289922"	0	1	0
"ENSG00000289923"	1	0	4
"ENSG00000289924"	34	0	21
"ENSG00000289925"	0	0	0
"ENSG00000289926"	136	39	178
"ENSG00000289927"	0	0	1
"ENSG00000289928"	65	49	6
"ENSG00000289929"	12	5	17
"ENSG00000289930"	0	5	0
"ENSG00000289931"	17	1	0
"ENSG00000289932"	0	2	0
"ENSG00000289933"	0	0	0
"ENSG00000289934"	1	0	2
"ENSG00000289935"	49	18	35
"ENSG00000289936"	0	1	0
"ENSG00000289937"	46	18	4
"ENSG00000289938"	0	0	0
"ENSG00000289939"	11	4	4
"ENSG00000289940"	0	1	0
"ENSG00000289941"	0	0	0
"ENSG00000289942"	0	8	12
"ENSG00000289943"	56	38	9
"ENSG00000289944"	1	1	0
"ENSG00000289945"	0	1	0
"ENSG00000289946"	20	4	15
"ENSG00000289947"	6	3	0
"ENSG00000289948"	0	0	2
"ENSG00000289949"	0	1	0
"ENSG00000289950"	0	0	1
"ENSG00000289951"	0	0	0
"ENSG00000289952"	1	0	1
"ENSG00000289953"	0	0	0
"ENSG00000289954"	9	12	0
"ENSG00000289955"	0	4	1
"ENSG00000289956"	2	12	6
"ENSG00000289957"	18	13	2
"ENSG00000289958"	0	0	0
"ENSG00000289959"	0	5	0
"ENSG00000289960"	22	3	25
"ENSG00000289961"	3	0	20
"ENSG00000289962"	1	7	0
"ENSG00000289963"	1	4	0
"ENSG00000289964"	1	0	0
"ENSG00000289965"	4	5	0
"ENSG00000289966"	36	6	17
"ENSG00000289967"	0	0	0
"ENSG00000289968"	0	0	5
"ENSG00000289969"	0	0	0
"ENSG00000289970"	57	7	9
"ENSG00000289971"	8	16	3
"ENSG00000289972"	105	5	73
"ENSG00000289973"	0	3	1
"ENSG00000289974"	0	0	0
"ENSG00000289975"	62	49	21
"ENSG00000289976"	0	2	1
"ENSG00000289977"	0	10	0
"ENSG00000289978"	0	7	0
"ENSG00000289979"	28	7	17
"ENSG00000289980"	0	11	0
"ENSG00000289981"	10	10	12
"ENSG00000289982"	42	12	4
"ENSG00000289983"	0	9	0
"ENSG00000289984"	12	10	5
"ENSG00000289985"	39	10	14
"ENSG00000289986"	23	9	2
"ENSG00000289987"	15	4	0
"ENSG00000289988"	0	1	1
"ENSG00000289989"	12	2	7
"ENSG00000289990"	26	2	12
"ENSG00000289991"	0	1	0
"ENSG00000289992"	2	2	0
"ENSG00000289993"	1	1	3
"ENSG00000289994"	3	2	1
"ENSG00000289995"	0	8	7
"ENSG00000289996"	0	1	0
"ENSG00000289997"	39	7	13
"ENSG00000289998"	1	0	0
"ENSG00000289999"	0	0	21
"ENSG00000290000"	0	13	0
"ENSG00000290001"	2	5	0
"ENSG00000290002"	16	4	1
"ENSG00000290003"	2	0	17
"ENSG00000290004"	0	0	0
"ENSG00000290005"	0	1	0
"ENSG00000290006"	0	0	0
"ENSG00000290007"	0	4	0
"ENSG00000290008"	21	4	10
"ENSG00000290009"	11	10	12
"ENSG00000290010"	0	0	0
"ENSG00000290011"	5	1	0
"ENSG00000290012"	9	9	18
"ENSG00000290013"	0	1	0
"ENSG00000290014"	0	0	0
"ENSG00000290015"	8	1	4
"ENSG00000290016"	0	0	0
"ENSG00000290017"	17	82	10
"ENSG00000290018"	27	12	156
"ENSG00000290019"	10	6	1
"ENSG00000290020"	3	0	0
"ENSG00000290021"	90	12	39
"ENSG00000290022"	1	2	4
"ENSG00000290023"	38	10	12
"ENSG00000290024"	6	5	4
"ENSG00000290025"	10	9	2
"ENSG00000290026"	32	13	27
"ENSG00000290027"	0	1	0
"ENSG00000290028"	2	2	4
"ENSG00000290029"	0	1	0
"ENSG00000290030"	1	1	0
"ENSG00000290031"	2	0	0
"ENSG00000290032"	173	61	265
"ENSG00000290033"	121	2	38
"ENSG00000290034"	1	27	6
"ENSG00000290035"	0	0	0
"ENSG00000290036"	2	6	2
"ENSG00000290037"	0	0	0
"ENSG00000290038"	0	0	0
"ENSG00000290039"	89	8	29
"ENSG00000290040"	44	9	27
"ENSG00000290041"	119	25	110
"ENSG00000290042"	1	8	0
"ENSG00000290043"	4	17	22
"ENSG00000290044"	25	5	6
"ENSG00000290045"	4	2	0
"ENSG00000290046"	14	7	2
"ENSG00000290047"	43	20	10
"ENSG00000290048"	19	5	30
"ENSG00000290049"	22	6	5
"ENSG00000290050"	0	0	0
"ENSG00000290051"	35	7	3
"ENSG00000290052"	2	1	10
"ENSG00000290053"	23	23	0
"ENSG00000290054"	0	1	0
"ENSG00000290055"	19	5	3
"ENSG00000290056"	1	4	0
"ENSG00000290057"	101	24	15
"ENSG00000290058"	38	3	18
"ENSG00000290059"	0	0	0
"ENSG00000290060"	0	6	0
"ENSG00000290061"	3	13	1
"ENSG00000290062"	1	1	1
"ENSG00000290063"	0	0	0
"ENSG00000290064"	5	4	1
"ENSG00000290065"	78	16	6
"ENSG00000290066"	6	2	9
"ENSG00000290067"	3	7	3
"ENSG00000290068"	68	2	0
"ENSG00000290069"	4	5	2
"ENSG00000290070"	2	0	10
"ENSG00000290071"	6	7	6
"ENSG00000290072"	124	13	3
"ENSG00000290073"	9	14	20
"ENSG00000290074"	125	16	18
"ENSG00000290075"	0	0	4
"ENSG00000290076"	71	16	161
"ENSG00000290077"	5	8	2
"ENSG00000290078"	0	1	0
"ENSG00000290079"	6	4	0
"ENSG00000290080"	14	0	2
"ENSG00000290081"	0	2	0
"ENSG00000290082"	4	2	40
"ENSG00000290083"	17	7	2
"ENSG00000290084"	11	2	0
"ENSG00000290085"	111	20	74
"ENSG00000290086"	10	4	6
"ENSG00000290087"	0	0	0
"ENSG00000290088"	0	1	0
"ENSG00000290089"	3	2	10
"ENSG00000290090"	15	2	8
"ENSG00000290091"	54	15	21
"ENSG00000290092"	0	0	0
"ENSG00000290093"	9	7	1
"ENSG00000290094"	0	1	0
"ENSG00000290095"	14	1	3
"ENSG00000290096"	12	6	9
"ENSG00000290097"	0	3	0
"ENSG00000290098"	4	5	20
"ENSG00000290099"	1	0	0
"ENSG00000290100"	88	21	119
"ENSG00000290101"	0	0	1
"ENSG00000290102"	0	1	0
"ENSG00000290103"	0	2	0
"ENSG00000290104"	0	0	0
"ENSG00000290105"	3	2	7
"ENSG00000290106"	4	2	0
"ENSG00000290107"	3	1	4
"ENSG00000290108"	13	2	0
"ENSG00000290109"	0	1	0
"ENSG00000290110"	40	6	3
"ENSG00000290111"	4	3	9
"ENSG00000290112"	0	0	0
"ENSG00000290113"	0	0	0
"ENSG00000290114"	26	2	16
"ENSG00000290115"	5	4	0
"ENSG00000290116"	6	3	2
"ENSG00000290117"	174	29	9
"ENSG00000290118"	1	0	0
"ENSG00000290119"	4	5	8
"ENSG00000290121"	21	3	85
"ENSG00000290122"	7	1	4
"ENSG00000290123"	0	3	0
"ENSG00000290124"	2	1	17
"ENSG00000290125"	0	0	1
"ENSG00000290126"	116	42	12
"ENSG00000290127"	22	2	4
"ENSG00000290146"	21	12	18
"ENSG00000290147"	0	0	0
"ENSG00000290149"	0	0	0
"ENSG00000290162"	0	2	1
"ENSG00000290163"	2	0	1
"ENSG00000290164"	0	1	1
"ENSG00000290165"	8	1	2
"ENSG00000290166"	2	2	9
"ENSG00000290180"	0	0	0
"ENSG00000290183"	0	0	0
"ENSG00000290184"	0	0	0
"ENSG00000290192"	4	0	8
"ENSG00000290193"	0	0	0
"ENSG00000290199"	9	4	17
"ENSG00000290203"	1	2	0
"ENSG00000290204"	0	0	0
"ENSG00000290217"	0	0	0
"ENSG00000290226"	0	0	0
"ENSG00000290230"	0	0	0
"ENSG00000290234"	0	7	0
"ENSG00000290241"	0	11	1
"ENSG00000290242"	1	11	0
"ENSG00000290263"	1	2	1
"ENSG00000290285"	0	0	0
"ENSG00000290292"	101	42	521
"ENSG00000290315"	0	0	0
"ENSG00000290316"	0	0	0
"ENSG00000290317"	0	0	0
"ENSG00000290318"	32	4	6
"ENSG00000290319"	2	4	0
"ENSG00000290320"	0	0	0
"ENSG00000290323"	0	3	0
"ENSG00000290326"	4	5	0
"ENSG00000290330"	0	0	0
"ENSG00000290332"	0	1	0
"ENSG00000290335"	0	0	0
"ENSG00000290336"	0	0	0
"ENSG00000290338"	0	1	0
"ENSG00000290342"	0	0	0
"ENSG00000290344"	0	0	0
"ENSG00000290346"	0	0	0
"ENSG00000290347"	0	0	0
"ENSG00000290348"	0	0	0
"ENSG00000290354"	0	0	0
"ENSG00000290355"	3	2	20
"ENSG00000290357"	0	1	1
"ENSG00000290359"	0	0	0
"ENSG00000290363"	0	0	0
"ENSG00000290366"	3	8	0
"ENSG00000290368"	0	0	0
"ENSG00000290369"	0	0	0
"ENSG00000290373"	0	0	0
"ENSG00000290374"	35	1	74
"ENSG00000290376"	21	1	23
"ENSG00000290377"	0	0	0
"ENSG00000290378"	0	0	0
"ENSG00000290381"	0	0	0
"ENSG00000290382"	8	2	17
"ENSG00000290383"	0	0	0
"ENSG00000290384"	0	0	0
"ENSG00000290385"	5	33	56
"ENSG00000290386"	0	1	2
"ENSG00000290387"	0	8	2
"ENSG00000290388"	0	1	0
"ENSG00000290390"	0	0	0
"ENSG00000290391"	0	0	0
"ENSG00000290393"	7	1	0
"ENSG00000290394"	35	15	217
"ENSG00000290395"	3	1	14
"ENSG00000290397"	10	7	20
"ENSG00000290398"	0	0	0
"ENSG00000290399"	104	17	156
"ENSG00000290400"	2	3	0
"ENSG00000290401"	0	0	0
"ENSG00000290402"	0	0	0
"ENSG00000290404"	50	24	0
"ENSG00000290405"	0	0	0
"ENSG00000290407"	0	0	0
"ENSG00000290408"	0	0	0
"ENSG00000290409"	0	0	0
"ENSG00000290410"	0	0	0
"ENSG00000290411"	0	1	0
"ENSG00000290412"	0	1	0
"ENSG00000290413"	0	0	0
"ENSG00000290414"	0	1	2
"ENSG00000290415"	0	0	0
"ENSG00000290416"	0	0	0
"ENSG00000290417"	0	0	0
"ENSG00000290418"	5	2	1
"ENSG00000290419"	0	0	0
"ENSG00000290420"	0	0	0
"ENSG00000290421"	6	7	0
"ENSG00000290422"	0	22	0
"ENSG00000290423"	2	10	0
"ENSG00000290424"	0	2	3
"ENSG00000290425"	18	19	141
"ENSG00000290426"	0	0	0
"ENSG00000290427"	0	4	0
"ENSG00000290429"	59	182	1
"ENSG00000290430"	0	0	0
"ENSG00000290434"	0	3	0
"ENSG00000290435"	0	0	0
"ENSG00000290437"	0	0	0
"ENSG00000290438"	0	0	0
"ENSG00000290439"	23	4	7
"ENSG00000290440"	0	0	0
"ENSG00000290441"	1	0	0
"ENSG00000290444"	0	5	0
"ENSG00000290445"	6	10	2
"ENSG00000290448"	0	0	0
"ENSG00000290449"	0	0	0
"ENSG00000290450"	49	16	180
"ENSG00000290453"	49	10	109
"ENSG00000290454"	0	0	0
"ENSG00000290455"	0	1	9
"ENSG00000290456"	0	0	0
"ENSG00000290457"	6	2	11
"ENSG00000290458"	0	0	0
"ENSG00000290460"	45	14	14
"ENSG00000290461"	5	0	0
"ENSG00000290462"	0	0	0
"ENSG00000290463"	0	0	0
"ENSG00000290464"	39	8	35
"ENSG00000290466"	0	4	1
"ENSG00000290469"	0	1	0
"ENSG00000290474"	23	14	22
"ENSG00000290475"	1	3	0
"ENSG00000290476"	39	7	17
"ENSG00000290478"	0	2	0
"ENSG00000290479"	0	3	0
"ENSG00000290482"	0	0	0
"ENSG00000290484"	6	0	0
"ENSG00000290490"	1	26	0
"ENSG00000290492"	0	2	0
"ENSG00000290496"	0	6	0
"ENSG00000290498"	0	1	0
"ENSG00000290503"	0	0	0
"ENSG00000290507"	0	0	0
"ENSG00000290510"	0	2	0
"ENSG00000290514"	1	0	0
"ENSG00000290520"	0	0	0
"ENSG00000290522"	0	0	0
"ENSG00000290523"	0	3	0
"ENSG00000290524"	0	1	0
"ENSG00000290525"	0	0	0
"ENSG00000290529"	15	1	0
"ENSG00000290530"	1	2	0
"ENSG00000290531"	1	0	5
"ENSG00000290535"	58	71	106
"ENSG00000290536"	0	0	0
"ENSG00000290537"	97	32	65
"ENSG00000290538"	1	3	6
"ENSG00000290541"	0	0	0
"ENSG00000290544"	1	2	0
"ENSG00000290545"	0	0	0
"ENSG00000290546"	0	0	0
"ENSG00000290547"	0	1	0
"ENSG00000290548"	105	21	180
"ENSG00000290549"	1	0	9
"ENSG00000290550"	0	0	0
"ENSG00000290551"	2	5	2
"ENSG00000290552"	0	0	0
"ENSG00000290553"	0	0	0
"ENSG00000290554"	12	24	55
"ENSG00000290555"	247	29	407
"ENSG00000290556"	15	10	4
"ENSG00000290557"	0	0	0
"ENSG00000290558"	0	0	0
"ENSG00000290559"	7	0	9
"ENSG00000290560"	0	1	0
"ENSG00000290561"	0	0	0
"ENSG00000290562"	0	0	0
"ENSG00000290563"	0	5	2
"ENSG00000290564"	0	1	0
"ENSG00000290565"	0	0	0
"ENSG00000290567"	12	12	10
"ENSG00000290568"	0	0	0
"ENSG00000290569"	14	8	23
"ENSG00000290571"	9	22	22
"ENSG00000290573"	0	0	0
"ENSG00000290574"	0	10	1
"ENSG00000290575"	0	0	0
"ENSG00000290576"	0	3	4
"ENSG00000290577"	0	0	0
"ENSG00000290578"	98	4	94
"ENSG00000290579"	0	0	4
"ENSG00000290580"	0	0	0
"ENSG00000290581"	0	0	0
"ENSG00000290584"	0	0	0
"ENSG00000290585"	0	1	0
"ENSG00000290586"	0	2	20
"ENSG00000290587"	0	0	0
"ENSG00000290588"	0	2	0
"ENSG00000290589"	0	1	1
"ENSG00000290590"	13	2	12
"ENSG00000290592"	0	2	0
"ENSG00000290593"	0	0	2
"ENSG00000290594"	12	3	2
"ENSG00000290595"	0	0	0
"ENSG00000290596"	22	5	2
"ENSG00000290597"	0	1	3
"ENSG00000290598"	0	8	0
"ENSG00000290599"	0	1	0
"ENSG00000290600"	18	10	127
"ENSG00000290601"	0	1	0
"ENSG00000290602"	0	0	1
"ENSG00000290603"	8	10	1
"ENSG00000290604"	0	0	0
"ENSG00000290605"	0	0	0
"ENSG00000290606"	0	0	0
"ENSG00000290607"	1	1	0
"ENSG00000290608"	0	1	0
"ENSG00000290609"	0	0	0
"ENSG00000290610"	0	0	0
"ENSG00000290611"	2	9	6
"ENSG00000290612"	0	1	0
"ENSG00000290613"	2	2	12
"ENSG00000290614"	0	0	0
"ENSG00000290615"	0	0	2
"ENSG00000290616"	2	1	21
"ENSG00000290618"	1	5	0
"ENSG00000290620"	0	0	0
"ENSG00000290641"	0	1	0
"ENSG00000290642"	0	3	2
"ENSG00000290643"	0	0	0
"ENSG00000290644"	197	92	1189
"ENSG00000290645"	12	4	0
"ENSG00000290646"	0	0	0
"ENSG00000290647"	1	0	3
"ENSG00000290648"	0	0	0
"ENSG00000290649"	0	0	1
"ENSG00000290650"	0	1	3
"ENSG00000290651"	1	2	0
"ENSG00000290652"	1	0	0
"ENSG00000290653"	10	15	10
"ENSG00000290654"	0	6	0
"ENSG00000290655"	1	5	0
"ENSG00000290656"	0	0	0
"ENSG00000290657"	0	1	0
"ENSG00000290658"	0	0	0
"ENSG00000290659"	0	1	0
"ENSG00000290660"	0	1	0
"ENSG00000290662"	0	1	2
"ENSG00000290663"	0	0	0
"ENSG00000290664"	0	0	0
"ENSG00000290665"	0	0	0
"ENSG00000290666"	1	0	0
"ENSG00000290667"	0	0	3
"ENSG00000290668"	0	0	0
"ENSG00000290669"	0	0	0
"ENSG00000290670"	7	4	0
"ENSG00000290671"	73	7	11
"ENSG00000290672"	0	0	0
"ENSG00000290673"	0	2	1
"ENSG00000290674"	1	22	29
"ENSG00000290675"	0	0	0
"ENSG00000290676"	0	0	0
"ENSG00000290677"	12	2	10
"ENSG00000290678"	0	0	0
"ENSG00000290679"	0	0	0
"ENSG00000290680"	0	1	7
"ENSG00000290682"	242	37	213
"ENSG00000290683"	53	12	160
"ENSG00000290684"	0	0	0
"ENSG00000290685"	0	0	0
"ENSG00000290686"	0	0	0
"ENSG00000290687"	77	14	107
"ENSG00000290688"	10	1	2
"ENSG00000290689"	9	10	62
"ENSG00000290690"	7	18	123
"ENSG00000290691"	0	0	0
"ENSG00000290692"	0	1	0
"ENSG00000290693"	0	0	0
"ENSG00000290694"	0	0	0
"ENSG00000290695"	17	4	0
"ENSG00000290696"	25	6	70
"ENSG00000290697"	2	11	11
"ENSG00000290698"	0	0	0
"ENSG00000290699"	0	0	0
"ENSG00000290700"	5	4	0
"ENSG00000290701"	0	0	0
"ENSG00000290702"	0	1	0
"ENSG00000290703"	0	2	0
"ENSG00000290704"	0	1	0
"ENSG00000290705"	40	25	12
"ENSG00000290706"	62	123	23
"ENSG00000290707"	0	0	0
"ENSG00000290708"	0	0	0
"ENSG00000290710"	3	15	1
"ENSG00000290711"	0	0	0
"ENSG00000290712"	6	0	38
"ENSG00000290713"	0	0	0
"ENSG00000290714"	0	0	0
"ENSG00000290715"	0	0	0
"ENSG00000290716"	0	0	0
"ENSG00000290717"	0	0	0
"ENSG00000290718"	0	4	0
"ENSG00000290719"	0	0	0
"ENSG00000290720"	281	19	280
"ENSG00000290721"	3	5	8
"ENSG00000290722"	0	2	0
"ENSG00000290723"	0	0	0
"ENSG00000290724"	0	0	0
"ENSG00000290725"	0	0	0
"ENSG00000290726"	0	0	0
"ENSG00000290727"	14	14	3
"ENSG00000290728"	2	6	136
"ENSG00000290729"	3	8	0
"ENSG00000290730"	0	1	0
"ENSG00000290731"	0	3	2
"ENSG00000290732"	0	0	0
"ENSG00000290733"	0	0	1
"ENSG00000290734"	0	0	0
"ENSG00000290735"	3	9	0
"ENSG00000290736"	0	0	0
"ENSG00000290737"	20	8	49
"ENSG00000290738"	2	2	30
"ENSG00000290739"	0	1	0
"ENSG00000290740"	3	3	0
"ENSG00000290741"	1	0	0
"ENSG00000290742"	1	16	2
"ENSG00000290743"	0	0	0
"ENSG00000290744"	0	0	0
"ENSG00000290745"	0	0	0
"ENSG00000290746"	77	14	72
"ENSG00000290747"	0	0	0
"ENSG00000290748"	0	0	0
"ENSG00000290749"	0	0	0
"ENSG00000290751"	0	7	0
"ENSG00000290752"	0	2	0
"ENSG00000290753"	0	0	0
"ENSG00000290754"	0	30	0
"ENSG00000290755"	0	0	0
"ENSG00000290756"	0	0	0
"ENSG00000290757"	0	0	0
"ENSG00000290758"	113	110	307
"ENSG00000290759"	0	1	0
"ENSG00000290760"	9	2	24
"ENSG00000290761"	0	0	0
"ENSG00000290762"	106	33	117
"ENSG00000290763"	152	55	194
"ENSG00000290764"	0	6	0
"ENSG00000290765"	1	6	1
"ENSG00000290766"	0	0	0
"ENSG00000290767"	8	10	18
"ENSG00000290768"	0	0	0
"ENSG00000290769"	0	6	4
"ENSG00000290770"	385	81	1153
"ENSG00000290771"	0	0	0
"ENSG00000290772"	0	0	0
"ENSG00000290773"	0	0	0
"ENSG00000290774"	0	1	0
"ENSG00000290775"	0	2	1
"ENSG00000290776"	0	1	0
"ENSG00000290777"	0	3	0
"ENSG00000290778"	38	1	10
"ENSG00000290779"	0	1	0
"ENSG00000290780"	0	0	0
"ENSG00000290781"	0	2	0
"ENSG00000290782"	57	31	15
"ENSG00000290783"	137	1	6
"ENSG00000290784"	1	1	6
"ENSG00000290785"	0	0	0
"ENSG00000290786"	0	0	0
"ENSG00000290787"	3	0	7
"ENSG00000290788"	1	1	0
"ENSG00000290789"	15	19	0
"ENSG00000290790"	1	7	0
"ENSG00000290791"	47	18	57
"ENSG00000290792"	201	166	291
"ENSG00000290793"	56	12	37
"ENSG00000290794"	2	7	3
"ENSG00000290795"	57	59	0
"ENSG00000290796"	47	0	88
"ENSG00000290797"	0	0	0
"ENSG00000290798"	0	4	0
"ENSG00000290799"	0	1	0
"ENSG00000290800"	0	0	0
"ENSG00000290801"	0	0	0
"ENSG00000290802"	0	0	0
"ENSG00000290803"	2	3	0
"ENSG00000290804"	0	0	0
"ENSG00000290805"	0	5	0
"ENSG00000290806"	0	2	0
"ENSG00000290807"	7	3	1
"ENSG00000290808"	7	4	1
"ENSG00000290809"	0	2	4
"ENSG00000290810"	4	1	1
"ENSG00000290811"	0	6	0
"ENSG00000290812"	186	131	70
"ENSG00000290813"	0	0	0
"ENSG00000290814"	0	1	0
"ENSG00000290815"	0	0	0
"ENSG00000290816"	0	2	5
"ENSG00000290817"	16	25	24
"ENSG00000290818"	0	0	1
"ENSG00000290819"	1	1	0
"ENSG00000290820"	0	0	0
"ENSG00000290821"	2	8	0
"ENSG00000290822"	0	0	0
"ENSG00000290823"	20	11	133
"ENSG00000290824"	0	2	1
"ENSG00000290825"	0	16	78
"ENSG00000290826"	1	1	1
"ENSG00000290827"	32	59	8
"ENSG00000290828"	0	0	0
"ENSG00000290829"	0	1	1
"ENSG00000290830"	2	0	3
"ENSG00000290831"	0	4	13
"ENSG00000290832"	21	15	86
"ENSG00000290833"	51	18	90
"ENSG00000290834"	1	0	0
"ENSG00000290835"	176	33	182
"ENSG00000290836"	0	2	0
"ENSG00000290837"	12	10	2
"ENSG00000290838"	0	0	0
"ENSG00000290839"	1	4	4
"ENSG00000290840"	1	0	0
"ENSG00000290841"	49	6	5
"ENSG00000290842"	146	114	251
"ENSG00000290843"	0	1	0
"ENSG00000290844"	0	0	0
"ENSG00000290845"	0	0	0
"ENSG00000290846"	19	4	60
"ENSG00000290847"	0	0	0
"ENSG00000290848"	5	4	4
"ENSG00000290849"	0	0	0
"ENSG00000290850"	0	0	0
"ENSG00000290851"	0	8	5
"ENSG00000290852"	5	1	0
"ENSG00000290853"	1	3	1
"ENSG00000290854"	53	16	197
"ENSG00000290855"	0	0	0
"ENSG00000290856"	0	0	0
"ENSG00000290857"	0	0	0
"ENSG00000290858"	8	2	3
"ENSG00000290859"	0	0	0
"ENSG00000290860"	12	5	40
"ENSG00000290861"	2	4	0
"ENSG00000290862"	4	4	26
"ENSG00000290863"	11	18	3
"ENSG00000290864"	57	2	30
"ENSG00000290865"	90	23	152
"ENSG00000290866"	0	4	1
"ENSG00000290867"	58	35	83
"ENSG00000290868"	0	0	0
"ENSG00000290869"	0	0	0
"ENSG00000290870"	2	22	2
"ENSG00000290871"	0	5	88
"ENSG00000290873"	415	70	278
"ENSG00000290874"	0	0	1
"ENSG00000290875"	0	0	8
"ENSG00000290876"	4	3	8
"ENSG00000290877"	9	33	33
"ENSG00000290878"	0	0	0
"ENSG00000290879"	39	18	78
"ENSG00000290880"	0	0	0
"ENSG00000290881"	0	0	0
"ENSG00000290882"	0	0	0
"ENSG00000290883"	3	0	3
"ENSG00000290884"	3	1	6
"ENSG00000290885"	0	4	1
"ENSG00000290886"	2	0	4
"ENSG00000290887"	3	0	0
"ENSG00000290888"	0	1	5
"ENSG00000290889"	0	0	0
"ENSG00000290890"	34	3	24
"ENSG00000290891"	4	15	12
"ENSG00000290892"	0	0	1
"ENSG00000290893"	0	3	0
"ENSG00000290894"	16	10	5
"ENSG00000290895"	12	2	1
"ENSG00000290896"	0	0	0
"ENSG00000290897"	0	0	0
"ENSG00000290898"	0	0	0
"ENSG00000290899"	0	0	0
"ENSG00000290900"	0	0	0
"ENSG00000290901"	0	2	0
"ENSG00000290902"	0	1	0
"ENSG00000290903"	0	5	1
"ENSG00000290904"	0	5	0
"ENSG00000290905"	0	21	0
"ENSG00000290906"	0	12	0
"ENSG00000290907"	0	1	0
"ENSG00000290908"	0	0	3
"ENSG00000290909"	0	0	0
"ENSG00000290910"	2	2	0
"ENSG00000290911"	3	34	1
"ENSG00000290912"	1	6	21
"ENSG00000290913"	0	0	0
"ENSG00000290914"	5	0	0
"ENSG00000290915"	3463	270	0
"ENSG00000290916"	0	1	2
"ENSG00000290917"	0	0	1
"ENSG00000290919"	0	0	18
"ENSG00000290920"	1	0	0
"ENSG00000290921"	114	40	125
"ENSG00000290922"	0	0	0
"ENSG00000290923"	87	15	230
"ENSG00000290924"	4	1	13
"ENSG00000290925"	2	4	0
