"geneId"	"seqnames"	"start"	"end"	"width"	"strand"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"transcriptId"	"distanceToTSS"	"external_gene_name"	"annotation_short"
"666"	"ENSG00000165782"	"14"	20461282	20461538	257	"*"	"KOS_4h_peak_365"	123	"."	8.99712	17.63181	12.36757	100	"Promoter (<=1kb)"	14	20457681	20461434	3754	2	"ENST00000250489"	0	"PIP4P1"	"Promoter (<=1kb)"
"667"	"ENSG00000165802"	"9"	137459295	137459367	73	"*"	"KOS_4h_peak_1474"	32	"."	5.17671	7.76745	3.29443	28	"Promoter (<=1kb)"	9	137447570	137459334	11765	2	"ENST00000371475"	0	"NSMF"	"Promoter (<=1kb)"
"668"	"ENSG00000165804"	"14"	21104142	21104243	102	"*"	"KOS_4h_peak_369"	17	"."	3.9985	5.86251	1.70983	5	"Promoter (<=1kb)"	14	21101704	21104216	2513	2	"ENST00000624093"	0	"ZNF219"	"Promoter (<=1kb)"
"669"	"ENSG00000165953"	"14"	94519721	94519847	127	"*"	"KOS_4h_peak_399"	51	"."	6.73126	9.88829	5.18506	105	"Promoter (1-2kb)"	14	94487283	94517844	30562	2	"ENST00000341228"	-1877	"SERPINA12"	"Promoter (1-2kb)"
"670"	"ENSG00000166012"	"11"	93740984	93741067	84	"*"	"KOS_4h_peak_261"	77	"."	7.78738	12.63686	7.70095	36	"Promoter (<=1kb)"	11	93737156	93741476	4321	2	"ENST00000532235"	409	"TAF1D"	"Promoter (<=1kb)"
"671"	"ENSG00000166105"	"11"	134308114	134308273	160	"*"	"KOS_4h_peak_274"	316	"."	17.99596	37.97934	31.60175	123	"Promoter (<=1kb)"	11	134307192	134319284	12093	1	"ENST00000455971"	922	"GLB1L3"	"Promoter (<=1kb)"
"672"	"ENSG00000166105"	"11"	134308532	134308662	131	"*"	"KOS_4h_peak_276"	59	"."	6.42651	10.78055	5.99391	50	"Promoter (1-2kb)"	11	134309704	134314447	4744	1	"ENST00000410100"	-1042	"GLB1L3"	"Promoter (1-2kb)"
"673"	"ENSG00000166105"	"11"	134308340	134308471	132	"*"	"KOS_4h_peak_275"	81	"."	6.66417	13.18645	8.19989	67	"Promoter (1-2kb)"	11	134307192	134319284	12093	1	"ENST00000455971"	1148	"GLB1L3"	"Promoter (1-2kb)"
"674"	"ENSG00000166145"	"15"	40857745	40857855	111	"*"	"KOS_4h_peak_422"	16	"."	4.28434	5.83183	1.69221	42	"Promoter (1-2kb)"	15	40855801	40856899	1099	1	"ENST00000568200"	1944	"SPINT1"	"Promoter (1-2kb)"
"675"	"ENSG00000166224"	"10"	70815854	70815914	61	"*"	"KOS_4h_peak_177"	50	"."	6.4269	9.76996	5.08221	51	"Promoter (<=1kb)"	10	70815905	70877796	61892	1	"ENST00000697924"	0	"SGPL1"	"Promoter (<=1kb)"
"676"	"ENSG00000166337"	"11"	6612331	6612417	87	"*"	"KOS_4h_peak_220"	73	"."	6.82319	12.20983	7.30217	47	"Promoter (<=1kb)"	11	6606294	6612216	5923	2	"ENST00000299424"	-115	"TAF10"	"Promoter (<=1kb)"
"677"	"ENSG00000166402"	"11"	8019877	8019928	52	"*"	"KOS_4h_peak_221"	31	"."	5.21338	7.54303	3.11262	14	"Promoter (<=1kb)"	11	8019244	8101780	82537	1	"ENST00000534099"	633	"TUB"	"Promoter (<=1kb)"
"678"	"ENSG00000166477"	"15"	51971551	51971652	102	"*"	"KOS_4h_peak_429"	24	"."	4.71278	6.75286	2.42901	70	"Promoter (<=1kb)"	15	51938027	51971776	33750	2	"ENST00000315141"	124	"LEO1"	"Promoter (<=1kb)"
"679"	"ENSG00000166479"	"18"	68715063	68715153	91	"*"	"KOS_4h_peak_718"	17	"."	3.9985	5.86251	1.70983	61	"Promoter (<=1kb)"	18	68673688	68715108	41421	2	"ENST00000299608"	0	"TMX3"	"Promoter (<=1kb)"
"680"	"ENSG00000166573"	"18"	77252763	77252814	52	"*"	"KOS_4h_peak_719"	27	"."	5.26215	7.0758	2.71293	6	"Promoter (<=1kb)"	18	77253740	77256217	2478	1	"ENST00000582943"	-926	"GALR1"	"Promoter (<=1kb)"
"682"	"ENSG00000166573"	"18"	77252919	77253056	138	"*"	"KOS_4h_peak_720"	426	"."	12.39444	49.86475	42.69783	94	"Promoter (<=1kb)"	18	77253740	77256217	2478	1	"ENST00000582943"	-684	"GALR1"	"Promoter (<=1kb)"
"684"	"ENSG00000166685"	"17"	73193080	73193230	151	"*"	"KOS_4h_peak_646"	50	"."	5.99808	9.72704	5.04225	140	"Promoter (<=1kb)"	17	73193093	73197081	3989	1	"ENST00000582587"	0	"COG1"	"Promoter (<=1kb)"
"685"	"ENSG00000166860"	"12"	57006375	57006593	219	"*"	"KOS_4h_peak_305"	90	"."	7.71181	14.10095	9.05311	112	"Promoter (<=1kb)"	12	56998836	57006546	7711	2	"ENST00000300101"	0	"ZBTB39"	"Promoter (<=1kb)"
"687"	"ENSG00000167081"	"9"	125747237	125747560	324	"*"	"KOS_4h_peak_1438"	146	"."	9.85398	20.08791	14.6743	174	"Promoter (<=1kb)"	9	125747345	125967377	220033	1	"ENST00000342287"	0	"PBX3"	"Promoter (<=1kb)"
"689"	"ENSG00000167136"	"9"	128818522	128818577	56	"*"	"KOS_4h_peak_1444"	71	"."	7.22798	12.08064	7.18712	41	"Promoter (<=1kb)"	9	128818500	128822676	4177	1	"ENST00000372642"	22	"ENDOG"	"Promoter (<=1kb)"
"690"	"ENSG00000167178"	"15"	74129637	74129688	52	"*"	"KOS_4h_peak_437"	29	"."	5.39879	7.4023	2.9958	23	"Promoter (<=1kb)"	15	74129646	74130028	383	1	"ENST00000565068"	0	"ISLR2"	"Promoter (<=1kb)"
"692"	"ENSG00000167280"	"17"	79074825	79074908	84	"*"	"KOS_4h_peak_659"	41	"."	5.56964	8.70312	4.11695	78	"Promoter (<=1kb)"	17	79074824	79088599	13776	1	"ENST00000579016"	1	"ENGASE"	"Promoter (<=1kb)"
"694"	"ENSG00000167460"	"19"	16076379	16076450	72	"*"	"KOS_4h_peak_756"	36	"."	5.42002	8.15463	3.64797	24	"Promoter (<=1kb)"	19	16076439	16102948	26510	1	"ENST00000645471"	0	"TPM4"	"Promoter (<=1kb)"
"695"	"ENSG00000167470"	"19"	1251533	1251661	129	"*"	"KOS_4h_peak_732"	69	"."	6.85495	11.86177	6.98135	84	"Promoter (<=1kb)"	19	1251261	1254237	2977	1	"ENST00000591302"	272	"MIDN"	"Promoter (<=1kb)"
"696"	"ENSG00000167523"	"16"	89658027	89658091	65	"*"	"KOS_4h_peak_546"	32	"."	5.17671	7.76745	3.29443	24	"Promoter (<=1kb)"	16	89658047	89670456	12410	1	"ENST00000611218"	0	"SPATA33"	"Promoter (<=1kb)"
"697"	"ENSG00000167525"	"17"	28711098	28711149	52	"*"	"KOS_4h_peak_574"	39	"."	5.92844	8.46198	3.92272	4	"Promoter (<=1kb)"	17	28704531	28711091	6561	2	"ENST00000578097"	-7	"PROCA1"	"Promoter (<=1kb)"
"698"	"ENSG00000167552"	"12"	49188936	49189002	67	"*"	"KOS_4h_peak_296"	22	"."	4.73944	6.543	2.27401	29	"Promoter (<=1kb)"	12	49186016	49188983	2968	2	"ENST00000548363"	0	"TUBA1A"	"Promoter (<=1kb)"
"699"	"ENSG00000167553"	"12"	49265523	49265591	69	"*"	"KOS_4h_peak_298"	56	"."	6.80621	10.39465	5.6463	24	"Promoter (<=1kb)"	12	49265082	49274600	9519	1	"ENST00000301072"	441	"TUBA1C"	"Promoter (<=1kb)"
"700"	"ENSG00000167553"	"12"	49265078	49265299	222	"*"	"KOS_4h_peak_297"	79	"."	7.28338	12.96905	7.99772	32	"Promoter (<=1kb)"	12	49265081	49270196	5116	1	"ENST00000549183"	0	"TUBA1C"	"Promoter (<=1kb)"
"701"	"ENSG00000167554"	"19"	52336831	52336908	78	"*"	"KOS_4h_peak_797"	27	"."	5.2071	7.08212	2.71632	10	"Promoter (<=1kb)"	19	52336362	52348212	11851	1	"ENST00000594919"	469	"ZNF610"	"Promoter (<=1kb)"
"702"	"ENSG00000167614"	"19"	54413829	54414165	337	"*"	"KOS_4h_peak_799"	196	"."	10.32947	25.41663	19.69407	296	"Promoter (1-2kb)"	19	54415219	54422255	7037	1	"ENST00000423529"	-1054	"TTYH1"	"Promoter (1-2kb)"
"703"	"ENSG00000167614"	"19"	54413648	54413775	128	"*"	"KOS_4h_peak_798"	126	"."	10.01235	17.90032	12.61224	23	"Promoter (1-2kb)"	19	54415219	54422255	7037	1	"ENST00000423529"	-1444	"TTYH1"	"Promoter (1-2kb)"
"705"	"ENSG00000167658"	"19"	3984171	3984310	140	"*"	"KOS_4h_peak_738"	17	"."	3.9985	5.86251	1.70983	0	"Promoter (<=1kb)"	19	3983254	3985112	1859	2	"ENST00000600720"	802	"EEF2"	"Promoter (<=1kb)"
"706"	"ENSG00000167695"	"17"	732549	732659	111	"*"	"KOS_4h_peak_549"	72	"."	6.33097	12.18444	7.2774	61	"Promoter (<=1kb)"	17	732584	742841	10258	1	"ENST00000301324"	0	"TLCD3A"	"Promoter (<=1kb)"
"707"	"ENSG00000167740"	"17"	4143784	4143988	205	"*"	"KOS_4h_peak_553"	101	"."	8.14025	15.25614	10.12394	136	"Promoter (<=1kb)"	17	4143702	4187310	43609	1	"ENST00000573984"	82	"CYB5D2"	"Promoter (<=1kb)"
"708"	"ENSG00000168003"	"11"	62856151	62856295	145	"*"	"KOS_4h_peak_235"	48	"."	6.06162	9.49187	4.83832	29	"Promoter (<=1kb)"	11	62856161	62886196	30036	1	"ENST00000681215"	0	"SLC3A2"	"Promoter (<=1kb)"
"709"	"ENSG00000168065"	"11"	64553140	64553255	116	"*"	"KOS_4h_peak_238"	34	"."	3.99821	7.98743	3.49498	32	"Promoter (2-3kb)"	11	64555690	64571527	15838	1	"ENST00000377585"	-2435	"SLC22A11"	"Promoter (2-3kb)"
"710"	"ENSG00000168214"	"4"	26320816	26320888	73	"*"	"KOS_4h_peak_1112"	23	"."	4.91141	6.60056	2.32448	63	"Promoter (<=1kb)"	4	26320807	26431136	110330	1	"ENST00000348160"	9	"RBPJ"	"Promoter (<=1kb)"
"711"	"ENSG00000168309"	"3"	58585535	58585659	125	"*"	"KOS_4h_peak_1049"	50	"."	5.99808	9.72704	5.04225	72	"Promoter (1-2kb)"	3	58565852	58587113	21262	2	"ENST00000447756"	1454	"FAM107A"	"Promoter (1-2kb)"
"712"	"ENSG00000168393"	"2"	241686754	241686857	104	"*"	"KOS_4h_peak_920"	54	"."	6.48089	10.16573	5.43914	64	"Promoter (<=1kb)"	2	241675747	241686815	11069	2	"ENST00000305784"	0	"DTYMK"	"Promoter (<=1kb)"
"713"	"ENSG00000168397"	"2"	241637220	241637271	52	"*"	"KOS_4h_peak_918"	30	"."	4.95432	7.41282	3.00097	44	"Promoter (<=1kb)"	2	241637213	241673854	36642	1	"ENST00000405546"	7	"ATG4B"	"Promoter (<=1kb)"
"714"	"ENSG00000168397"	"2"	241637525	241637690	166	"*"	"KOS_4h_peak_919"	141	"."	10.11917	19.49175	14.12011	59	"Promoter (<=1kb)"	2	241637612	241651966	14355	1	"ENST00000625810"	0	"ATG4B"	"Promoter (<=1kb)"
"717"	"ENSG00000168502"	"18"	8705339	8705434	96	"*"	"KOS_4h_peak_692"	41	"."	5.56964	8.70312	4.11695	78	"Promoter (<=1kb)"	18	8705556	8832778	127223	1	"ENST00000306329"	-122	"MTCL1"	"Promoter (<=1kb)"
"718"	"ENSG00000168505"	"2"	236167176	236167253	78	"*"	"KOS_4h_peak_910"	33	"."	5.64925	7.83259	3.35431	38	"Promoter (<=1kb)"	2	236165734	236167329	1596	2	"ENST00000465889"	76	"GBX2"	"Promoter (<=1kb)"
"719"	"ENSG00000168509"	"1"	146039365	146039531	167	"*"	"KOS_4h_peak_88"	61	"."	5.45232	10.96204	6.16036	79	"Promoter (2-3kb)"	1	146017547	146036746	19200	2	"ENST00000636675"	-2619	"HJV"	"Promoter (2-3kb)"
"720"	"ENSG00000168556"	"4"	183505990	183506090	101	"*"	"KOS_4h_peak_1133"	41	"."	5.60811	8.76486	4.17206	28	"Promoter (<=1kb)"	4	183506082	183510643	4562	1	"ENST00000412117"	0	"ING2"	"Promoter (<=1kb)"
"721"	"ENSG00000168724"	"5"	34929567	34929694	128	"*"	"KOS_4h_peak_1150"	95	"."	8.33095	14.6835	9.59903	28	"Promoter (<=1kb)"	5	34929593	34952853	23261	1	"ENST00000512136"	0	"DNAJC21"	"Promoter (<=1kb)"
"722"	"ENSG00000168883"	"2"	85616356	85616439	84	"*"	"KOS_4h_peak_850"	32	"."	5.45713	7.68369	3.23693	81	"Promoter (<=1kb)"	2	85616290	85645274	28985	1	"ENST00000493829"	66	"USP39"	"Promoter (<=1kb)"
"723"	"ENSG00000168906"	"2"	85539145	85539330	186	"*"	"KOS_4h_peak_849"	245	"."	13.28146	30.59529	24.57685	47	"Promoter (<=1kb)"	2	85539168	85541454	2287	1	"ENST00000465151"	0	"MAT2A"	"Promoter (<=1kb)"
"724"	"ENSG00000168994"	"6"	3752088	3752185	98	"*"	"KOS_4h_peak_1210"	41	"."	5.78238	8.73186	4.1417	27	"Promoter (<=1kb)"	6	3722619	3751713	29095	2	"ENST00000380283"	-375	"PXDC1"	"Promoter (<=1kb)"
"725"	"ENSG00000169045"	"5"	179623052	179623132	81	"*"	"KOS_4h_peak_1193"	59	"."	6.63521	10.75496	5.98463	20	"Promoter (<=1kb)"	5	179614181	179623164	8984	2	"ENST00000510411"	32	"HNRNPH1"	"Promoter (<=1kb)"
"726"	"ENSG00000169045"	"5"	179623545	179623654	110	"*"	"KOS_4h_peak_1194"	55	"."	5.66455	10.24766	5.50938	87	"Promoter (<=1kb)"	5	179622849	179623646	798	2	"ENST00000515446"	0	"HNRNPH1"	"Promoter (<=1kb)"
"727"	"ENSG00000169047"	"2"	226795773	226795836	64	"*"	"KOS_4h_peak_899"	41	"."	5.56964	8.70312	4.11695	40	"Promoter (<=1kb)"	2	226792138	226795246	3109	2	"ENST00000498335"	-527	"IRS1"	"Promoter (<=1kb)"
"728"	"ENSG00000169251"	"3"	161104701	161104804	104	"*"	"KOS_4h_peak_1073"	16	"."	4.28434	5.83183	1.69221	33	"Promoter (<=1kb)"	3	161104696	161233416	128721	1	"ENST00000468606"	5	"NMD3"	"Promoter (<=1kb)"
"729"	"ENSG00000169375"	"15"	75454643	75454806	164	"*"	"KOS_4h_peak_439"	78	"."	7.46045	12.84887	7.89713	134	"Promoter (<=1kb)"	15	75414252	75455026	40775	2	"ENST00000562776"	220	"SIN3A"	"Promoter (<=1kb)"
"730"	"ENSG00000169641"	"1"	23168780	23168842	63	"*"	"KOS_4h_peak_30"	70	"."	6.90229	11.93914	7.04965	40	"Promoter (<=1kb)"	1	23090427	23168817	78391	2	"ENST00000314174"	0	"LUZP1"	"Promoter (<=1kb)"
"731"	"ENSG00000169660"	"17"	82418832	82418895	64	"*"	"KOS_4h_peak_682"	52	"."	6.54855	9.96887	5.26006	19	"Promoter (<=1kb)"	17	82418713	82435740	17028	1	"ENST00000581482"	119	"HEXD"	"Promoter (<=1kb)"
"732"	"ENSG00000169857"	"15"	34038908	34038982	75	"*"	"KOS_4h_peak_419"	32	"."	5.14121	7.7109	3.24218	43	"Promoter (<=1kb)"	15	33866227	34039204	172978	2	"ENST00000306730"	222	"AVEN"	"Promoter (<=1kb)"
"735"	"ENSG00000169992"	"17"	7404666	7404748	83	"*"	"KOS_4h_peak_560"	32	"."	5.14121	7.7109	3.24218	43	"Promoter (<=1kb)"	17	7404874	7418684	13811	1	"ENST00000575301"	-126	"NLGN2"	"Promoter (<=1kb)"
"736"	"ENSG00000170315"	"17"	16381938	16382032	95	"*"	"KOS_4h_peak_567"	32	"."	5.14121	7.7109	3.24218	24	"Promoter (<=1kb)"	17	16381465	16382742	1278	1	"ENST00000614404"	473	"UBB"	"Promoter (<=1kb)"
"737"	"ENSG00000170425"	"17"	15945377	15945437	61	"*"	"KOS_4h_peak_566"	16	"."	4.28434	5.83183	1.69221	13	"Promoter (<=1kb)"	17	15945130	15975746	30617	1	"ENST00000304222"	247	"ADORA2B"	"Promoter (<=1kb)"
"738"	"ENSG00000170502"	"4"	87422908	87422983	76	"*"	"KOS_4h_peak_1123"	16	"."	4.28434	5.83183	1.69221	1	"Promoter (<=1kb)"	4	87422882	87454445	31564	1	"ENST00000502933"	26	"NUDT9"	"Promoter (<=1kb)"
"739"	"ENSG00000170525"	"10"	6202945	6203032	88	"*"	"KOS_4h_peak_150"	101	"."	8.14025	15.25614	10.12394	44	"Promoter (<=1kb)"	10	6202932	6254644	51713	1	"ENST00000640683"	13	"PFKFB3"	"Promoter (<=1kb)"
"741"	"ENSG00000170540"	"16"	18801375	18801569	195	"*"	"KOS_4h_peak_469"	188	"."	11.84859	24.52114	18.8577	138	"Promoter (<=1kb)"	16	18791669	18801549	9881	2	"ENST00000304414"	0	"ARL6IP1"	"Promoter (<=1kb)"
"744"	"ENSG00000170775"	"7"	124765749	124765855	107	"*"	"KOS_4h_peak_1346"	52	"."	6.13124	9.94216	5.23651	40	"Promoter (<=1kb)"	7	124743885	124765792	21908	2	"ENST00000303921"	0	"GPR37"	"Promoter (<=1kb)"
"745"	"ENSG00000171161"	"1"	248838626	248838695	70	"*"	"KOS_4h_peak_146"	41	"."	5.78238	8.73186	4.1417	27	"Promoter (<=1kb)"	1	248838828	248847483	8656	1	"ENST00000428515"	-133	"ZNF672"	"Promoter (<=1kb)"
"746"	"ENSG00000171223"	"19"	12791501	12791609	109	"*"	"KOS_4h_peak_751"	60	"."	6.24786	10.86302	6.07191	24	"Promoter (<=1kb)"	19	12791486	12793315	1830	1	"ENST00000302754"	15	"JUNB"	"Promoter (<=1kb)"
"747"	"ENSG00000171246"	"17"	80476567	80476619	53	"*"	"KOS_4h_peak_664"	37	"."	5.50628	8.2919	3.77474	10	"Promoter (<=1kb)"	17	80466834	80476607	9774	2	"ENST00000306773"	0	"NPTX1"	"Promoter (<=1kb)"
"748"	"ENSG00000171262"	"15"	38454166	38454219	54	"*"	"KOS_4h_peak_420"	32	"."	5.14121	7.7109	3.24218	9	"Promoter (<=1kb)"	15	38454154	38483665	29512	1	"ENST00000491535"	12	"FAM98B"	"Promoter (<=1kb)"
"749"	"ENSG00000171444"	"5"	113294629	113294764	136	"*"	"KOS_4h_peak_1168"	77	"."	7.60953	12.7015	7.75994	45	"Promoter (<=1kb)"	5	113022106	113294938	272833	2	"ENST00000302475"	174	"MCC"	"Promoter (<=1kb)"
"750"	"ENSG00000171466"	"19"	9674996	9675082	87	"*"	"KOS_4h_peak_745"	17	"."	3.9985	5.86251	1.70983	1	"Promoter (<=1kb)"	19	9641808	9675058	33251	2	"ENST00000293648"	0	"ZNF562"	"Promoter (<=1kb)"
"751"	"ENSG00000171467"	"6"	43368934	43369121	188	"*"	"KOS_4h_peak_1248"	63	"."	5.99776	11.20445	6.37681	107	"Promoter (<=1kb)"	6	43311133	43369478	58346	2	"ENST00000605935"	357	"ZNF318"	"Promoter (<=1kb)"
"752"	"ENSG00000171476"	"4"	56655434	56655505	72	"*"	"KOS_4h_peak_1119"	56	"."	6.59493	10.34993	5.60506	28	"Promoter (<=1kb)"	4	56647998	56656304	8307	2	"ENST00000503639"	799	"HOPX"	"Promoter (<=1kb)"
"753"	"ENSG00000171574"	"19"	58401534	58401635	102	"*"	"KOS_4h_peak_807"	32	"."	5.45713	7.68369	3.23693	19	"Promoter (<=1kb)"	19	58401571	58417011	15441	1	"ENST00000594993"	0	"ZNF584"	"Promoter (<=1kb)"
"754"	"ENSG00000171723"	"14"	66507430	66507634	205	"*"	"KOS_4h_peak_388"	69	"."	6.85495	11.86177	6.98135	170	"Promoter (<=1kb)"	14	66507407	67181798	674392	1	"ENST00000315266"	23	"GPHN"	"Promoter (<=1kb)"
"757"	"ENSG00000171943"	"1"	121185271	121185333	63	"*"	"KOS_4h_peak_84"	31	"."	4.36186	7.58665	3.15225	12	"Promoter (<=1kb)"	1	121185368	121187361	1994	1	"ENST00000412759"	-35	"SRGAP2C"	"Promoter (<=1kb)"
"758"	"ENSG00000172081"	"19"	2096174	2096351	178	"*"	"KOS_4h_peak_736"	158	"."	10.28242	21.34395	15.85977	95	"Promoter (<=1kb)"	19	2071036	2096326	25291	2	"ENST00000357066"	0	"MOB3A"	"Promoter (<=1kb)"
"759"	"ENSG00000172201"	"6"	19837343	19837543	201	"*"	"KOS_4h_peak_1215"	101	"."	8.39301	15.2205	10.10815	125	"Promoter (<=1kb)"	6	19837370	19842197	4828	1	"ENST00000378700"	0	"ID4"	"Promoter (<=1kb)"
"760"	"ENSG00000172201"	"6"	19837792	19837843	52	"*"	"KOS_4h_peak_1216"	42	"."	6.00284	8.80761	4.21067	35	"Promoter (<=1kb)"	6	19837370	19842197	4828	1	"ENST00000378700"	422	"ID4"	"Promoter (<=1kb)"
"761"	"ENSG00000172500"	"11"	65888369	65888576	208	"*"	"KOS_4h_peak_249"	85	"."	7.86764	13.51243	8.50702	57	"Promoter (<=1kb)"	11	65883740	65888471	4732	2	"ENST00000357519"	0	"FIBP"	"Promoter (<=1kb)"
"762"	"ENSG00000172594"	"6"	122789560	122789611	52	"*"	"KOS_4h_peak_1264"	38	"."	5.90416	8.42106	3.88884	36	"Promoter (<=1kb)"	6	122789292	122797345	8054	1	"ENST00000487215"	268	"SMPDL3A"	"Promoter (<=1kb)"
"763"	"ENSG00000172728"	"8"	33473084	33473147	64	"*"	"KOS_4h_peak_1386"	23	"."	4.33171	6.68058	2.38836	48	"Promoter (<=1kb)"	8	33370824	33473146	102323	2	"ENST00000327671"	0	"FUT10"	"Promoter (<=1kb)"
"764"	"ENSG00000172757"	"11"	65857457	65857520	64	"*"	"KOS_4h_peak_248"	46	"."	5.33134	9.31535	4.67549	36	"Promoter (<=1kb)"	11	65855957	65857543	1587	2	"ENST00000534784"	23	"CFL1"	"Promoter (<=1kb)"
"766"	"ENSG00000172795"	"5"	112976844	112976998	155	"*"	"KOS_4h_peak_1167"	59	"."	6.42651	10.78055	5.99391	35	"Promoter (<=1kb)"	5	112976942	113007989	31048	1	"ENST00000512751"	0	"DCP2"	"Promoter (<=1kb)"
"767"	"ENSG00000172922"	"11"	65720294	65720375	82	"*"	"KOS_4h_peak_246"	59	"."	6.42651	10.78055	5.99391	43	"Promoter (<=1kb)"	11	65718536	65720468	1933	2	"ENST00000533698"	93	"RNASEH2C"	"Promoter (<=1kb)"
"770"	"ENSG00000173153"	"11"	64304814	64304865	52	"*"	"KOS_4h_peak_237"	41	"."	5.56964	8.70312	4.11695	12	"Promoter (<=1kb)"	11	64305497	64316738	11242	1	"ENST00000406310"	-632	"ESRRA"	"Promoter (<=1kb)"
"771"	"ENSG00000173349"	"2"	127702031	127702135	105	"*"	"KOS_4h_peak_876"	24	"."	4.71278	6.75286	2.42901	14	"Promoter (<=1kb)"	2	127701497	127705242	3746	1	"ENST00000310981"	534	"SFT2D3"	"Promoter (<=1kb)"
"772"	"ENSG00000173480"	"19"	57916333	57916384	52	"*"	"KOS_4h_peak_805"	58	"."	6.5279	10.58185	5.82243	19	"Promoter (<=1kb)"	19	57910085	57916577	6493	2	"ENST00000598629"	193	"ZNF417"	"Promoter (<=1kb)"
"773"	"ENSG00000173482"	"18"	7566750	7566965	216	"*"	"KOS_4h_peak_691"	53	"."	5.17971	10.08412	5.36601	104	"Promoter (<=1kb)"	18	7566782	8406861	840080	1	"ENST00000332175"	0	"PTPRM"	"Promoter (<=1kb)"
"774"	"ENSG00000173699"	"2"	231004928	231005061	134	"*"	"KOS_4h_peak_900"	57	"."	6.71306	10.54133	5.78565	117	"Promoter (2-3kb)"	2	231002771	231025055	22285	1	"ENST00000495639"	2157	"SPATA3"	"Promoter (2-3kb)"
"775"	"ENSG00000173699"	"2"	231005209	231005561	353	"*"	"KOS_4h_peak_901"	183	"."	8.99633	23.99704	18.36287	283	"Promoter (2-3kb)"	2	231002771	231025055	22285	1	"ENST00000495639"	2438	"SPATA3"	"Promoter (2-3kb)"
"776"	"ENSG00000173852"	"7"	35037569	35037638	70	"*"	"KOS_4h_peak_1308"	59	"."	6.42651	10.78055	5.99391	21	"Promoter (<=1kb)"	7	34928881	35037485	108605	2	"ENST00000638088"	-84	"DPY19L1"	"Promoter (<=1kb)"
"777"	"ENSG00000173852"	"7"	35037321	35037503	183	"*"	"KOS_4h_peak_1307"	112	"."	8.56868	16.43345	11.22945	90	"Promoter (<=1kb)"	7	34928881	35037485	108605	2	"ENST00000638088"	0	"DPY19L1"	"Promoter (<=1kb)"
"778"	"ENSG00000173950"	"3"	195271637	195271757	121	"*"	"KOS_4h_peak_1080"	70	"."	7.10915	11.88788	7.00247	35	"Promoter (<=1kb)"	3	195068284	195271159	202876	2	"ENST00000310380"	-478	"XXYLT1"	"Promoter (<=1kb)"
"779"	"ENSG00000174238"	"17"	1562669	1562802	134	"*"	"KOS_4h_peak_550"	41	"."	5.56964	8.70312	4.11695	17	"Promoter (<=1kb)"	17	1517718	1562792	45075	2	"ENST00000313486"	0	"PITPNA"	"Promoter (<=1kb)"
"780"	"ENSG00000174428"	"7"	75093064	75093141	78	"*"	"KOS_4h_peak_1322"	48	"."	6.06162	9.49187	4.83832	39	"Promoter (<=1kb)"	7	75092612	75149817	57206	1	"ENST00000418185"	452	"GTF2IRD2B"	"Promoter (<=1kb)"
"785"	"ENSG00000174579"	"3"	136195517	136195745	229	"*"	"KOS_4h_peak_1063"	117	"."	9.15544	16.92931	11.70321	80	"Promoter (<=1kb)"	3	136151147	136196327	45181	2	"ENST00000473093"	582	"MSL2"	"Promoter (<=1kb)"
"786"	"ENSG00000174606"	"1"	213015366	213015447	82	"*"	"KOS_4h_peak_134"	59	"."	6.42651	10.78055	5.99391	49	"Promoter (<=1kb)"	1	213008210	213015493	7284	2	"ENST00000481918"	46	"ANGEL2"	"Promoter (<=1kb)"
"787"	"ENSG00000174695"	"5"	83077354	83077465	112	"*"	"KOS_4h_peak_1161"	55	"."	5.66455	10.24766	5.50938	15	"Promoter (<=1kb)"	5	83052846	83077394	24549	2	"ENST00000502346"	0	"TMEM167A"	"Promoter (<=1kb)"
"788"	"ENSG00000174842"	"1"	92298838	92298889	52	"*"	"KOS_4h_peak_73"	32	"."	5.14121	7.7109	3.24218	12	"Promoter (<=1kb)"	1	92246402	92298987	52586	2	"ENST00000370360"	98	"GLMN"	"Promoter (<=1kb)"
"789"	"ENSG00000175087"	"1"	26111646	26111753	108	"*"	"KOS_4h_peak_32"	27	"."	5.07302	7.0686	2.70661	81	"Promoter (<=1kb)"	1	26111824	26125555	13732	1	"ENST00000374269"	-71	"PDIK1L"	"Promoter (<=1kb)"
"790"	"ENSG00000175175"	"17"	58755937	58756067	131	"*"	"KOS_4h_peak_625"	33	"."	5.56241	7.85492	3.37156	27	"Promoter (<=1kb)"	17	58755854	58985179	229326	1	"ENST00000308249"	83	"PPM1E"	"Promoter (<=1kb)"
"791"	"ENSG00000175602"	"11"	65890594	65890754	161	"*"	"KOS_4h_peak_250"	40	"."	5.32269	8.62729	4.0679	93	"Promoter (<=1kb)"	11	65890673	65891635	963	1	"ENST00000312579"	0	"CCDC85B"	"Promoter (<=1kb)"
"792"	"ENSG00000175792"	"3"	128153799	128153850	52	"*"	"KOS_4h_peak_1059"	40	"."	5.99865	8.58091	4.0249	17	"Promoter (<=1kb)"	3	128064785	128153914	89130	2	"ENST00000464873"	64	"RUVBL1"	"Promoter (<=1kb)"
