"geneId"	"seqnames_2h"	"start_2h"	"end_2h"	"width_2h"	"strand_2h"	"V4_2h"	"V5_2h"	"V6_2h"	"V7_2h"	"V8_2h"	"V9_2h"	"V10_2h"	"annotation_2h"	"geneChr_2h"	"geneStart_2h"	"geneEnd_2h"	"geneLength_2h"	"geneStrand_2h"	"transcriptId_2h"	"distanceToTSS_2h"	"external_gene_name_2h"	"seqnames_4h"	"start_4h"	"end_4h"	"width_4h"	"strand_4h"	"V4_4h"	"V5_4h"	"V6_4h"	"V7_4h"	"V8_4h"	"V9_4h"	"V10_4h"	"annotation_4h"	"geneChr_4h"	"geneStart_4h"	"geneEnd_4h"	"geneLength_4h"	"geneStrand_4h"	"transcriptId_4h"	"distanceToTSS_4h"	"external_gene_name_4h"
"1637"	"ENSG00000167553"	"12"	49265891	49266024	134	"*"	"KOS_2h_peak_3434"	25	"."	3.87765	5.42313	2.52297	19	"Promoter (<=1kb)"	12	49265082	49274600	9519	1	"ENST00000301072"	809	"TUBA1C"	"12"	49265523	49265591	69	"*"	"KOS_4h_peak_298"	56	"."	6.80621	10.39465	5.6463	24	"Promoter (<=1kb)"	12	49265082	49274600	9519	1	"ENST00000301072"	441	"TUBA1C"
"1638"	"ENSG00000167553"	"12"	49234442	49234643	202	"*"	"KOS_2h_peak_3432"	39	"."	3.89546	6.96669	3.91863	34	"Intron (ENST00000550574/ENSG00000167553, intron 2 of 2)"	12	49228043	49269937	41895	1	"ENST00000552125"	6399	"TUBA1C"	"12"	49265078	49265299	222	"*"	"KOS_4h_peak_297"	79	"."	7.28338	12.96905	7.99772	32	"Promoter (<=1kb)"	12	49265081	49270196	5116	1	"ENST00000549183"	0	"TUBA1C"
"1639"	"ENSG00000167553"	"12"	49234442	49234643	202	"*"	"KOS_2h_peak_3432"	39	"."	3.89546	6.96669	3.91863	34	"Intron (ENST00000550574/ENSG00000167553, intron 2 of 2)"	12	49228043	49269937	41895	1	"ENST00000552125"	6399	"TUBA1C"	"12"	49265523	49265591	69	"*"	"KOS_4h_peak_298"	56	"."	6.80621	10.39465	5.6463	24	"Promoter (<=1kb)"	12	49265082	49274600	9519	1	"ENST00000301072"	441	"TUBA1C"
"1640"	"ENSG00000167554"	"19"	52336672	52336969	298	"*"	"KOS_2h_peak_8595"	85	"."	5.07642	11.97932	8.59757	146	"Promoter (<=1kb)"	19	52336362	52348212	11851	1	"ENST00000594919"	310	"ZNF610"	"19"	52336831	52336908	78	"*"	"KOS_4h_peak_797"	27	"."	5.2071	7.08212	2.71632	10	"Promoter (<=1kb)"	19	52336362	52348212	11851	1	"ENST00000594919"	469	"ZNF610"
"1641"	"ENSG00000167614"	"19"	54413588	54414347	760	"*"	"KOS_2h_peak_8607"	370	"."	13.87731	41.2454	37.06989	521	"Promoter (<=1kb)"	19	54415219	54422255	7037	1	"ENST00000423529"	-872	"TTYH1"	"19"	54413648	54413775	128	"*"	"KOS_4h_peak_798"	126	"."	10.01235	17.90032	12.61224	23	"Promoter (1-2kb)"	19	54415219	54422255	7037	1	"ENST00000423529"	-1444	"TTYH1"
"1642"	"ENSG00000167614"	"19"	54413588	54414347	760	"*"	"KOS_2h_peak_8607"	370	"."	13.87731	41.2454	37.06989	521	"Promoter (<=1kb)"	19	54415219	54422255	7037	1	"ENST00000423529"	-872	"TTYH1"	"19"	54413829	54414165	337	"*"	"KOS_4h_peak_799"	196	"."	10.32947	25.41663	19.69407	296	"Promoter (1-2kb)"	19	54415219	54422255	7037	1	"ENST00000423529"	-1054	"TTYH1"
"1643"	"ENSG00000167632"	"8"	140271818	140272654	837	"*"	"KOS_2h_peak_15490"	438	"."	17.15121	48.06693	43.80176	590	"Intron (ENST00000438773/ENSG00000167632, intron 15 of 22)"	8	140252571	140275753	23183	2	"ENST00000634178"	3099	"TRAPPC9"	"8"	140271913	140272471	559	"*"	"KOS_4h_peak_1399"	235	"."	14.76039	29.45055	23.50131	386	"Intron (ENST00000438773/ENSG00000167632, intron 15 of 22)"	8	140252571	140275753	23183	2	"ENST00000634178"	3282	"TRAPPC9"
"1644"	"ENSG00000167632"	"8"	140464750	140465046	297	"*"	"KOS_2h_peak_15491"	233	"."	9.75726	27.23736	23.30357	165	"Distal Intergenic"	8	139727725	140458579	730855	2	"ENST00000648948"	-6171	"TRAPPC9"	"8"	140271913	140272471	559	"*"	"KOS_4h_peak_1399"	235	"."	14.76039	29.45055	23.50131	386	"Intron (ENST00000438773/ENSG00000167632, intron 15 of 22)"	8	140252571	140275753	23183	2	"ENST00000634178"	3282	"TRAPPC9"
"1645"	"ENSG00000167632"	"8"	140060946	140061062	117	"*"	"KOS_2h_peak_15489"	28	"."	4.10138	5.78275	2.85115	85	"Intron (ENST00000438773/ENSG00000167632, intron 17 of 22)"	8	139732162	140082153	349992	2	"ENST00000523777"	21091	"TRAPPC9"	"8"	140271913	140272471	559	"*"	"KOS_4h_peak_1399"	235	"."	14.76039	29.45055	23.50131	386	"Intron (ENST00000438773/ENSG00000167632, intron 15 of 22)"	8	140252571	140275753	23183	2	"ENST00000634178"	3282	"TRAPPC9"
"1646"	"ENSG00000167658"	"19"	3983953	3984601	649	"*"	"KOS_2h_peak_7836"	239	"."	8.52839	27.87069	23.92216	240	"Promoter (<=1kb)"	19	3983254	3985112	1859	2	"ENST00000600720"	511	"EEF2"	"19"	3984171	3984310	140	"*"	"KOS_4h_peak_738"	17	"."	3.9985	5.86251	1.70983	0	"Promoter (<=1kb)"	19	3983254	3985112	1859	2	"ENST00000600720"	802	"EEF2"
"1647"	"ENSG00000167658"	"19"	3985088	3985545	458	"*"	"KOS_2h_peak_7837"	307	"."	12.33539	34.83037	30.74721	334	"Promoter (<=1kb)"	19	3976056	3985463	9408	2	"ENST00000309311"	0	"EEF2"	"19"	3984171	3984310	140	"*"	"KOS_4h_peak_738"	17	"."	3.9985	5.86251	1.70983	0	"Promoter (<=1kb)"	19	3983254	3985112	1859	2	"ENST00000600720"	802	"EEF2"
"1648"	"ENSG00000167695"	"17"	732429	732819	391	"*"	"KOS_2h_peak_6248"	472	"."	12.79258	51.56425	47.23152	153	"Promoter (<=1kb)"	17	732546	741365	8820	1	"ENST00000572018"	0	"TLCD3A"	"17"	732549	732659	111	"*"	"KOS_4h_peak_549"	72	"."	6.33097	12.18444	7.2774	61	"Promoter (<=1kb)"	17	732584	742841	10258	1	"ENST00000301324"	0	"TLCD3A"
"1649"	"ENSG00000167695"	"17"	731846	732206	361	"*"	"KOS_2h_peak_6247"	47	"."	4.37428	7.90354	4.78356	310	"Promoter (<=1kb)"	17	732412	740586	8175	1	"ENST00000574327"	-206	"TLCD3A"	"17"	732549	732659	111	"*"	"KOS_4h_peak_549"	72	"."	6.33097	12.18444	7.2774	61	"Promoter (<=1kb)"	17	732584	742841	10258	1	"ENST00000301324"	0	"TLCD3A"
"1650"	"ENSG00000167695"	"17"	732971	733255	285	"*"	"KOS_2h_peak_6249"	79	"."	6.06475	11.32148	7.98136	193	"Promoter (<=1kb)"	17	733125	742014	8890	1	"ENST00000577008"	0	"TLCD3A"	"17"	732549	732659	111	"*"	"KOS_4h_peak_549"	72	"."	6.33097	12.18444	7.2774	61	"Promoter (<=1kb)"	17	732584	742841	10258	1	"ENST00000301324"	0	"TLCD3A"
"1651"	"ENSG00000167740"	"17"	4143542	4144221	680	"*"	"KOS_2h_peak_6319"	438	"."	9.44604	48.09477	43.8292	372	"Promoter (<=1kb)"	17	4143702	4187310	43609	1	"ENST00000573984"	0	"CYB5D2"	"17"	4143784	4143988	205	"*"	"KOS_4h_peak_553"	101	"."	8.14025	15.25614	10.12394	136	"Promoter (<=1kb)"	17	4143702	4187310	43609	1	"ENST00000573984"	82	"CYB5D2"
"1652"	"ENSG00000168003"	"11"	62856035	62856410	376	"*"	"KOS_2h_peak_2677"	339	"."	9.8443	38.07713	33.94519	211	"Promoter (<=1kb)"	11	62856102	62888793	32692	1	"ENST00000377890"	0	"SLC3A2"	"11"	62856151	62856295	145	"*"	"KOS_4h_peak_235"	48	"."	6.06162	9.49187	4.83832	29	"Promoter (<=1kb)"	11	62856161	62886196	30036	1	"ENST00000681215"	0	"SLC3A2"
"1653"	"ENSG00000168003"	"11"	62890211	62890354	144	"*"	"KOS_2h_peak_2679"	64	"."	4.99556	9.73158	6.47926	69	"Promoter (2-3kb)"	11	62887870	62888520	651	1	"ENST00000542793"	2341	"SLC3A2"	"11"	62856151	62856295	145	"*"	"KOS_4h_peak_235"	48	"."	6.06162	9.49187	4.83832	29	"Promoter (<=1kb)"	11	62856161	62886196	30036	1	"ENST00000681215"	0	"SLC3A2"
"1654"	"ENSG00000168003"	"11"	62880893	62881565	673	"*"	"KOS_2h_peak_2678"	223	"."	9.26317	26.21626	22.30717	564	"Promoter (<=1kb)"	11	62880896	62881290	395	1	"ENST00000541372"	0	"SLC3A2"	"11"	62856151	62856295	145	"*"	"KOS_4h_peak_235"	48	"."	6.06162	9.49187	4.83832	29	"Promoter (<=1kb)"	11	62856161	62886196	30036	1	"ENST00000681215"	0	"SLC3A2"
"1655"	"ENSG00000168065"	"11"	64553042	64553435	394	"*"	"KOS_2h_peak_2710"	270	"."	11.41024	31.1078	27.09465	168	"Promoter (2-3kb)"	11	64555690	64571527	15838	1	"ENST00000377585"	-2255	"SLC22A11"	"11"	64553140	64553255	116	"*"	"KOS_4h_peak_238"	34	"."	3.99821	7.98743	3.49498	32	"Promoter (2-3kb)"	11	64555690	64571527	15838	1	"ENST00000377585"	-2435	"SLC22A11"
"1656"	"ENSG00000168214"	"4"	26238982	26239125	144	"*"	"KOS_2h_peak_11931"	31	"."	4.009	6.13342	3.16197	52	"Intron (ENST00000512351/ENSG00000168214, intron 1 of 4)"	4	26163530	26430432	266903	1	"ENST00000681403"	75452	"RBPJ"	"4"	26320816	26320888	73	"*"	"KOS_4h_peak_1112"	23	"."	4.91141	6.60056	2.32448	63	"Promoter (<=1kb)"	4	26320807	26431136	110330	1	"ENST00000348160"	9	"RBPJ"
"1657"	"ENSG00000168214"	"4"	26320709	26321442	734	"*"	"KOS_2h_peak_11933"	405	"."	13.15804	44.71808	40.50034	138	"Promoter (<=1kb)"	4	26320725	26430457	109733	1	"ENST00000514380"	0	"RBPJ"	"4"	26320816	26320888	73	"*"	"KOS_4h_peak_1112"	23	"."	4.91141	6.60056	2.32448	63	"Promoter (<=1kb)"	4	26320807	26431136	110330	1	"ENST00000348160"	9	"RBPJ"
"1658"	"ENSG00000168214"	"4"	26319742	26319958	217	"*"	"KOS_2h_peak_11932"	42	"."	4.20679	7.29784	4.22382	92	"Promoter (<=1kb)"	4	26319710	26431066	111357	1	"ENST00000345843"	32	"RBPJ"	"4"	26320816	26320888	73	"*"	"KOS_4h_peak_1112"	23	"."	4.91141	6.60056	2.32448	63	"Promoter (<=1kb)"	4	26320807	26431136	110330	1	"ENST00000348160"	9	"RBPJ"
"1659"	"ENSG00000168214"	"4"	26157757	26157897	141	"*"	"KOS_2h_peak_11930"	56	"."	5.62288	8.78858	5.60699	51	"Distal Intergenic"	4	26163455	26415605	252151	1	"ENST00000512351"	-5558	"RBPJ"	"4"	26320816	26320888	73	"*"	"KOS_4h_peak_1112"	23	"."	4.91141	6.60056	2.32448	63	"Promoter (<=1kb)"	4	26320807	26431136	110330	1	"ENST00000348160"	9	"RBPJ"
"1660"	"ENSG00000168309"	"3"	58585391	58585759	369	"*"	"KOS_2h_peak_11282"	504	"."	15.51252	54.92553	50.4846	182	"Promoter (1-2kb)"	3	58565852	58587113	21262	2	"ENST00000447756"	1354	"FAM107A"	"3"	58585535	58585659	125	"*"	"KOS_4h_peak_1049"	50	"."	5.99808	9.72704	5.04225	72	"Promoter (1-2kb)"	3	58565852	58587113	21262	2	"ENST00000447756"	1454	"FAM107A"
"1661"	"ENSG00000168393"	"2"	241686616	241686989	374	"*"	"KOS_2h_peak_9818"	213	"."	9.90599	25.21043	21.32524	178	"Promoter (<=1kb)"	2	241675747	241686815	11069	2	"ENST00000305784"	0	"DTYMK"	"2"	241686754	241686857	104	"*"	"KOS_4h_peak_920"	54	"."	6.48089	10.16573	5.43914	64	"Promoter (<=1kb)"	2	241675747	241686815	11069	2	"ENST00000305784"	0	"DTYMK"
"1662"	"ENSG00000168397"	"2"	241636877	241638103	1227	"*"	"KOS_2h_peak_9817"	564	"."	17.79897	61.25122	56.42101	756	"Promoter (<=1kb)"	2	241637213	241673854	36642	1	"ENST00000405546"	0	"ATG4B"	"2"	241637525	241637690	166	"*"	"KOS_4h_peak_919"	141	"."	10.11917	19.49175	14.12011	59	"Promoter (<=1kb)"	2	241637612	241651966	14355	1	"ENST00000625810"	0	"ATG4B"
"1663"	"ENSG00000168397"	"2"	241636877	241638103	1227	"*"	"KOS_2h_peak_9817"	564	"."	17.79897	61.25122	56.42101	756	"Promoter (<=1kb)"	2	241637213	241673854	36642	1	"ENST00000405546"	0	"ATG4B"	"2"	241637220	241637271	52	"*"	"KOS_4h_peak_918"	30	"."	4.95432	7.41282	3.00097	44	"Promoter (<=1kb)"	2	241637213	241673854	36642	1	"ENST00000405546"	7	"ATG4B"
"1664"	"ENSG00000168447"	"16"	23315875	23315996	122	"*"	"KOS_2h_peak_5674"	36	"."	4.47423	6.64132	3.62398	87	"Intron (ENST00000569789/ENSG00000168447, intron 2 of 3)"	16	23303973	23380801	76829	1	"ENST00000307331"	11902	"SCNN1B"	"16"	23316585	23316639	55	"*"	"KOS_4h_peak_474"	40	"."	6.05814	8.57259	4.0249	11	"Intron (ENST00000569789/ENSG00000168447, intron 2 of 3)"	16	23303973	23380801	76829	1	"ENST00000307331"	12612	"SCNN1B"
"1665"	"ENSG00000168447"	"16"	23315875	23315996	122	"*"	"KOS_2h_peak_5674"	36	"."	4.47423	6.64132	3.62398	87	"Intron (ENST00000569789/ENSG00000168447, intron 2 of 3)"	16	23303973	23380801	76829	1	"ENST00000307331"	11902	"SCNN1B"	"16"	23315972	23316163	192	"*"	"KOS_4h_peak_473"	78	"."	8.15812	12.79344	7.84499	17	"Intron (ENST00000569789/ENSG00000168447, intron 2 of 3)"	16	23303973	23380801	76829	1	"ENST00000307331"	11999	"SCNN1B"
"1666"	"ENSG00000168447"	"16"	23316083	23316904	822	"*"	"KOS_2h_peak_5675"	179	"."	11.14781	21.71158	17.92929	442	"Intron (ENST00000569789/ENSG00000168447, intron 2 of 3)"	16	23303973	23380801	76829	1	"ENST00000307331"	12110	"SCNN1B"	"16"	23316585	23316639	55	"*"	"KOS_4h_peak_474"	40	"."	6.05814	8.57259	4.0249	11	"Intron (ENST00000569789/ENSG00000168447, intron 2 of 3)"	16	23303973	23380801	76829	1	"ENST00000307331"	12612	"SCNN1B"
"1667"	"ENSG00000168447"	"16"	23316083	23316904	822	"*"	"KOS_2h_peak_5675"	179	"."	11.14781	21.71158	17.92929	442	"Intron (ENST00000569789/ENSG00000168447, intron 2 of 3)"	16	23303973	23380801	76829	1	"ENST00000307331"	12110	"SCNN1B"	"16"	23315972	23316163	192	"*"	"KOS_4h_peak_473"	78	"."	8.15812	12.79344	7.84499	17	"Intron (ENST00000569789/ENSG00000168447, intron 2 of 3)"	16	23303973	23380801	76829	1	"ENST00000307331"	11999	"SCNN1B"
"1668"	"ENSG00000168502"	"18"	8705203	8705819	617	"*"	"KOS_2h_peak_7432"	311	"."	12.1967	35.22374	31.13425	134	"Promoter (<=1kb)"	18	8705556	8832778	127223	1	"ENST00000306329"	0	"MTCL1"	"18"	8705339	8705434	96	"*"	"KOS_4h_peak_692"	41	"."	5.56964	8.70312	4.11695	78	"Promoter (<=1kb)"	18	8705556	8832778	127223	1	"ENST00000306329"	-122	"MTCL1"
"1669"	"ENSG00000168502"	"18"	8706223	8706469	247	"*"	"KOS_2h_peak_7433"	74	"."	5.54394	10.76651	7.4529	98	"Promoter (<=1kb)"	18	8705556	8832778	127223	1	"ENST00000695636"	667	"MTCL1"	"18"	8705339	8705434	96	"*"	"KOS_4h_peak_692"	41	"."	5.56964	8.70312	4.11695	78	"Promoter (<=1kb)"	18	8705556	8832778	127223	1	"ENST00000306329"	-122	"MTCL1"
"1670"	"ENSG00000168502"	"18"	8704862	8705095	234	"*"	"KOS_2h_peak_7431"	45	"."	3.63872	7.67105	4.57267	186	"Promoter (<=1kb)"	18	8705556	8832778	127223	1	"ENST00000306329"	-461	"MTCL1"	"18"	8705339	8705434	96	"*"	"KOS_4h_peak_692"	41	"."	5.56964	8.70312	4.11695	78	"Promoter (<=1kb)"	18	8705556	8832778	127223	1	"ENST00000306329"	-122	"MTCL1"
"1671"	"ENSG00000168502"	"18"	8701669	8701889	221	"*"	"KOS_2h_peak_7430"	67	"."	4.37525	10.01235	6.75001	109	"Intron (ENST00000579368/ENSG00000265962, intron 1 of 1)"	18	8705556	8832778	127223	1	"ENST00000306329"	-3667	"MTCL1"	"18"	8705339	8705434	96	"*"	"KOS_4h_peak_692"	41	"."	5.56964	8.70312	4.11695	78	"Promoter (<=1kb)"	18	8705556	8832778	127223	1	"ENST00000306329"	-122	"MTCL1"
"1672"	"ENSG00000168505"	"2"	236168171	236168377	207	"*"	"KOS_2h_peak_9757"	63	"."	5.68187	9.55953	6.32253	142	"Promoter (<=1kb)"	2	236165236	236168386	3151	2	"ENST00000306318"	9	"GBX2"	"2"	236167176	236167253	78	"*"	"KOS_4h_peak_910"	33	"."	5.64925	7.83259	3.35431	38	"Promoter (<=1kb)"	2	236165734	236167329	1596	2	"ENST00000465889"	76	"GBX2"
"1673"	"ENSG00000168505"	"2"	236167129	236167950	822	"*"	"KOS_2h_peak_9756"	202	"."	10.60616	24.15569	20.29753	399	"Promoter (<=1kb)"	2	236165734	236167329	1596	2	"ENST00000465889"	0	"GBX2"	"2"	236167176	236167253	78	"*"	"KOS_4h_peak_910"	33	"."	5.64925	7.83259	3.35431	38	"Promoter (<=1kb)"	2	236165734	236167329	1596	2	"ENST00000465889"	76	"GBX2"
"1674"	"ENSG00000168505"	"2"	236168602	236168724	123	"*"	"KOS_2h_peak_9758"	39	"."	4.85424	6.97602	3.92791	98	"Promoter (<=1kb)"	2	236165236	236168386	3151	2	"ENST00000306318"	-216	"GBX2"	"2"	236167176	236167253	78	"*"	"KOS_4h_peak_910"	33	"."	5.64925	7.83259	3.35431	38	"Promoter (<=1kb)"	2	236165734	236167329	1596	2	"ENST00000465889"	76	"GBX2"
"1675"	"ENSG00000168505"	"2"	236164345	236164507	163	"*"	"KOS_2h_peak_9755"	31	"."	4.009	6.13342	3.16197	9	"Promoter (2-3kb)"	2	236165734	236167329	1596	2	"ENST00000465889"	2822	"GBX2"	"2"	236167176	236167253	78	"*"	"KOS_4h_peak_910"	33	"."	5.64925	7.83259	3.35431	38	"Promoter (<=1kb)"	2	236165734	236167329	1596	2	"ENST00000465889"	76	"GBX2"
"1676"	"ENSG00000168509"	"1"	146037925	146038235	311	"*"	"KOS_2h_peak_981"	135	"."	6.29476	17.15483	13.52644	96	"Promoter (1-2kb)"	1	146017547	146036746	19200	2	"ENST00000636675"	-1179	"HJV"	"1"	146039365	146039531	167	"*"	"KOS_4h_peak_88"	61	"."	5.45232	10.96204	6.16036	79	"Promoter (2-3kb)"	1	146017547	146036746	19200	2	"ENST00000636675"	-2619	"HJV"
"1677"	"ENSG00000168509"	"1"	146036983	146037116	134	"*"	"KOS_2h_peak_980"	127	"."	6.92381	16.3118	12.71762	72	"Promoter (<=1kb)"	1	146017547	146036746	19200	2	"ENST00000636675"	-237	"HJV"	"1"	146039365	146039531	167	"*"	"KOS_4h_peak_88"	61	"."	5.45232	10.96204	6.16036	79	"Promoter (2-3kb)"	1	146017547	146036746	19200	2	"ENST00000636675"	-2619	"HJV"
"1678"	"ENSG00000168509"	"1"	146035676	146035827	152	"*"	"KOS_2h_peak_978"	47	"."	3.36434	7.87953	4.76046	57	"Promoter (<=1kb)"	1	146017547	146036746	19200	2	"ENST00000636675"	919	"HJV"	"1"	146039365	146039531	167	"*"	"KOS_4h_peak_88"	61	"."	5.45232	10.96204	6.16036	79	"Promoter (2-3kb)"	1	146017547	146036746	19200	2	"ENST00000636675"	-2619	"HJV"
"1679"	"ENSG00000168509"	"1"	146036142	146036263	122	"*"	"KOS_2h_peak_979"	29	"."	3.7282	5.88806	2.94306	71	"Promoter (<=1kb)"	1	146017547	146036746	19200	2	"ENST00000636675"	483	"HJV"	"1"	146039365	146039531	167	"*"	"KOS_4h_peak_88"	61	"."	5.45232	10.96204	6.16036	79	"Promoter (2-3kb)"	1	146017547	146036746	19200	2	"ENST00000636675"	-2619	"HJV"
"1680"	"ENSG00000168509"	"1"	146039017	146039625	609	"*"	"KOS_2h_peak_982"	229	"."	6.59929	26.83009	22.90583	453	"Promoter (2-3kb)"	1	146017547	146036746	19200	2	"ENST00000636675"	-2271	"HJV"	"1"	146039365	146039531	167	"*"	"KOS_4h_peak_88"	61	"."	5.45232	10.96204	6.16036	79	"Promoter (2-3kb)"	1	146017547	146036746	19200	2	"ENST00000636675"	-2619	"HJV"
"1681"	"ENSG00000168509"	"1"	146035461	146035625	165	"*"	"KOS_2h_peak_977"	52	"."	4.35375	8.45652	5.29754	44	"Promoter (1-2kb)"	1	146017547	146036746	19200	2	"ENST00000636675"	1121	"HJV"	"1"	146039365	146039531	167	"*"	"KOS_4h_peak_88"	61	"."	5.45232	10.96204	6.16036	79	"Promoter (2-3kb)"	1	146017547	146036746	19200	2	"ENST00000636675"	-2619	"HJV"
"1682"	"ENSG00000168556"	"4"	183504789	183504977	189	"*"	"KOS_2h_peak_12355"	28	"."	3.95573	5.79153	2.85824	145	"Promoter (<=1kb)"	4	183505058	183512429	7372	1	"ENST00000302327"	-81	"ING2"	"4"	183505990	183506090	101	"*"	"KOS_4h_peak_1133"	41	"."	5.60811	8.76486	4.17206	28	"Promoter (<=1kb)"	4	183506082	183510643	4562	1	"ENST00000412117"	0	"ING2"
"1683"	"ENSG00000168556"	"4"	183505677	183505822	146	"*"	"KOS_2h_peak_12356"	58	"."	5.16267	9.02274	5.82016	58	"Promoter (<=1kb)"	4	183506082	183510643	4562	1	"ENST00000412117"	-260	"ING2"	"4"	183505990	183506090	101	"*"	"KOS_4h_peak_1133"	41	"."	5.60811	8.76486	4.17206	28	"Promoter (<=1kb)"	4	183506082	183510643	4562	1	"ENST00000412117"	0	"ING2"
"1684"	"ENSG00000168556"	"4"	183505948	183506238	291	"*"	"KOS_2h_peak_12357"	116	"."	6.18691	15.21736	11.673	97	"Promoter (<=1kb)"	4	183506082	183510643	4562	1	"ENST00000412117"	0	"ING2"	"4"	183505990	183506090	101	"*"	"KOS_4h_peak_1133"	41	"."	5.60811	8.76486	4.17206	28	"Promoter (<=1kb)"	4	183506082	183510643	4562	1	"ENST00000412117"	0	"ING2"
"1685"	"ENSG00000168724"	"5"	34929397	34929939	543	"*"	"KOS_2h_peak_12488"	245	"."	9.55144	28.543	24.58255	335	"Promoter (<=1kb)"	5	34929559	34958964	29406	1	"ENST00000648817"	0	"DNAJC21"	"5"	34929567	34929694	128	"*"	"KOS_4h_peak_1150"	95	"."	8.33095	14.6835	9.59903	28	"Promoter (<=1kb)"	5	34929593	34952853	23261	1	"ENST00000512136"	0	"DNAJC21"
"1686"	"ENSG00000168883"	"2"	85602216	85603214	999	"*"	"KOS_2h_peak_9170"	140	"."	7.89947	17.70788	14.06301	483	"Promoter (<=1kb)"	2	85602856	85623782	20927	1	"ENST00000491659"	0	"USP39"	"2"	85616356	85616439	84	"*"	"KOS_4h_peak_850"	32	"."	5.45713	7.68369	3.23693	81	"Promoter (<=1kb)"	2	85616290	85645274	28985	1	"ENST00000493829"	66	"USP39"
"1687"	"ENSG00000168883"	"2"	85615922	85616609	688	"*"	"KOS_2h_peak_9172"	214	"."	9.382	25.33141	21.44322	495	"Promoter (<=1kb)"	2	85616143	85649253	33111	1	"ENST00000409025"	0	"USP39"	"2"	85616356	85616439	84	"*"	"KOS_4h_peak_850"	32	"."	5.45713	7.68369	3.23693	81	"Promoter (<=1kb)"	2	85616290	85645274	28985	1	"ENST00000493829"	66	"USP39"
"1688"	"ENSG00000168883"	"2"	85652715	85652874	160	"*"	"KOS_2h_peak_9173"	90	"."	6.95815	12.43326	9.02316	100	"Distal Intergenic"	2	85644948	85649111	4164	1	"ENST00000465514"	7767	"USP39"	"2"	85616356	85616439	84	"*"	"KOS_4h_peak_850"	32	"."	5.45713	7.68369	3.23693	81	"Promoter (<=1kb)"	2	85616290	85645274	28985	1	"ENST00000493829"	66	"USP39"
"1689"	"ENSG00000168906"	"2"	85539008	85539839	832	"*"	"KOS_2h_peak_9166"	1035	"."	19.02059	109.79858	103.5703	199	"Promoter (<=1kb)"	2	85539168	85541454	2287	1	"ENST00000465151"	0	"MAT2A"	"2"	85539145	85539330	186	"*"	"KOS_4h_peak_849"	245	"."	13.28146	30.59529	24.57685	47	"Promoter (<=1kb)"	2	85539168	85541454	2287	1	"ENST00000465151"	0	"MAT2A"
"1690"	"ENSG00000168994"	"6"	3751104	3752440	1337	"*"	"KOS_2h_peak_13247"	299	"."	11.89922	33.98353	29.91478	979	"Promoter (<=1kb)"	6	3722614	3751532	28919	2	"ENST00000477592"	0	"PXDC1"	"6"	3752088	3752185	98	"*"	"KOS_4h_peak_1210"	41	"."	5.78238	8.73186	4.1417	27	"Promoter (<=1kb)"	6	3722619	3751713	29095	2	"ENST00000380283"	-375	"PXDC1"
"1691"	"ENSG00000169045"	"5"	179624147	179624679	533	"*"	"KOS_2h_peak_13145"	49	"."	4.06114	8.12556	4.98697	218	"Promoter (<=1kb)"	5	179614179	179624584	10406	2	"ENST00000505811"	0	"HNRNPH1"	"5"	179623052	179623132	81	"*"	"KOS_4h_peak_1193"	59	"."	6.63521	10.75496	5.98463	20	"Promoter (<=1kb)"	5	179614181	179623164	8984	2	"ENST00000510411"	32	"HNRNPH1"
"1692"	"ENSG00000169045"	"5"	179624147	179624679	533	"*"	"KOS_2h_peak_13145"	49	"."	4.06114	8.12556	4.98697	218	"Promoter (<=1kb)"	5	179614179	179624584	10406	2	"ENST00000505811"	0	"HNRNPH1"	"5"	179623545	179623654	110	"*"	"KOS_4h_peak_1194"	55	"."	5.66455	10.24766	5.50938	87	"Promoter (<=1kb)"	5	179622849	179623646	798	2	"ENST00000515446"	0	"HNRNPH1"
"1693"	"ENSG00000169045"	"5"	179623001	179623744	744	"*"	"KOS_2h_peak_13144"	264	"."	8.10442	30.48474	26.48225	612	"Promoter (<=1kb)"	5	179614178	179623671	9494	2	"ENST00000329433"	0	"HNRNPH1"	"5"	179623052	179623132	81	"*"	"KOS_4h_peak_1193"	59	"."	6.63521	10.75496	5.98463	20	"Promoter (<=1kb)"	5	179614181	179623164	8984	2	"ENST00000510411"	32	"HNRNPH1"
"1694"	"ENSG00000169045"	"5"	179623001	179623744	744	"*"	"KOS_2h_peak_13144"	264	"."	8.10442	30.48474	26.48225	612	"Promoter (<=1kb)"	5	179614178	179623671	9494	2	"ENST00000329433"	0	"HNRNPH1"	"5"	179623545	179623654	110	"*"	"KOS_4h_peak_1194"	55	"."	5.66455	10.24766	5.50938	87	"Promoter (<=1kb)"	5	179622849	179623646	798	2	"ENST00000515446"	0	"HNRNPH1"
"1695"	"ENSG00000169047"	"2"	226797254	226797604	351	"*"	"KOS_2h_peak_9698"	36	"."	3.10555	6.71123	3.69137	270	"Promoter (2-3kb)"	2	226792138	226795246	3109	2	"ENST00000498335"	-2008	"IRS1"	"2"	226795773	226795836	64	"*"	"KOS_4h_peak_899"	41	"."	5.56964	8.70312	4.11695	40	"Promoter (<=1kb)"	2	226792138	226795246	3109	2	"ENST00000498335"	-527	"IRS1"
