"geneId"	"seqnames"	"start"	"end"	"width"	"strand"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"transcriptId"	"distanceToTSS"	"external_gene_name"
"846"	"ENSG00000181790"	"8"	142519452	142520376	925	"*"	"KOS_4h_peak_1407"	121	"."	7.99701	17.39511	12.14794	330	"Intron (ENST00000643448/ENSG00000181790, intron 19 of 30)"	8	142543501	142544684	1184	1	"ENST00000518812"	-23125	"ADGRB1"
"847"	"ENSG00000181803"	"14"	20633157	20633214	58	"*"	"KOS_4h_peak_367"	50	"."	5.99808	9.72704	5.04225	33	"Distal Intergenic"	14	20640696	20641691	996	2	"ENST00000320704"	8477	"OR6S1"
"848"	"ENSG00000181915"	"10"	62805039	62805228	190	"*"	"KOS_4h_peak_169"	74	"."	7.79825	12.34886	7.43025	160	"Promoter (<=1kb)"	10	62804720	62808479	3760	1	"ENST00000710287"	319	"ADO"
"849"	"ENSG00000182149"	"16"	71895454	71895531	78	"*"	"KOS_4h_peak_515"	38	"."	5.36718	8.37753	3.8572	36	"Promoter (<=1kb)"	16	71895493	71930639	35147	1	"ENST00000606369"	0	"IST1"
"850"	"ENSG00000182220"	"X"	40580836	40580938	103	"*"	"KOS_4h_peak_1486"	103	"."	9.42377	15.52907	10.38517	66	"Promoter (<=1kb)"	23	40580894	40606588	25695	1	"ENST00000636409"	0	"ATP6AP2"
"851"	"ENSG00000182327"	"17"	4789757	4789915	159	"*"	"KOS_4h_peak_554"	41	"."	5.56964	8.70312	4.11695	43	"Promoter (<=1kb)"	17	4788964	4790589	1626	1	"ENST00000331264"	793	"GLTPD2"
"852"	"ENSG00000182613"	"5"	181160634	181160751	118	"*"	"KOS_4h_peak_1200"	38	"."	4.63447	8.39522	3.87229	41	"Distal Intergenic"	5	181147638	181159285	11648	1	"ENST00000641791"	12996	"OR2V2"
"853"	"ENSG00000182613"	"5"	181161100	181161364	265	"*"	"KOS_4h_peak_1201"	861	"."	36.60577	95.64086	86.14967	47	"Distal Intergenic"	5	181147638	181159285	11648	1	"ENST00000641791"	13462	"OR2V2"
"854"	"ENSG00000182759"	"8"	143430374	143430458	85	"*"	"KOS_4h_peak_1411"	62	"."	7.19839	11.05741	6.24648	38	"Promoter (<=1kb)"	8	143428064	143430732	2669	2	"ENST00000333480"	274	"MAFA"
"855"	"ENSG00000182831"	"16"	9091605	9091753	149	"*"	"KOS_4h_peak_461"	55	"."	5.66455	10.24766	5.50938	43	"Promoter (<=1kb)"	16	9091644	9121635	29992	1	"ENST00000327827"	0	"HAPSTR1"
"856"	"ENSG00000183020"	"11"	925563	925866	304	"*"	"KOS_4h_peak_216"	91	"."	8.05704	14.23538	9.17286	29	"Promoter (<=1kb)"	11	925809	1012245	86437	1	"ENST00000332231"	0	"AP2A2"
"857"	"ENSG00000183048"	"17"	81712628	81712680	53	"*"	"KOS_4h_peak_679"	43	"."	6.11866	8.9972	4.38652	13	"Promoter (<=1kb)"	17	81712307	81721012	8706	1	"ENST00000331531"	321	"SLC25A10"
"858"	"ENSG00000183087"	"13"	113837008	113837059	52	"*"	"KOS_4h_peak_362"	42	"."	6.00284	8.80761	4.21067	9	"Promoter (<=1kb)"	13	113820552	113836044	15493	2	"ENST00000610073"	-964	"GAS6"
"859"	"ENSG00000183458"	"16"	14911413	14911629	217	"*"	"KOS_4h_peak_467"	81	"."	4.10906	13.08974	8.11418	61	"Promoter (<=1kb)"	16	14911551	14935708	24158	1	"ENST00000534164"	0	"PKD1P3"
"860"	"ENSG00000183513"	"2"	98608320	98608371	52	"*"	"KOS_4h_peak_853"	57	"."	6.71306	10.54133	5.78565	18	"Promoter (<=1kb)"	2	98600353	98608507	8155	2	"ENST00000483527"	136	"COA5"
"861"	"ENSG00000183682"	"1"	39491584	39491656	73	"*"	"KOS_4h_peak_53"	24	"."	4.71278	6.75286	2.42901	46	"Promoter (<=1kb)"	1	39491636	39529869	38234	1	"ENST00000331593"	0	"BMP8A"
"862"	"ENSG00000183779"	"8"	37695625	37696120	496	"*"	"KOS_4h_peak_1387"	123	"."	8.99712	17.63181	12.36757	346	"Promoter (<=1kb)"	8	37695782	37700019	4238	1	"ENST00000331569"	0	"ZNF703"
"863"	"ENSG00000183826"	"6"	38640028	38640279	252	"*"	"KOS_4h_peak_1246"	101	"."	8.14025	15.25614	10.12394	163	"Promoter (<=1kb)"	6	38593964	38640148	46185	2	"ENST00000497373"	0	"BTBD9"
"864"	"ENSG00000183864"	"22"	41446743	41446819	77	"*"	"KOS_4h_peak_1009"	30	"."	4.95432	7.41282	3.00097	36	"Promoter (<=1kb)"	22	41433494	41446801	13308	2	"ENST00000327492"	0	"TOB2"
"865"	"ENSG00000184007"	"1"	31938294	31938372	79	"*"	"KOS_4h_peak_48"	55	"."	5.66455	10.24766	5.50938	50	"Promoter (<=1kb)"	1	31906421	31938368	31948	2	"ENST00000647444"	0	"PTP4A2"
"866"	"ENSG00000184009"	"17"	81512683	81512744	62	"*"	"KOS_4h_peak_673"	20	"."	4.56677	6.27276	2.0365	23	"Promoter (<=1kb)"	17	81509976	81512671	2696	2	"ENST00000679480"	-12	"ACTG1"
"867"	"ENSG00000184009"	"17"	81511454	81511505	52	"*"	"KOS_4h_peak_671"	34	"."	5.07639	7.90748	3.42077	19	"Promoter (<=1kb)"	17	81510005	81512150	2146	2	"ENST00000576209"	645	"ACTG1"
"868"	"ENSG00000184009"	"17"	81511228	81511303	76	"*"	"KOS_4h_peak_670"	38	"."	4.63447	8.39522	3.87229	12	"Promoter (<=1kb)"	17	81510005	81512150	2146	2	"ENST00000576209"	847	"ACTG1"
"869"	"ENSG00000184009"	"17"	81512036	81512466	431	"*"	"KOS_4h_peak_672"	143	"."	9.63373	19.7183	14.32664	292	"Promoter (<=1kb)"	17	81510005	81512150	2146	2	"ENST00000576209"	0	"ACTG1"
"870"	"ENSG00000184260"	"1"	149886975	149887156	182	"*"	"KOS_4h_peak_106"	107	"."	9.10477	15.95866	10.79627	62	"Promoter (<=1kb)"	1	149886918	149887411	494	1	"ENST00000331380"	57	"H2AC20"
"871"	"ENSG00000184640"	"17"	77484290	77484364	75	"*"	"KOS_4h_peak_654"	59	"."	6.42651	10.78055	5.99391	40	"Promoter (2-3kb)"	17	77481913	77488788	6876	1	"ENST00000585638"	2377	"SEPTIN9"
"872"	"ENSG00000184640"	"17"	77485082	77485351	270	"*"	"KOS_4h_peak_656"	81	"."	6.66417	13.18645	8.19989	66	"Promoter (2-3kb)"	17	77488029	77491130	3102	1	"ENST00000675703"	-2678	"SEPTIN9"
"873"	"ENSG00000184640"	"17"	77484457	77484841	385	"*"	"KOS_4h_peak_655"	107	"."	8.82101	15.92289	10.762	204	"Promoter (2-3kb)"	17	77481913	77488788	6876	1	"ENST00000585638"	2544	"SEPTIN9"
"874"	"ENSG00000184785"	"X"	134988464	134988515	52	"*"	"KOS_4h_peak_1493"	78	"."	8.15812	12.79344	7.84499	35	"Promoter (2-3kb)"	23	134990991	134992473	1483	1	"ENST00000330288"	-2476	"SMIM10"
"875"	"ENSG00000184903"	"7"	110923013	110923071	59	"*"	"KOS_4h_peak_1342"	72	"."	7.82184	12.16204	7.2609	29	"Intron (ENST00000405709/ENSG00000184903, intron 4 of 5)"	7	110663208	110963565	300358	2	"ENST00000487733"	40494	"IMMP2L"
"876"	"ENSG00000184985"	"4"	7724545	7724974	430	"*"	"KOS_4h_peak_1104"	34	"."	3.62986	7.8956	3.40954	254	"Intron (ENST00000507866/ENSG00000184985, intron 19 of 26)"	4	7734280	7740720	6441	1	"ENST00000505529"	-9306	"SORCS2"
"877"	"ENSG00000184985"	"4"	7724104	7724167	64	"*"	"KOS_4h_peak_1103"	59	"."	6.42651	10.78055	5.99391	31	"Intron (ENST00000507866/ENSG00000184985, intron 19 of 26)"	4	7734280	7740720	6441	1	"ENST00000505529"	-10113	"SORCS2"
"878"	"ENSG00000185000"	"8"	144326632	144326857	226	"*"	"KOS_4h_peak_1413"	72	"."	6.33097	12.18444	7.2774	192	"Promoter (<=1kb)"	8	144314584	144326852	12269	2	"ENST00000528718"	0	"DGAT1"
"879"	"ENSG00000185418"	"15"	101724411	101724463	53	"*"	"KOS_4h_peak_446"	47	"."	6.19667	9.39654	4.74888	33	"Promoter (<=1kb)"	15	101655980	101724442	68463	2	"ENST00000615656"	0	"TARS3"
"880"	"ENSG00000185519"	"1"	16094804	16094889	86	"*"	"KOS_4h_peak_20"	32	"."	5.14121	7.7109	3.24218	1	"Distal Intergenic"	1	16057769	16073651	15883	2	"ENST00000375662"	-21153	"FAM131C"
"881"	"ENSG00000185561"	"17"	1710428	1710503	76	"*"	"KOS_4h_peak_551"	50	"."	5.99808	9.72704	5.04225	48	"Promoter (<=1kb)"	17	1702816	1710377	7562	2	"ENST00000330676"	-51	"TLCD2"
"882"	"ENSG00000185567"	"14"	104978321	104978374	54	"*"	"KOS_4h_peak_412"	47	"."	6.19667	9.39654	4.74888	12	"Promoter (<=1kb)"	14	104937253	104978374	41122	2	"ENST00000333244"	0	"AHNAK2"
"883"	"ENSG00000185658"	"21"	39313743	39313829	87	"*"	"KOS_4h_peak_970"	44	"."	5.78112	9.04233	4.42881	40	"Promoter (<=1kb)"	21	39184176	39313819	129644	2	"ENST00000333229"	0	"BRWD1"
"884"	"ENSG00000185875"	"10"	25016516	25016607	92	"*"	"KOS_4h_peak_157"	13	"."	4.12971	5.3734	1.32059	49	"Promoter (<=1kb)"	10	25016612	25026664	10053	1	"ENST00000376356"	-5	"THNSL1"
"885"	"ENSG00000185883"	"16"	2514069	2514219	151	"*"	"KOS_4h_peak_454"	50	"."	6.4269	9.76996	5.08221	115	"Promoter (<=1kb)"	16	2514294	2519920	5627	1	"ENST00000565223"	-75	"ATP6V0C"
"886"	"ENSG00000185950"	"13"	109786513	109786564	52	"*"	"KOS_4h_peak_357"	32	"."	5.14121	7.7109	3.24218	18	"Promoter (<=1kb)"	13	109752695	109786583	33889	2	"ENST00000375856"	19	"IRS2"
"887"	"ENSG00000186001"	"3"	197791282	197791352	71	"*"	"KOS_4h_peak_1092"	57	"."	6.28287	10.54666	5.78992	44	"Promoter (<=1kb)"	3	197791274	197871585	80312	1	"ENST00000334859"	8	"LRCH3"
"888"	"ENSG00000186056"	"1"	30718861	30718942	82	"*"	"KOS_4h_peak_46"	69	"."	6.85495	11.86177	6.98135	27	"Promoter (<=1kb)"	1	30718782	30721723	2942	1	"ENST00000414763"	79	"MATN1-AS1"
"889"	"ENSG00000186063"	"1"	222712614	222712702	89	"*"	"KOS_4h_peak_136"	32	"."	5.14121	7.7109	3.24218	31	"Promoter (<=1kb)"	1	222668013	222712737	44725	2	"ENST00000474863"	35	"AIDA"
"890"	"ENSG00000186150"	"1"	110120469	110120649	181	"*"	"KOS_4h_peak_78"	208	"."	10.66268	26.62138	20.82837	61	"Distal Intergenic"	1	110112443	110113947	1505	1	"ENST00000334179"	8026	"UBL4B"
"891"	"ENSG00000186268"	"11"	124076440	124076506	67	"*"	"KOS_4h_peak_272"	106	"."	9.43596	15.79725	10.64105	27	"Distal Intergenic"	11	124093592	124094532	941	2	"ENST00000525892"	18026	"OR10D4P"
"892"	"ENSG00000186350"	"9"	134326163	134326229	67	"*"	"KOS_4h_peak_1458"	58	"."	6.5279	10.58185	5.82243	60	"Promoter (<=1kb)"	9	134326455	134440585	114131	1	"ENST00000481739"	-226	"RXRA"
"893"	"ENSG00000186350"	"9"	134325818	134326049	232	"*"	"KOS_4h_peak_1457"	123	"."	8.99712	17.63181	12.36757	79	"Promoter (<=1kb)"	9	134326455	134440585	114131	1	"ENST00000481739"	-406	"RXRA"
"894"	"ENSG00000186352"	"4"	185396002	185396092	91	"*"	"KOS_4h_peak_1135"	39	"."	5.78388	8.45269	3.91348	49	"Promoter (<=1kb)"	4	185396021	185399028	3008	1	"ENST00000507479"	0	"ANKRD37"
"895"	"ENSG00000186765"	"17"	81535488	81535723	236	"*"	"KOS_4h_peak_677"	62	"."	7.04095	11.07679	6.26558	132	"Promoter (<=1kb)"	17	81536146	81536956	811	1	"ENST00000527221"	-423	"FSCN2"
"896"	"ENSG00000186765"	"17"	81535789	81535865	77	"*"	"KOS_4h_peak_678"	61	"."	6.96247	10.94799	6.14873	30	"Promoter (<=1kb)"	17	81536146	81536956	811	1	"ENST00000527221"	-281	"FSCN2"
"897"	"ENSG00000186765"	"17"	81531082	81532226	1145	"*"	"KOS_4h_peak_674"	236	"."	10.35941	29.6505	23.6859	769	"Promoter (2-3kb)"	17	81528532	81537080	8549	1	"ENST00000334850"	2550	"FSCN2"
"898"	"ENSG00000186765"	"17"	81535142	81535433	292	"*"	"KOS_4h_peak_676"	110	"."	9.27711	16.24586	11.06861	266	"Promoter (<=1kb)"	17	81536146	81536956	811	1	"ENST00000527221"	-713	"FSCN2"
"899"	"ENSG00000186765"	"17"	81532281	81532745	465	"*"	"KOS_4h_peak_675"	101	"."	8.14025	15.25614	10.12394	71	"Intron (ENST00000417245/ENSG00000186765, intron 1 of 4)"	17	81536146	81536956	811	1	"ENST00000527221"	-3401	"FSCN2"
"900"	"ENSG00000186847"	"17"	41598788	41598851	64	"*"	"KOS_4h_peak_587"	173	"."	12.64182	22.96353	17.39501	27	"Distal Intergenic"	17	41582279	41586895	4617	2	"ENST00000167586"	-11893	"KRT14"
"901"	"ENSG00000186854"	"2"	84909182	84910047	866	"*"	"KOS_4h_peak_846"	152	"."	8.99664	20.73956	15.28869	480	"Promoter (2-3kb)"	2	84901643	84907008	5366	2	"ENST00000489999"	-2174	"TRABD2A"
"902"	"ENSG00000187446"	"15"	41231379	41231467	89	"*"	"KOS_4h_peak_423"	59	"."	6.63521	10.75496	5.98463	44	"Promoter (<=1kb)"	15	41231293	41279402	48110	1	"ENST00000560397"	86	"CHP1"
"903"	"ENSG00000187514"	"2"	231708537	231708885	349	"*"	"KOS_4h_peak_902"	135	"."	9.42555	18.85026	13.50766	101	"Promoter (<=1kb)"	2	231708536	231713289	4754	1	"ENST00000409683"	1	"PTMA"
"904"	"ENSG00000187514"	"2"	231709261	231709449	189	"*"	"KOS_4h_peak_903"	55	"."	6.5603	10.29393	5.55189	150	"Promoter (<=1kb)"	2	231709781	231712856	3076	1	"ENST00000410064"	-332	"PTMA"
"905"	"ENSG00000187514"	"2"	231710176	231710298	123	"*"	"KOS_4h_peak_905"	79	"."	7.28338	12.96905	7.99772	97	"Promoter (<=1kb)"	2	231710427	231713268	2842	1	"ENST00000412128"	-129	"PTMA"
"906"	"ENSG00000187514"	"2"	231709513	231709583	71	"*"	"KOS_4h_peak_904"	17	"."	3.9985	5.86251	1.70983	53	"Promoter (<=1kb)"	2	231709781	231712856	3076	1	"ENST00000410064"	-198	"PTMA"
"907"	"ENSG00000187601"	"X"	55452398	55452449	52	"*"	"KOS_4h_peak_1489"	51	"."	6.59852	9.80045	5.10335	17	"Promoter (<=1kb)"	23	55452127	55453566	1440	1	"ENST00000342972"	271	"MAGEH1"
"908"	"ENSG00000187736"	"2"	219160402	219160483	82	"*"	"KOS_4h_peak_895"	48	"."	5.86401	9.51007	4.85513	51	"Promoter (<=1kb)"	2	219073957	219160555	86599	2	"ENST00000457600"	72	"NHEJ1"
"909"	"ENSG00000187775"	"17"	78477971	78478113	143	"*"	"KOS_4h_peak_658"	128	"."	10.54836	18.11822	12.82458	19	"Intron (ENST00000389840/ENSG00000187775, intron 51 of 80)"	17	78423697	78472774	49078	2	"ENST00000591369"	-5197	"DNAH17"
"910"	"ENSG00000188089"	"15"	42057140	42057260	121	"*"	"KOS_4h_peak_424"	46	"."	5.33134	9.31535	4.67549	72	"Distal Intergenic"	15	41981582	42051190	69609	2	"ENST00000399518"	-5950	"PLA2G4E"
"911"	"ENSG00000188177"	"2"	112276160	112276213	54	"*"	"KOS_4h_peak_871"	16	"."	4.28434	5.83183	1.69221	40	"Promoter (<=1kb)"	2	112275597	112340059	64463	1	"ENST00000409871"	563	"ZC3H6"
"912"	"ENSG00000188177"	"2"	112275260	112275369	110	"*"	"KOS_4h_peak_870"	50	"."	5.99808	9.72704	5.04225	78	"Promoter (<=1kb)"	2	112275597	112340059	64463	1	"ENST00000409871"	-228	"ZC3H6"
"913"	"ENSG00000188191"	"7"	588394	588890	497	"*"	"KOS_4h_peak_1289"	434	"."	9.35538	50.68584	43.4688	216	"Intron (ENST00000544935/ENSG00000188191, intron 7 of 10)"	7	550270	602683	52414	2	"ENST00000400758"	13793	"PRKAR1B"
"914"	"ENSG00000188191"	"7"	588996	589049	54	"*"	"KOS_4h_peak_1290"	50	"."	5.7791	9.72042	5.04225	10	"Intron (ENST00000544935/ENSG00000188191, intron 7 of 10)"	7	550270	602683	52414	2	"ENST00000400758"	13634	"PRKAR1B"
"915"	"ENSG00000188229"	"9"	137241731	137242004	274	"*"	"KOS_4h_peak_1471"	49	"."	5.95046	9.65003	4.98526	39	"Promoter (<=1kb)"	9	137241288	137243706	2419	1	"ENST00000604929"	443	"TUBB4B"
"916"	"ENSG00000188229"	"9"	137243449	137243520	72	"*"	"KOS_4h_peak_1472"	50	"."	5.99808	9.72704	5.04225	27	"Promoter (2-3kb)"	9	137241288	137243706	2419	1	"ENST00000604929"	2161	"TUBB4B"
"917"	"ENSG00000188229"	"9"	137241268	137241320	53	"*"	"KOS_4h_peak_1469"	15	"."	3.46005	5.61827	1.53227	38	"Promoter (<=1kb)"	9	137241287	137243707	2421	1	"ENST00000340384"	0	"TUBB4B"
"918"	"ENSG00000188229"	"9"	137241379	137241455	77	"*"	"KOS_4h_peak_1470"	38	"."	5.36718	8.37753	3.8572	26	"Promoter (<=1kb)"	9	137241288	137243706	2419	1	"ENST00000604929"	91	"TUBB4B"
"919"	"ENSG00000188229"	"9"	137244113	137244190	78	"*"	"KOS_4h_peak_1473"	16	"."	4.28434	5.83183	1.69221	74	"Promoter (2-3kb)"	9	137241288	137243706	2419	1	"ENST00000604929"	2825	"TUBB4B"
"920"	"ENSG00000188290"	"1"	999949	1000104	156	"*"	"KOS_4h_peak_1"	59	"."	6.42651	10.78055	5.99391	40	"Promoter (<=1kb)"	1	998964	1000097	1134	2	"ENST00000304952"	0	"HES4"
"921"	"ENSG00000188486"	"11"	119095292	119095418	127	"*"	"KOS_4h_peak_267"	41	"."	5.56964	8.70312	4.11695	113	"Promoter (<=1kb)"	11	119093879	119095449	1571	2	"ENST00000375167"	31	"H2AX"
"922"	"ENSG00000188486"	"11"	119094929	119095215	287	"*"	"KOS_4h_peak_266"	45	"."	4.90709	9.22813	4.59797	154	"Promoter (<=1kb)"	11	119093879	119095449	1571	2	"ENST00000375167"	234	"H2AX"
"923"	"ENSG00000188486"	"11"	119094630	119094715	86	"*"	"KOS_4h_peak_265"	51	"."	6.26425	9.81703	5.11686	51	"Promoter (<=1kb)"	11	119093879	119095449	1571	2	"ENST00000375167"	734	"H2AX"
"924"	"ENSG00000188613"	"10"	119030028	119030081	54	"*"	"KOS_4h_peak_202"	59	"."	6.63521	10.75496	5.98463	37	"Promoter (<=1kb)"	10	119029714	119033730	4017	1	"ENST00000425699"	314	"NANOS1"
"925"	"ENSG00000188636"	"22"	44498097	44498202	106	"*"	"KOS_4h_peak_1020"	31	"."	4.66492	7.53009	3.10331	11	"Promoter (<=1kb)"	22	44492583	44498233	5651	2	"ENST00000341255"	31	"RTL6"
"926"	"ENSG00000188763"	"7"	73424402	73424487	86	"*"	"KOS_4h_peak_1320"	27	"."	5.2071	7.08212	2.71632	50	"Distal Intergenic"	7	73433778	73436120	2343	1	"ENST00000344575"	-9291	"FZD9"
"927"	"ENSG00000188895"	"17"	40122602	40122691	90	"*"	"KOS_4h_peak_586"	76	"."	7.72774	12.53763	7.60899	39	"Promoter (<=1kb)"	17	40122614	40134450	11837	1	"ENST00000579565"	0	"MSL1"
"928"	"ENSG00000188909"	"11"	122989655	122989892	238	"*"	"KOS_4h_peak_271"	152	"."	11.39744	20.70119	15.26145	104	"Distal Intergenic"	11	122977570	122981834	4265	2	"ENST00000343035"	-7821	"BSX"
"929"	"ENSG00000189159"	"17"	75154333	75154537	205	"*"	"KOS_4h_peak_648"	72	"."	6.33097	12.18444	7.2774	147	"Promoter (<=1kb)"	17	75135248	75154512	19265	2	"ENST00000409753"	0	"JPT1"
"930"	"ENSG00000189195"	"1"	92080589	92080688	100	"*"	"KOS_4h_peak_72"	37	"."	5.50628	8.2919	3.77474	37	"Promoter (<=1kb)"	1	92080345	92184723	104379	1	"ENST00000636805"	244	"BTBD8"
"931"	"ENSG00000189308"	"4"	83013076	83013220	145	"*"	"KOS_4h_peak_1122"	49	"."	6.16127	9.65169	4.98526	106	"Promoter (<=1kb)"	4	82927777	83012926	85150	2	"ENST00000505397"	-150	"LIN54"
"932"	"ENSG00000196227"	"20"	59933916	59933977	62	"*"	"KOS_4h_peak_942"	59	"."	6.42651	10.78055	5.99391	18	"Promoter (<=1kb)"	20	59933764	59948680	14917	1	"ENST00000358293"	152	"FAM217B"
"933"	"ENSG00000196275"	"7"	74851102	74851233	132	"*"	"KOS_4h_peak_1321"	34	"."	3.62986	7.8956	3.40954	56	"Promoter (<=1kb)"	7	74796185	74851518	55334	2	"ENST00000651129"	285	"GTF2IRD2"
"934"	"ENSG00000196369"	"1"	145094930	145095019	90	"*"	"KOS_4h_peak_86"	48	"."	5.86401	9.51007	4.85513	14	"Promoter (<=1kb)"	1	145092987	145094979	1993	2	"ENST00000467933"	0	"SRGAP2B"
"935"	"ENSG00000196581"	"1"	4647283	4647334	52	"*"	"KOS_4h_peak_9"	16	"."	4.28434	5.83183	1.69221	7	"Distal Intergenic"	1	4654609	4792534	137926	1	"ENST00000378191"	-7275	"AJAP1"
"936"	"ENSG00000196597"	"9"	96854304	96854362	59	"*"	"KOS_4h_peak_1430"	41	"."	5.56964	8.70312	4.11695	29	"Promoter (<=1kb)"	9	96819408	96854360	34953	2	"ENST00000478850"	0	"ZNF782"
"937"	"ENSG00000196652"	"7"	99504633	99504698	66	"*"	"KOS_4h_peak_1333"	32	"."	5.14121	7.7109	3.24218	44	"Promoter (<=1kb)"	7	99504662	99534700	30039	1	"ENST00000326775"	0	"ZKSCAN5"
"938"	"ENSG00000196739"	"9"	114278328	114278379	52	"*"	"KOS_4h_peak_1435"	51	"."	6.26425	9.81703	5.11686	36	"Intron (ENST00000356083/ENSG00000196739, intron 37 of 60)"	9	114268807	114274230	5424	1	"ENST00000477421"	9521	"COL27A1"
"939"	"ENSG00000196787"	"6"	27133920	27133996	77	"*"	"KOS_4h_peak_1225"	34	"."	5.48383	7.97217	3.48058	34	"Promoter (<=1kb)"	6	27133043	27133535	493	1	"ENST00000359193"	877	"H2AC11"
"940"	"ENSG00000196787"	"6"	27133283	27133370	88	"*"	"KOS_4h_peak_1224"	50	"."	5.99808	9.72704	5.04225	83	"Promoter (<=1kb)"	6	27133043	27133535	493	1	"ENST00000359193"	240	"H2AC11"
"941"	"ENSG00000196924"	"X"	154371120	154371223	104	"*"	"KOS_4h_peak_1498"	31	"."	4.66492	7.53009	3.10331	60	"Promoter (<=1kb)"	23	154348524	154371203	22680	2	"ENST00000420627"	0	"FLNA"
"942"	"ENSG00000197019"	"19"	40425905	40426016	112	"*"	"KOS_4h_peak_775"	69	"."	6.85495	11.86177	6.98135	41	"Promoter (<=1kb)"	19	40421589	40425992	4404	2	"ENST00000357949"	0	"SERTAD1"
"943"	"ENSG00000197114"	"20"	63707464	63707537	74	"*"	"KOS_4h_peak_950"	40	"."	5.52543	8.6321	4.07016	34	"Promoter (<=1kb)"	20	63707465	63736141	28677	1	"ENST00000448100"	0	"ZGPAT"
"944"	"ENSG00000197119"	"14"	100306459	100306510	52	"*"	"KOS_4h_peak_409"	44	"."	5.78112	9.04233	4.42881	33	"Promoter (<=1kb)"	14	100292735	100306490	13756	2	"ENST00000554060"	0	"SLC25A29"
"945"	"ENSG00000197170"	"17"	67366439	67366496	58	"*"	"KOS_4h_peak_641"	59	"."	6.63521	10.75496	5.98463	41	"Promoter (<=1kb)"	17	67357152	67366519	9368	2	"ENST00000578015"	23	"PSMD12"
"946"	"ENSG00000197362"	"7"	149090619	149090781	163	"*"	"KOS_4h_peak_1368"	119	"."	9.03337	17.2031	11.96879	59	"Promoter (<=1kb)"	7	149069641	149090718	21078	2	"ENST00000491431"	0	"ZNF786"
"947"	"ENSG00000197557"	"2"	177618941	177619000	60	"*"	"KOS_4h_peak_886"	90	"."	7.71181	14.10095	9.05311	27	"Promoter (<=1kb)"	2	177612999	177618742	5744	2	"ENST00000355689"	-199	"IFT70A"
"948"	"ENSG00000197562"	"16"	588955	589022	68	"*"	"KOS_4h_peak_448"	31	"."	4.66492	7.53009	3.10331	23	"Promoter (<=1kb)"	16	589357	626026	36670	1	"ENST00000569575"	-335	"RAB40C"
"949"	"ENSG00000197563"	"18"	62186890	62186975	86	"*"	"KOS_4h_peak_715"	40	"."	5.68732	8.58022	4.0249	43	"Promoter (<=1kb)"	18	62105040	62186975	81936	2	"ENST00000639214"	0	"PIGN"
"950"	"ENSG00000197594"	"6"	131808023	131808209	187	"*"	"KOS_4h_peak_1268"	40	"."	5.89132	8.62633	4.06726	16	"Promoter (<=1kb)"	6	131808034	131890864	82831	1	"ENST00000513998"	0	"ENPP1"
"951"	"ENSG00000197647"	"19"	12035665	12035719	55	"*"	"KOS_4h_peak_750"	32	"."	5.30052	7.68099	3.23693	13	"Promoter (<=1kb)"	19	12014715	12035679	20965	2	"ENST00000550507"	0	"ZNF433"
"952"	"ENSG00000197891"	"11"	64596051	64596241	191	"*"	"KOS_4h_peak_240"	86	"."	8.55099	13.69263	8.67496	157	"Intron (ENST00000377567/ENSG00000197891, intron 3 of 8)"	11	64591263	64601551	10289	1	"ENST00000336464"	4788	"SLC22A12"
"953"	"ENSG00000197891"	"11"	64595163	64595222	60	"*"	"KOS_4h_peak_239"	40	"."	5.99865	8.58091	4.0249	14	"Intron (ENST00000377567/ENSG00000197891, intron 3 of 8)"	11	64591263	64601551	10289	1	"ENST00000336464"	3900	"SLC22A12"
"954"	"ENSG00000197958"	"9"	127451339	127451406	68	"*"	"KOS_4h_peak_1441"	91	"."	6.99738	14.20944	9.15124	25	"Promoter (<=1kb)"	9	127447674	127451405	3732	2	"ENST00000497825"	0	"RPL12"
"955"	"ENSG00000197958"	"9"	127451231	127451282	52	"*"	"KOS_4h_peak_1440"	32	"."	5.14121	7.7109	3.24218	30	"Promoter (<=1kb)"	9	127447677	127451373	3697	2	"ENST00000536368"	91	"RPL12"
"956"	"ENSG00000198131"	"19"	58228670	58228869	200	"*"	"KOS_4h_peak_806"	50	"."	5.99808	9.72704	5.04225	48	"Promoter (<=1kb)"	19	58228914	58229986	1073	1	"ENST00000602260"	-45	"ZNF544"
"957"	"ENSG00000198355"	"22"	49960774	49960893	120	"*"	"KOS_4h_peak_1027"	38	"."	4.99813	8.40895	3.87883	50	"Promoter (<=1kb)"	22	49960772	49964072	3301	1	"ENST00000360612"	2	"PIM3"
"958"	"ENSG00000198431"	"12"	104385664	104385720	57	"*"	"KOS_4h_peak_311"	112	"."	9.59785	16.40653	11.21421	36	"Distal Intergenic"	12	104334127	104348583	14457	1	"ENST00000525265"	51537	"TXNRD1"
"959"	"ENSG00000198466"	"19"	57849951	57850169	219	"*"	"KOS_4h_peak_804"	77	"."	7.12058	12.70128	7.75994	135	"Promoter (<=1kb)"	19	57849860	57860210	10351	1	"ENST00000423137"	91	"ZNF587"
"960"	"ENSG00000198467"	"9"	35689835	35689930	96	"*"	"KOS_4h_peak_1418"	46	"."	5.33134	9.31535	4.67549	25	"Promoter (<=1kb)"	9	35682014	35689913	7900	2	"ENST00000329305"	0	"TPM2"
