"geneId"	"seqnames_2h"	"start_2h"	"end_2h"	"width_2h"	"strand_2h"	"V4_2h"	"V5_2h"	"V6_2h"	"V7_2h"	"V8_2h"	"V9_2h"	"V10_2h"	"annotation_2h"	"geneChr_2h"	"geneStart_2h"	"geneEnd_2h"	"geneLength_2h"	"geneStrand_2h"	"transcriptId_2h"	"distanceToTSS_2h"	"external_gene_name_2h"	"annotation_short_2h"	"seqnames_4h"	"start_4h"	"end_4h"	"width_4h"	"strand_4h"	"V4_4h"	"V5_4h"	"V6_4h"	"V7_4h"	"V8_4h"	"V9_4h"	"V10_4h"	"annotation_4h"	"geneChr_4h"	"geneStart_4h"	"geneEnd_4h"	"geneLength_4h"	"geneStrand_4h"	"transcriptId_4h"	"distanceToTSS_4h"	"external_gene_name_4h"	"annotation_short_4h"
"1049"	"ENSG00000154217"	"17"	67376378	67376511	134	"*"	"KOS_2h_peak_7097"	38	"."	4.31739	6.93407	3.89362	110	"Promoter (<=1kb)"	17	67377281	67697256	319976	1	"ENST00000580974"	-770	"PITPNC1"	"Promoter (<=1kb)"	"17"	67377218	67377373	156	"*"	"KOS_4h_peak_642"	158	"."	10.28242	21.34395	15.85977	83	"Promoter (<=1kb)"	17	67377281	67697256	319976	1	"ENST00000580974"	0	"PITPNC1"	"Promoter (<=1kb)"
"1050"	"ENSG00000154217"	"17"	67378527	67378788	262	"*"	"KOS_2h_peak_7100"	14	"."	2.64634	4.11579	1.40409	238	"Promoter (<=1kb)"	17	67378966	67578225	199260	1	"ENST00000584471"	-178	"PITPNC1"	"Promoter (<=1kb)"	"17"	67378244	67378323	80	"*"	"KOS_4h_peak_643"	49	"."	6.30968	9.5794	4.92069	21	"Promoter (<=1kb)"	17	67378966	67578225	199260	1	"ENST00000584471"	-643	"PITPNC1"	"Promoter (<=1kb)"
"1051"	"ENSG00000154217"	"17"	67378527	67378788	262	"*"	"KOS_2h_peak_7100"	14	"."	2.64634	4.11579	1.40409	238	"Promoter (<=1kb)"	17	67378966	67578225	199260	1	"ENST00000584471"	-178	"PITPNC1"	"Promoter (<=1kb)"	"17"	67377218	67377373	156	"*"	"KOS_4h_peak_642"	158	"."	10.28242	21.34395	15.85977	83	"Promoter (<=1kb)"	17	67377281	67697256	319976	1	"ENST00000580974"	0	"PITPNC1"	"Promoter (<=1kb)"
"1052"	"ENSG00000154229"	"17"	66302219	66303524	1306	"*"	"KOS_2h_peak_7093"	174	"."	8.15065	21.21468	17.44401	376	"Promoter (<=1kb)"	17	66302613	66810743	508131	1	"ENST00000413366"	0	"PRKCA"	"Promoter (<=1kb)"	"17"	66303353	66303406	54	"*"	"KOS_4h_peak_635"	42	"."	6.00284	8.80761	4.21067	48	"Promoter (<=1kb)"	17	66302957	66306348	3392	1	"ENST00000583775"	396	"PRKCA"	"Promoter (<=1kb)"
"1053"	"ENSG00000154582"	"8"	73971940	73972260	321	"*"	"KOS_2h_peak_15277"	593	"."	17.35299	64.38782	59.3492	162	"Promoter (<=1kb)"	8	73939169	73972186	33018	2	"ENST00000602840"	0	"ELOC"	"Promoter (<=1kb)"	"8"	73972045	73972187	143	"*"	"KOS_4h_peak_1391"	205	"."	12.90972	26.29348	20.53724	51	"Promoter (<=1kb)"	8	73939169	73972186	33018	2	"ENST00000602840"	0	"ELOC"	"Promoter (<=1kb)"
"1054"	"ENSG00000154640"	"21"	17612500	17613104	605	"*"	"KOS_2h_peak_10336"	295	"."	12.027	33.57846	29.51658	352	"Promoter (<=1kb)"	21	17593653	17612844	19192	2	"ENST00000339775"	0	"BTG3"	"Promoter (<=1kb)"	"21"	17612742	17612833	92	"*"	"KOS_4h_peak_959"	50	"."	6.4269	9.76996	5.08221	55	"Promoter (<=1kb)"	21	17593653	17612844	19192	2	"ENST00000339775"	11	"BTG3"	"Promoter (<=1kb)"
"1055"	"ENSG00000154734"	"21"	26846234	26846447	214	"*"	"KOS_2h_peak_10347"	35	"."	3.94386	6.5362	3.52857	31	"Promoter (<=1kb)"	21	26836310	26845409	9100	2	"ENST00000679316"	-825	"ADAMTS1"	"Promoter (<=1kb)"	"21"	26844556	26844615	60	"*"	"KOS_4h_peak_962"	40	"."	5.68732	8.58022	4.0249	39	"Promoter (<=1kb)"	21	26836287	26843777	7491	2	"ENST00000679152"	-779	"ADAMTS1"	"Promoter (<=1kb)"
"1056"	"ENSG00000154734"	"21"	26846234	26846447	214	"*"	"KOS_2h_peak_10347"	35	"."	3.94386	6.5362	3.52857	31	"Promoter (<=1kb)"	21	26836310	26845409	9100	2	"ENST00000679316"	-825	"ADAMTS1"	"Promoter (<=1kb)"	"21"	26845279	26845408	130	"*"	"KOS_4h_peak_963"	112	"."	8.85929	16.44196	11.23618	82	"Promoter (<=1kb)"	21	26835755	26845409	9655	2	"ENST00000284984"	1	"ADAMTS1"	"Promoter (<=1kb)"
"1057"	"ENSG00000154734"	"21"	26846234	26846447	214	"*"	"KOS_2h_peak_10347"	35	"."	3.94386	6.5362	3.52857	31	"Promoter (<=1kb)"	21	26836310	26845409	9100	2	"ENST00000679316"	-825	"ADAMTS1"	"Promoter (<=1kb)"	"21"	26844403	26844479	77	"*"	"KOS_4h_peak_961"	54	"."	6.48089	10.16573	5.43914	49	"Promoter (<=1kb)"	21	26836287	26843777	7491	2	"ENST00000679152"	-626	"ADAMTS1"	"Promoter (<=1kb)"
"1058"	"ENSG00000154734"	"21"	26844186	26845070	885	"*"	"KOS_2h_peak_10345"	200	"."	8.94415	23.89156	20.04296	793	"Promoter (<=1kb)"	21	26835755	26845409	9655	2	"ENST00000284984"	339	"ADAMTS1"	"Promoter (<=1kb)"	"21"	26844556	26844615	60	"*"	"KOS_4h_peak_962"	40	"."	5.68732	8.58022	4.0249	39	"Promoter (<=1kb)"	21	26836287	26843777	7491	2	"ENST00000679152"	-779	"ADAMTS1"	"Promoter (<=1kb)"
"1059"	"ENSG00000154734"	"21"	26844186	26845070	885	"*"	"KOS_2h_peak_10345"	200	"."	8.94415	23.89156	20.04296	793	"Promoter (<=1kb)"	21	26835755	26845409	9655	2	"ENST00000284984"	339	"ADAMTS1"	"Promoter (<=1kb)"	"21"	26845279	26845408	130	"*"	"KOS_4h_peak_963"	112	"."	8.85929	16.44196	11.23618	82	"Promoter (<=1kb)"	21	26835755	26845409	9655	2	"ENST00000284984"	1	"ADAMTS1"	"Promoter (<=1kb)"
"1060"	"ENSG00000154734"	"21"	26844186	26845070	885	"*"	"KOS_2h_peak_10345"	200	"."	8.94415	23.89156	20.04296	793	"Promoter (<=1kb)"	21	26835755	26845409	9655	2	"ENST00000284984"	339	"ADAMTS1"	"Promoter (<=1kb)"	"21"	26844403	26844479	77	"*"	"KOS_4h_peak_961"	54	"."	6.48089	10.16573	5.43914	49	"Promoter (<=1kb)"	21	26836287	26843777	7491	2	"ENST00000679152"	-626	"ADAMTS1"	"Promoter (<=1kb)"
"1061"	"ENSG00000154734"	"21"	26845255	26845505	251	"*"	"KOS_2h_peak_10346"	366	"."	12.62036	40.79712	36.62772	106	"Promoter (<=1kb)"	21	26835755	26845409	9655	2	"ENST00000284984"	0	"ADAMTS1"	"Promoter (<=1kb)"	"21"	26844556	26844615	60	"*"	"KOS_4h_peak_962"	40	"."	5.68732	8.58022	4.0249	39	"Promoter (<=1kb)"	21	26836287	26843777	7491	2	"ENST00000679152"	-779	"ADAMTS1"	"Promoter (<=1kb)"
"1062"	"ENSG00000154734"	"21"	26845255	26845505	251	"*"	"KOS_2h_peak_10346"	366	"."	12.62036	40.79712	36.62772	106	"Promoter (<=1kb)"	21	26835755	26845409	9655	2	"ENST00000284984"	0	"ADAMTS1"	"Promoter (<=1kb)"	"21"	26845279	26845408	130	"*"	"KOS_4h_peak_963"	112	"."	8.85929	16.44196	11.23618	82	"Promoter (<=1kb)"	21	26835755	26845409	9655	2	"ENST00000284984"	1	"ADAMTS1"	"Promoter (<=1kb)"
"1063"	"ENSG00000154734"	"21"	26845255	26845505	251	"*"	"KOS_2h_peak_10346"	366	"."	12.62036	40.79712	36.62772	106	"Promoter (<=1kb)"	21	26835755	26845409	9655	2	"ENST00000284984"	0	"ADAMTS1"	"Promoter (<=1kb)"	"21"	26844403	26844479	77	"*"	"KOS_4h_peak_961"	54	"."	6.48089	10.16573	5.43914	49	"Promoter (<=1kb)"	21	26836287	26843777	7491	2	"ENST00000679152"	-626	"ADAMTS1"	"Promoter (<=1kb)"
"1064"	"ENSG00000154734"	"21"	26843168	26843309	142	"*"	"KOS_2h_peak_10344"	40	"."	4.56157	7.06387	4.0102	42	"Promoter (<=1kb)"	21	26835795	26843073	7279	2	"ENST00000678221"	-95	"ADAMTS1"	"Promoter (<=1kb)"	"21"	26844556	26844615	60	"*"	"KOS_4h_peak_962"	40	"."	5.68732	8.58022	4.0249	39	"Promoter (<=1kb)"	21	26836287	26843777	7491	2	"ENST00000679152"	-779	"ADAMTS1"	"Promoter (<=1kb)"
"1065"	"ENSG00000154734"	"21"	26843168	26843309	142	"*"	"KOS_2h_peak_10344"	40	"."	4.56157	7.06387	4.0102	42	"Promoter (<=1kb)"	21	26835795	26843073	7279	2	"ENST00000678221"	-95	"ADAMTS1"	"Promoter (<=1kb)"	"21"	26845279	26845408	130	"*"	"KOS_4h_peak_963"	112	"."	8.85929	16.44196	11.23618	82	"Promoter (<=1kb)"	21	26835755	26845409	9655	2	"ENST00000284984"	1	"ADAMTS1"	"Promoter (<=1kb)"
"1066"	"ENSG00000154734"	"21"	26843168	26843309	142	"*"	"KOS_2h_peak_10344"	40	"."	4.56157	7.06387	4.0102	42	"Promoter (<=1kb)"	21	26835795	26843073	7279	2	"ENST00000678221"	-95	"ADAMTS1"	"Promoter (<=1kb)"	"21"	26844403	26844479	77	"*"	"KOS_4h_peak_961"	54	"."	6.48089	10.16573	5.43914	49	"Promoter (<=1kb)"	21	26836287	26843777	7491	2	"ENST00000679152"	-626	"ADAMTS1"	"Promoter (<=1kb)"
"1067"	"ENSG00000155115"	"6"	110958484	110958966	483	"*"	"KOS_2h_peak_13897"	259	"."	8.9345	29.96191	25.97155	330	"Promoter (<=1kb)"	6	110958706	110967872	9167	1	"ENST00000329970"	0	"GTF3C6"	"Promoter (<=1kb)"	"6"	110958774	110958862	89	"*"	"KOS_4h_peak_1261"	93	"."	8.41291	14.40662	9.33455	48	"Promoter (<=1kb)"	6	110958928	110967890	8963	1	"ENST00000480191"	-66	"GTF3C6"	"Promoter (<=1kb)"
"1068"	"ENSG00000155254"	"10"	97713452	97713568	117	"*"	"KOS_2h_peak_2085"	39	"."	4.04863	6.99906	3.9501	93	"Promoter (<=1kb)"	10	97713517	97717627	4111	1	"ENST00000434038"	0	"MARVELD1"	"Promoter (<=1kb)"	"10"	97714106	97714333	228	"*"	"KOS_4h_peak_195"	38	"."	4.99813	8.40895	3.87883	107	"Promoter (<=1kb)"	10	97714694	97717479	2786	1	"ENST00000421644"	-361	"MARVELD1"	"Promoter (<=1kb)"
"1069"	"ENSG00000155254"	"10"	97713831	97714723	893	"*"	"KOS_2h_peak_2086"	319	"."	12.64377	36.09298	31.98768	354	"Promoter (<=1kb)"	10	97714694	97717479	2786	1	"ENST00000421644"	0	"MARVELD1"	"Promoter (<=1kb)"	"10"	97714106	97714333	228	"*"	"KOS_4h_peak_195"	38	"."	4.99813	8.40895	3.87883	107	"Promoter (<=1kb)"	10	97714694	97717479	2786	1	"ENST00000421644"	-361	"MARVELD1"	"Promoter (<=1kb)"
"1070"	"ENSG00000155313"	"21"	15730516	15730655	140	"*"	"KOS_2h_peak_10330"	107	"."	6.31018	14.21444	10.71849	72	"Promoter (<=1kb)"	21	15730025	15880058	150034	1	"ENST00000285681"	491	"USP25"	"Promoter (<=1kb)"	"21"	15729743	15729899	157	"*"	"KOS_4h_peak_957"	107	"."	8.82101	15.92289	10.762	44	"Promoter (<=1kb)"	21	15729982	15880064	150083	1	"ENST00000400183"	-83	"USP25"	"Promoter (<=1kb)"
"1071"	"ENSG00000155313"	"21"	15729611	15730408	798	"*"	"KOS_2h_peak_10329"	537	"."	17.59727	58.41507	53.78815	186	"Promoter (<=1kb)"	21	15729982	15880064	150083	1	"ENST00000400183"	0	"USP25"	"Promoter (<=1kb)"	"21"	15729743	15729899	157	"*"	"KOS_4h_peak_957"	107	"."	8.82101	15.92289	10.762	44	"Promoter (<=1kb)"	21	15729982	15880064	150083	1	"ENST00000400183"	-83	"USP25"	"Promoter (<=1kb)"
"1072"	"ENSG00000155380"	"1"	112955318	112955723	406	"*"	"KOS_2h_peak_874"	75	"."	5.04118	10.85261	7.53292	185	"Promoter (<=1kb)"	1	112916206	112955994	39789	2	"ENST00000679846"	271	"SLC16A1"	"Promoter (<=1kb)"	"1"	112956026	112956199	174	"*"	"KOS_4h_peak_79"	44	"."	5.78112	9.04233	4.42881	59	"Promoter (<=1kb)"	1	112911847	112956196	44350	2	"ENST00000369626"	0	"SLC16A1"	"Promoter (<=1kb)"
"1073"	"ENSG00000155380"	"1"	112955875	112956649	775	"*"	"KOS_2h_peak_875"	597	"."	13.23171	64.78196	59.7252	284	"Promoter (<=1kb)"	1	112911847	112956196	44350	2	"ENST00000369626"	0	"SLC16A1"	"Promoter (<=1kb)"	"1"	112956026	112956199	174	"*"	"KOS_4h_peak_79"	44	"."	5.78112	9.04233	4.42881	59	"Promoter (<=1kb)"	1	112911847	112956196	44350	2	"ENST00000369626"	0	"SLC16A1"	"Promoter (<=1kb)"
"1074"	"ENSG00000155850"	"5"	149960716	149961229	514	"*"	"KOS_2h_peak_12955"	118	"."	5.88865	15.36996	11.81557	149	"Promoter (<=1kb)"	5	149960758	149987400	26643	1	"ENST00000286298"	0	"SLC26A2"	"Promoter (<=1kb)"	"5"	149960888	149960943	56	"*"	"KOS_4h_peak_1179"	31	"."	4.66492	7.53009	3.10331	14	"Promoter (<=1kb)"	5	149960785	149977722	16938	1	"ENST00000433184"	103	"SLC26A2"	"Promoter (<=1kb)"
"1075"	"ENSG00000155858"	"5"	157743478	157743760	283	"*"	"KOS_2h_peak_12992"	725	"."	21.41859	77.92793	72.54489	128	"Promoter (<=1kb)"	5	157743712	157760709	16998	1	"ENST00000286307"	0	"LSM11"	"Promoter (<=1kb)"	"5"	157743558	157743622	65	"*"	"KOS_4h_peak_1180"	86	"."	8.39812	13.67227	8.65634	44	"Promoter (<=1kb)"	5	157743712	157760709	16998	1	"ENST00000286307"	-90	"LSM11"	"Promoter (<=1kb)"
"1076"	"ENSG00000156011"	"8"	19013504	19014048	545	"*"	"KOS_2h_peak_15041"	277	"."	12.1295	31.81684	27.78946	116	"Promoter (<=1kb)"	8	18527303	19013703	486401	2	"ENST00000327040"	0	"PSD3"	"Promoter (<=1kb)"	"8"	19013596	19013695	100	"*"	"KOS_4h_peak_1382"	41	"."	5.56964	8.70312	4.11695	45	"Promoter (<=1kb)"	8	18527303	19013703	486401	2	"ENST00000327040"	8	"PSD3"	"Promoter (<=1kb)"
"1077"	"ENSG00000156017"	"9"	75027789	75028420	632	"*"	"KOS_2h_peak_15804"	318	"."	11.56866	35.9162	31.81609	454	"Promoter (<=1kb)"	9	74980790	75028293	47504	2	"ENST00000376834"	0	"CARNMT1"	"Promoter (<=1kb)"	"9"	75028194	75028300	107	"*"	"KOS_4h_peak_1420"	38	"."	4.99813	8.40895	3.87883	86	"Promoter (<=1kb)"	9	74980790	75028293	47504	2	"ENST00000376834"	0	"CARNMT1"	"Promoter (<=1kb)"
"1078"	"ENSG00000156017"	"9"	75028518	75028719	202	"*"	"KOS_2h_peak_15805"	84	"."	6.13067	11.82997	8.45498	94	"Promoter (<=1kb)"	9	75016849	75028423	11575	2	"ENST00000376830"	-95	"CARNMT1"	"Promoter (<=1kb)"	"9"	75028194	75028300	107	"*"	"KOS_4h_peak_1420"	38	"."	4.99813	8.40895	3.87883	86	"Promoter (<=1kb)"	9	74980790	75028293	47504	2	"ENST00000376834"	0	"CARNMT1"	"Promoter (<=1kb)"
"1079"	"ENSG00000156030"	"14"	73785721	73786168	448	"*"	"KOS_2h_peak_4624"	180	"."	7.31005	21.84933	18.05919	292	"Promoter (1-2kb)"	14	73715122	73787258	72137	2	"ENST00000394071"	1090	"MIDEAS"	"Promoter (1-2kb)"	"14"	73759970	73760021	52	"*"	"KOS_4h_peak_392"	51	"."	6.0395	9.79399	5.10335	24	"Promoter (<=1kb)"	14	73715131	73760298	45168	2	"ENST00000286523"	277	"MIDEAS"	"Promoter (<=1kb)"
"1080"	"ENSG00000156030"	"14"	73787053	73787564	512	"*"	"KOS_2h_peak_4625"	91	"."	6.31958	12.57105	9.15311	158	"Promoter (<=1kb)"	14	73715122	73787258	72137	2	"ENST00000394071"	0	"MIDEAS"	"Promoter (<=1kb)"	"14"	73759970	73760021	52	"*"	"KOS_4h_peak_392"	51	"."	6.0395	9.79399	5.10335	24	"Promoter (<=1kb)"	14	73715131	73760298	45168	2	"ENST00000286523"	277	"MIDEAS"	"Promoter (<=1kb)"
"1081"	"ENSG00000156030"	"14"	73759523	73760344	822	"*"	"KOS_2h_peak_4622"	308	"."	12.38249	34.92096	30.83643	470	"Promoter (<=1kb)"	14	73715122	73760303	45182	2	"ENST00000423556"	0	"MIDEAS"	"Promoter (<=1kb)"	"14"	73759970	73760021	52	"*"	"KOS_4h_peak_392"	51	"."	6.0395	9.79399	5.10335	24	"Promoter (<=1kb)"	14	73715131	73760298	45168	2	"ENST00000286523"	277	"MIDEAS"	"Promoter (<=1kb)"
"1082"	"ENSG00000156030"	"14"	73760405	73760556	152	"*"	"KOS_2h_peak_4623"	41	"."	3.64604	7.19511	4.13299	98	"Promoter (<=1kb)"	14	73715122	73760303	45182	2	"ENST00000423556"	-102	"MIDEAS"	"Promoter (<=1kb)"	"14"	73759970	73760021	52	"*"	"KOS_4h_peak_392"	51	"."	6.0395	9.79399	5.10335	24	"Promoter (<=1kb)"	14	73715131	73760298	45168	2	"ENST00000286523"	277	"MIDEAS"	"Promoter (<=1kb)"
"1083"	"ENSG00000156508"	"6"	73519211	73519348	138	"*"	"KOS_2h_peak_13785"	47	"."	4.69106	7.87822	4.75923	75	"Promoter (<=1kb)"	6	73517519	73518811	1293	2	"ENST00000679031"	-400	"EEF1A1"	"Promoter (<=1kb)"	"6"	73520954	73521077	124	"*"	"KOS_4h_peak_1255"	41	"."	5.56964	8.70312	4.11695	89	"Promoter (<=1kb)"	6	73515750	73521018	5269	2	"ENST00000316292"	0	"EEF1A1"	"Promoter (<=1kb)"
"1084"	"ENSG00000156508"	"6"	73520041	73521116	1076	"*"	"KOS_2h_peak_13786"	495	"."	13.19869	53.99658	49.59101	955	"Promoter (<=1kb)"	6	73515750	73521018	5269	2	"ENST00000316292"	0	"EEF1A1"	"Promoter (<=1kb)"	"6"	73520954	73521077	124	"*"	"KOS_4h_peak_1255"	41	"."	5.56964	8.70312	4.11695	89	"Promoter (<=1kb)"	6	73515750	73521018	5269	2	"ENST00000316292"	0	"EEF1A1"	"Promoter (<=1kb)"
"1085"	"ENSG00000156508"	"6"	73516786	73516905	120	"*"	"KOS_2h_peak_13783"	61	"."	5.15782	9.35299	6.1306	39	"Promoter (1-2kb)"	6	73517519	73518811	1293	2	"ENST00000679031"	1906	"EEF1A1"	"Promoter (1-2kb)"	"6"	73520954	73521077	124	"*"	"KOS_4h_peak_1255"	41	"."	5.56964	8.70312	4.11695	89	"Promoter (<=1kb)"	6	73515750	73521018	5269	2	"ENST00000316292"	0	"EEF1A1"	"Promoter (<=1kb)"
"1086"	"ENSG00000156508"	"6"	73517939	73518100	162	"*"	"KOS_2h_peak_13784"	72	"."	5.25848	10.58821	7.2819	80	"Promoter (<=1kb)"	6	73517519	73518811	1293	2	"ENST00000679031"	711	"EEF1A1"	"Promoter (<=1kb)"	"6"	73520954	73521077	124	"*"	"KOS_4h_peak_1255"	41	"."	5.56964	8.70312	4.11695	89	"Promoter (<=1kb)"	6	73515750	73521018	5269	2	"ENST00000316292"	0	"EEF1A1"	"Promoter (<=1kb)"
"1087"	"ENSG00000156599"	"11"	57667728	57668559	832	"*"	"KOS_2h_peak_2607"	371	"."	10.39121	41.36813	37.19133	399	"Promoter (<=1kb)"	11	57667747	57700363	32617	1	"ENST00000527985"	0	"ZDHHC5"	"Promoter (<=1kb)"	"11"	57668138	57668227	90	"*"	"KOS_4h_peak_229"	23	"."	4.33171	6.68058	2.38836	8	"Promoter (<=1kb)"	11	57668114	57701182	33069	1	"ENST00000287169"	24	"ZDHHC5"	"Promoter (<=1kb)"
"1088"	"ENSG00000156599"	"11"	57666996	57667415	420	"*"	"KOS_2h_peak_2606"	87	"."	6.06802	12.11395	8.72668	77	"Promoter (<=1kb)"	11	57667747	57700363	32617	1	"ENST00000527985"	-332	"ZDHHC5"	"Promoter (<=1kb)"	"11"	57668138	57668227	90	"*"	"KOS_4h_peak_229"	23	"."	4.33171	6.68058	2.38836	8	"Promoter (<=1kb)"	11	57668114	57701182	33069	1	"ENST00000287169"	24	"ZDHHC5"	"Promoter (<=1kb)"
"1089"	"ENSG00000156671"	"10"	75111422	75111799	378	"*"	"KOS_2h_peak_1961"	381	"."	13.71396	42.34459	38.15668	102	"Promoter (<=1kb)"	10	75111511	75182123	70613	1	"ENST00000671730"	0	"SAMD8"	"Promoter (<=1kb)"	"10"	75111466	75111569	104	"*"	"KOS_4h_peak_184"	119	"."	9.03337	17.2031	11.96879	54	"Promoter (<=1kb)"	10	75111511	75182123	70613	1	"ENST00000671730"	0	"SAMD8"	"Promoter (<=1kb)"
"1090"	"ENSG00000156735"	"8"	38176733	38177140	408	"*"	"KOS_2h_peak_15156"	264	"."	9.88248	30.43445	26.43402	212	"Promoter (<=1kb)"	8	38176855	38213301	36447	1	"ENST00000287322"	0	"BAG4"	"Promoter (<=1kb)"	"8"	38176850	38177029	180	"*"	"KOS_4h_peak_1388"	69	"."	6.85495	11.86177	6.98135	85	"Promoter (<=1kb)"	8	38176855	38213301	36447	1	"ENST00000287322"	0	"BAG4"	"Promoter (<=1kb)"
"1091"	"ENSG00000156735"	"8"	38177228	38177493	266	"*"	"KOS_2h_peak_15157"	35	"."	3.94386	6.5362	3.52857	11	"Promoter (<=1kb)"	8	38176855	38213301	36447	1	"ENST00000287322"	373	"BAG4"	"Promoter (<=1kb)"	"8"	38176850	38177029	180	"*"	"KOS_4h_peak_1388"	69	"."	6.85495	11.86177	6.98135	85	"Promoter (<=1kb)"	8	38176855	38213301	36447	1	"ENST00000287322"	0	"BAG4"	"Promoter (<=1kb)"
"1092"	"ENSG00000156735"	"8"	38176425	38176559	135	"*"	"KOS_2h_peak_15155"	28	"."	3.68094	5.80186	2.86025	43	"Promoter (<=1kb)"	8	38176533	38207741	31209	1	"ENST00000521282"	0	"BAG4"	"Promoter (<=1kb)"	"8"	38176850	38177029	180	"*"	"KOS_4h_peak_1388"	69	"."	6.85495	11.86177	6.98135	85	"Promoter (<=1kb)"	8	38176855	38213301	36447	1	"ENST00000287322"	0	"BAG4"	"Promoter (<=1kb)"
"1093"	"ENSG00000156873"	"16"	30748114	30748561	448	"*"	"KOS_2h_peak_5779"	81	"."	5.52141	11.46571	8.11024	57	"Promoter (<=1kb)"	16	30748293	30756483	8191	1	"ENST00000565924"	0	"PHKG2"	"Promoter (<=1kb)"	"16"	30749133	30749201	69	"*"	"KOS_4h_peak_490"	79	"."	7.28338	12.96905	7.99772	35	"Promoter (<=1kb)"	16	30748844	30751913	3070	1	"ENST00000569762"	289	"PHKG2"	"Promoter (<=1kb)"
"1094"	"ENSG00000156873"	"16"	30748773	30749272	500	"*"	"KOS_2h_peak_5780"	116	"."	6.18691	15.21736	11.673	131	"Promoter (<=1kb)"	16	30748844	30751913	3070	1	"ENST00000569762"	0	"PHKG2"	"Promoter (<=1kb)"	"16"	30749133	30749201	69	"*"	"KOS_4h_peak_490"	79	"."	7.28338	12.96905	7.99772	35	"Promoter (<=1kb)"	16	30748844	30751913	3070	1	"ENST00000569762"	289	"PHKG2"	"Promoter (<=1kb)"
"1095"	"ENSG00000157349"	"16"	70299076	70299429	354	"*"	"KOS_2h_peak_5978"	137	"."	7.70962	17.35631	13.71989	100	"Promoter (<=1kb)"	16	70299142	70333972	34831	1	"ENST00000562519"	0	"DDX19B"	"Promoter (<=1kb)"	"16"	70299161	70299234	74	"*"	"KOS_4h_peak_514"	31	"."	5.35575	7.52	3.10259	49	"Promoter (<=1kb)"	16	70299162	70333826	34665	1	"ENST00000393657"	0	"DDX19B"	"Promoter (<=1kb)"
"1096"	"ENSG00000157637"	"17"	81253398	81254143	746	"*"	"KOS_2h_peak_7279"	463	"."	16.03601	50.62175	46.30991	137	"Promoter (<=1kb)"	17	81250877	81252503	1627	2	"ENST00000573058"	-895	"SLC38A10"	"Promoter (<=1kb)"	"17"	81253524	81253848	325	"*"	"KOS_4h_peak_668"	112	"."	8.56868	16.43345	11.22945	290	"Promoter (1-2kb)"	17	81250877	81252503	1627	2	"ENST00000573058"	-1021	"SLC38A10"	"Promoter (1-2kb)"
"1097"	"ENSG00000157637"	"17"	81295516	81295658	143	"*"	"KOS_2h_peak_7281"	14	"."	2.73453	4.14811	1.41873	20	"Promoter (<=1kb)"	17	81282189	81295547	13359	2	"ENST00000539748"	0	"SLC38A10"	"Promoter (<=1kb)"	"17"	81253524	81253848	325	"*"	"KOS_4h_peak_668"	112	"."	8.56868	16.43345	11.22945	290	"Promoter (1-2kb)"	17	81250877	81252503	1627	2	"ENST00000573058"	-1021	"SLC38A10"	"Promoter (1-2kb)"
"1098"	"ENSG00000157637"	"17"	81294605	81294812	208	"*"	"KOS_2h_peak_7280"	113	"."	6.62259	14.82937	11.30423	103	"Promoter (<=1kb)"	17	81288733	81294914	6182	2	"ENST00000540233"	102	"SLC38A10"	"Promoter (<=1kb)"	"17"	81253524	81253848	325	"*"	"KOS_4h_peak_668"	112	"."	8.56868	16.43345	11.22945	290	"Promoter (1-2kb)"	17	81250877	81252503	1627	2	"ENST00000573058"	-1021	"SLC38A10"	"Promoter (1-2kb)"
"1099"	"ENSG00000157741"	"7"	139230913	139231929	1017	"*"	"KOS_2h_peak_14855"	291	"."	9.54367	33.17112	29.11802	427	"Promoter (<=1kb)"	7	139231237	139308236	77000	1	"ENST00000473989"	0	"UBN2"	"Promoter (<=1kb)"	"7"	139231223	139231364	142	"*"	"KOS_4h_peak_1355"	40	"."	5.89132	8.62633	4.06726	63	"Promoter (<=1kb)"	7	139231237	139308236	77000	1	"ENST00000473989"	0	"UBN2"	"Promoter (<=1kb)"
"1100"	"ENSG00000157881"	"1"	2526030	2526645	616	"*"	"KOS_2h_peak_86"	357	"."	13.56893	39.94246	35.78317	411	"Promoter (<=1kb)"	1	2508537	2526596	18060	2	"ENST00000378466"	0	"PANK4"	"Promoter (<=1kb)"	"1"	2526377	2526542	166	"*"	"KOS_4h_peak_7"	138	"."	9.95282	19.21654	13.85997	28	"Promoter (<=1kb)"	1	2519204	2526575	7372	2	"ENST00000486396"	33	"PANK4"	"Promoter (<=1kb)"
"1101"	"ENSG00000158270"	"18"	499273	499573	301	"*"	"KOS_2h_peak_7396"	144	"."	6.49782	18.06799	14.40841	216	"Promoter (1-2kb)"	18	316737	500701	183965	2	"ENST00000400256"	1128	"COLEC12"	"Promoter (1-2kb)"	"18"	500685	500784	100	"*"	"KOS_4h_peak_683"	32	"."	5.14121	7.7109	3.24218	4	"Promoter (<=1kb)"	18	316737	500701	183965	2	"ENST00000400256"	0	"COLEC12"	"Promoter (<=1kb)"
